0,BE,MM,Depth,Pitch,Depth_rate,Depth_rate_mm,BE_rate,Depth_acc_mm,Depth_rate_mm_filtered,Depth_rate_filtered,Depth_acc_filtered,
197,465,26,2.7581,-4.805269,-0.000489,-0.489,1,-1.966,13.55268133,13.55268133,-0.434278804,
198,470,26,2.752439,-4.927595,-0.005661,-5.661,5,-5.172,12.97627089,12.97627089,-0.57641044,
199,475,26,2.745394,-5.082199,-0.007045,-7.045,5,-1.384,12.37563276,12.37563276,-0.600638127,
200,481,27,2.733542,-5.089955,-0.011852,-11.852,6,-4.807,11.64880378,11.64880378,-0.726828983,
201,487,27,2.719524,-5.036675,-0.014018,-14.018,6,-2.166,10.87879966,10.87879966,-0.770004113,
202,492,27,2.702408,-4.925969,-0.017116,-17.116,5,-3.098,10.03895567,10.03895567,-0.83984399,
203,497,27,2.683412,-4.664734,-0.018996,-18.996,5,-1.88,9.167907003,9.167907003,-0.87104867,
204,502,27,2.664595,-4.412901,-0.018817,-18.817,5,0.179,8.328359793,8.328359793,-0.83954721,
205,507,28,2.643937,-4.117238,-0.020658,-20.658,5,-1.841,7.458768999,7.458768999,-0.869590794,
206,512,28,2.620122,-3.709023,-0.023815,-23.815,5,-3.157,6.520555929,6.520555929,-0.93821307,
207,516,28,2.599835,-3.380726,-0.020287,-20.287,4,3.528,5.716329251,5.716329251,-0.804226678,
208,520,28,2.580341,-3.04177,-0.019494,-19.494,4,0.793,4.960019374,4.960019374,-0.756309878,
209,523,28,2.562598,-2.5856,-0.017743,-17.743,3,1.751,4.278928793,4.278928793,-0.681090581,
210,524,29,2.544553,-2.218114,-0.018045,-18.045,1,-0.302,3.609210929,3.609210929,-0.669717864,
211,523,29,2.531369,-1.84353,-0.013184,-13.184,-1,4.861,3.105414601,3.105414601,-0.503796328,
212,523,29,2.516741,-1.393701,-0.014628,-14.628,0,-1.444,2.573412163,2.573412163,-0.532002438,
213,520,29,2.508814,-1.084744,-0.007927,-7.927,-3,6.701,2.258399798,2.258399798,-0.315012365,
214,519,29,2.501477,-0.806592,-0.007337,-7.337,-1,0.59,1.970537804,1.970537804,-0.287861994,
215,520,30,2.496467,-0.441242,-0.00501,-5.01,1,2.327,1.76112167,1.76112167,-0.209416134,
216,518,30,2.493447,-0.179643,-0.00302,-3.02,-2,1.99,1.61768802,1.61768802,-0.14343365,
217,519,30,2.49243,0.08179,-0.001017,-1.017,1,2.003,1.538647379,1.538647379,-0.079040641,
218,517,30,2.493461,0.340752,0.001031,1.031,-2,2.048,1.523417958,1.523417958,-0.015229421,
219,510,30,2.494406,0.656328,0.000945,0.945,-7,-0.086,1.506065419,1.506065419,-0.017352539,
220,502,31,2.495355,0.919597,0.000949,0.949,-8,0.004,1.489353457,1.489353457,-0.016711963,
221,495,31,2.500327,1.181673,0.004972,4.972,-7,4.023,1.593832853,1.593832853,0.104479396,
222,487,31,2.50129,1.54846,0.000963,0.963,-8,-4.009,1.574907867,1.574907867,-0.018924986,
223,480,31,2.503193,1.866355,0.001903,1.903,-7,0.94,1.584750631,1.584750631,0.009842764,
224,472,31,2.503819,2.198761,0.000626,0.626,-8,-1.277,1.555988112,1.555988112,-0.028762519,
225,467,32,2.501473,2.529714,-0.002346,-2.346,-5,-2.972,1.438928469,1.438928469,-0.117059643,
226,462,32,2.496561,2.994701,-0.004912,-4.912,-5,-2.566,1.248400615,1.248400615,-0.190527854,
227,456,32,2.494303,3.321365,-0.002258,-2.258,-6,2.654,1.143208596,1.143208596,-0.105192018,
228,454,32,2.487603,3.671145,-0.0067,-6.7,-2,-4.442,0.907912339,0.907912339,-0.235296258,
229,449,32,2.48149,4.147181,-0.006113,-6.113,-5,0.587,0.697284968,0.697284968,-0.21062737,
230,443,33,2.474953,4.488823,-0.006537,-6.537,-6,-0.424,0.480256419,0.480256419,-0.217028549,
231,442,33,2.464656,4.818057,-0.010297,-10.297,-1,-3.76,0.156938727,0.156938727,-0.323317693,
232,439,33,2.453462,5.194379,-0.011194,-11.194,-3,-0.897,-0.183589435,-0.183589435,-0.340528162,
233,435,33,2.44573,5.389684,-0.007732,-7.732,-4,3.462,-0.410041752,-0.410041752,-0.226452317,
234,429,33,2.439138,5.525396,-0.006592,-6.592,-6,1.14,-0.595500499,-0.595500499,-0.185458747,
235,422,34,2.436272,5.570734,-0.002866,-2.866,-7,3.726,-0.663615484,-0.663615484,-0.068114985,
236,415,34,2.429899,5.590235,-0.006373,-6.373,-7,-3.507,-0.83489702,-0.83489702,-0.171281535,
237,407,34,2.428706,5.548004,-0.001193,-1.193,-8,5.18,-0.845640109,-0.845640109,-0.010743089,
238,400,34,2.426839,5.436324,-0.001867,-1.867,-7,-0.674,-0.876280906,-0.876280906,-0.030640797,
239,392,34,2.425356,5.199919,-0.001483,-1.483,-8,0.384,-0.894482479,-0.894482479,-0.018201573,
240,385,35,2.425611,4.97732,0.000255,0.255,-7,1.738,-0.859998004,-0.859998004,0.034484474,
241,377,35,2.427511,4.721023,0.0019,1.9,-8,1.645,-0.777198064,-0.777198064,0.08279994,
242,370,35,2.426997,4.329682,-0.000514,-0.514,-7,-2.414,-0.769302122,-0.769302122,0.007895942,
243,362,35,2.427263,4.002292,0.000266,0.266,-8,0.78,-0.738243059,-0.738243059,0.031059064,
244,355,35,2.426363,3.631485,-0.0009,-0.9,-7,-1.166,-0.743095767,-0.743095767,-0.004852708,
245,348,36,2.42321,3.273995,-0.003153,-3.153,-7,-2.253,-0.815392894,-0.815392894,-0.072297127,
246,342,36,2.423804,2.721121,0.000594,0.594,-6,3.747,-0.773111107,-0.773111107,0.042281787,
247,335,36,2.425073,2.237622,0.001269,1.269,-7,0.675,-0.711847774,-0.711847774,0.061263333,
248,327,36,2.422318,1.80773,-0.002755,-2.755,-8,-4.024,-0.773142341,-0.773142341,-0.061294567,
249,320,36,2.417112,1.401373,-0.005206,-5.206,-7,-2.451,-0.90612807,-0.90612807,-0.13298573,
250,317,37,2.4077,1.005834,-0.009412,-9.412,-3,-4.206,-1.161304228,-1.161304228,-0.255176158,
251,320,37,2.39309,0.777051,-0.01461,-14.61,3,-5.198,-1.564765102,-1.564765102,-0.403460873,
252,320,37,2.374385,0.605294,-0.018705,-18.705,0,-4.095,-2.078972148,-2.078972148,-0.514207047,
253,323,37,2.351566,0.43953,-0.022819,-22.819,3,-4.114,-2.701172984,-2.701172984,-0.622200836,
254,325,37,2.324298,0.401384,-0.027268,-27.268,2,-4.449,-3.438177795,-3.438177795,-0.73700481,
255,325,38,2.29704,0.428973,-0.027258,-27.258,0,0.01,-4.152772461,-4.152772461,-0.714594666,
256,329,38,2.262278,0.506672,-0.034762,-34.762,4,-7.504,-5.071049287,-5.071049287,-0.918276826,
257,331,38,2.228124,0.618906,-0.034154,-34.154,2,0.608,-5.943537808,-5.943537808,-0.872488521,
258,332,38,2.191447,0.758442,-0.036677,-36.677,1,-2.523,-6.865541674,-6.865541674,-0.922003866,
259,334,38,2.153636,0.957029,-0.037811,-37.811,2,-1.134,-7.793905424,-7.793905424,-0.92836375,
260,334,39,2.115268,1.132581,-0.038368,-38.368,0,-0.557,-8.711128261,-8.711128261,-0.917222837,
261,335,39,2.075891,1.308656,-0.039377,-39.377,1,-1.009,-9.631104413,-9.631104413,-0.919976152,
262,335,39,2.038797,1.522046,-0.037094,-37.094,0,2.283,-10.45499128,-10.45499128,-0.823886868,
263,336,39,1.999048,1.665343,-0.039749,-39.749,1,-2.655,-11.33381154,-11.33381154,-0.878820262,
264,338,39,1.963522,1.797084,-0.035526,-35.526,2,4.223,-12.0595772,-12.0595772,-0.725765654,
265,344,40,1.924216,1.917284,-0.039306,-39.306,6,-3.78,-12.87696988,-12.87696988,-0.817392684,
266,349,40,1.888532,2.057273,-0.035684,-35.684,5,3.622,-13.56118078,-13.56118078,-0.684210904,
267,354,40,1.850738,2.150808,-0.037794,-37.794,5,-2.11,-14.28816536,-14.28816536,-0.726984576,
268,360,40,1.815801,2.251842,-0.034937,-34.937,6,2.857,-14.9076304,-14.9076304,-0.619465039,
269,365,40,1.782292,2.38268,-0.033509,-33.509,5,1.428,-15.46567149,-15.46567149,-0.558041088,
270,372,41,1.740693,2.518281,-0.041599,-41.599,7,-8.09,-16.24967134,-16.24967134,-0.783999855,
271,377,41,1.703153,2.702955,-0.03754,-37.54,5,4.059,-16.8883812,-16.8883812,-0.63870986,
272,382,41,1.663849,2.875293,-0.039304,-39.304,5,-1.764,-17.56084977,-17.56084977,-0.672468564,
273,387,41,1.626105,3.070686,-0.037744,-37.744,5,1.56,-18.16634427,-18.16634427,-0.605494507,
274,392,41,1.585288,3.322129,-0.040817,-40.817,5,-3.073,-18.84586395,-18.84586395,-0.679519672,
275,397,42,1.54219,3.692698,-0.043098,-43.098,5,-2.281,-19.57342803,-19.57342803,-0.727564082,
276,402,42,1.502244,3.95106,-0.039946,-39.946,5,3.152,-20.18460519,-20.18460519,-0.611177159,
277,407,42,1.465286,4.210069,-0.036958,-36.958,5,2.988,-20.68780703,-20.68780703,-0.503201844,
278,412,42,1.424699,4.554338,-0.040587,-40.587,5,-3.629,-21.28478282,-21.28478282,-0.596975789,
279,417,42,1.384113,4.846413,-0.040586,-40.586,5,0.001,-21.86381934,-21.86381934,-0.579036515,
280,422,41,1.344502,5.192263,-0.039611,-39.611,5,0.975,-22.39623476,-22.39623476,-0.53241542,
281,427,41,1.302444,5.666462,-0.042058,-42.058,5,-2.447,-22.98608771,-22.98608771,-0.589852957,
282,432,41,1.260302,6.040589,-0.042142,-42.142,5,-0.084,-23.56076508,-23.56076508,-0.574677369,
283,437,41,1.219869,6.430238,-0.040433,-40.433,5,1.709,-24.06693213,-24.06693213,-0.506167048,
284,442,41,1.180911,6.795294,-0.038958,-38.958,5,1.475,-24.51366416,-24.51366416,-0.446732036,
285,447,40,1.141861,7.217967,-0.03905,-39.05,5,-0.092,-24.94975424,-24.94975424,-0.436090075,
286,452,40,1.104998,7.526026,-0.036863,-36.863,5,2.187,-25.30715161,-25.30715161,-0.357397373,
287,457,40,1.073155,7.780706,-0.031843,-31.843,5,5.02,-25.50322706,-25.50322706,-0.196075452,
288,462,40,1.040054,8.101727,-0.033101,-33.101,5,-1.258,-25.73116025,-25.73116025,-0.227933188,
289,465,40,1.010998,8.262634,-0.029056,-29.056,3,4.045,-25.83090544,-25.83090544,-0.099745192,
290,468,39,0.985681,8.384639,-0.025317,-25.317,3,3.739,-25.81548828,-25.81548828,0.015417163,
291,471,39,0.962572,8.443075,-0.023109,-23.109,3,2.208,-25.73429363,-25.73429363,0.081194648,
292,469,39,0.943104,8.46771,-0.019468,-19.468,-2,3.641,-25.54630482,-25.54630482,0.187988809,
293,468,39,0.927997,8.420668,-0.015107,-15.107,-1,4.361,-25.23312568,-25.23312568,0.313179145,
294,468,39,0.91384,8.323605,-0.014157,-14.157,0,0.95,-24.90084191,-24.90084191,0.33228377,
295,466,38,0.905007,8.156838,-0.008833,-8.833,-2,5.324,-24.41880665,-24.41880665,0.482035257,
296,464,38,0.900833,7.850233,-0.004174,-4.174,-2,4.659,-23.81146245,-23.81146245,0.6073442,
297,466,38,0.89541,7.556983,-0.005423,-5.423,2,-1.249,-23.25980858,-23.25980858,0.551653874,
298,464,38,0.893277,7.248652,-0.002133,-2.133,-2,3.29,-22.62600432,-22.62600432,0.633804257,
299,464,38,0.893806,6.905777,0.000529,0.529,0,2.662,-21.93135419,-21.93135419,0.69465013,
300,464,37,0.897394,6.371479,0.003588,3.588,0,3.059,-21.16577357,-21.16577357,0.765580626,
301,460,37,0.904717,5.966463,0.007323,7.323,-4,3.735,-20.31111036,-20.31111036,0.854663207,
302,456,37,0.912131,5.525746,0.007414,7.414,-4,0.091,-19.47935705,-19.47935705,0.831753311,
303,456,37,0.917156,5.053447,0.005025,5.025,0,-2.389,-18.74422634,-18.74422634,0.735130711,
304,454,37,0.928189,4.476455,0.011033,11.033,-2,6.008,-17.85090955,-17.85090955,0.89331679,
305,453,36,0.938142,4.008612,0.009953,9.953,-1,-1.08,-17.01679226,-17.01679226,0.834117286,
306,455,36,0.943901,3.551135,0.005759,5.759,2,-4.194,-16.33351849,-16.33351849,0.683273768,
307,452,36,0.952612,3.096443,0.008711,8.711,-3,2.952,-15.58218294,-15.58218294,0.751335555,
308,455,36,0.959069,2.707323,0.006457,6.457,3,-2.254,-14.92100745,-14.92100745,0.661175488,
309,454,36,0.966607,2.209797,0.007538,7.538,-1,1.081,-14.24723723,-14.24723723,0.673770223,
310,454,35,0.969765,1.836506,0.003158,3.158,0,-4.38,-13.72508011,-13.72508011,0.522157117,
311,455,35,0.975746,1.472556,0.005981,5.981,1,2.823,-13.13389771,-13.13389771,0.591182403,
312,455,35,0.979666,1.059732,0.00392,3.92,0,-2.061,-12.62228077,-12.62228077,0.511616931,
313,458,36,0.978201,0.771252,-0.001465,-1.465,3,-5.385,-12.28756235,-12.28756235,0.334718423,
314,456,36,0.976677,0.537953,-0.001524,-1.524,-2,-0.059,-11.96465548,-11.96465548,0.322906871,
315,459,36,0.974301,0.297004,-0.002376,-2.376,3,-0.852,-11.67699582,-11.67699582,0.287659664,
316,459,36,0.971399,0.083447,-0.002902,-2.902,0,-0.526,-11.41374594,-11.41374594,0.263249874,
317,459,36,0.96431,-0.016166,-0.007089,-7.089,0,-4.187,-11.28400356,-11.28400356,0.129742378,
318,461,36,0.953802,-0.041773,-0.010508,-10.508,2,-3.419,-11.26072346,-11.26072346,0.023280107,
319,466,36,0.939161,-0.008383,-0.014641,-14.641,5,-4.133,-11.36213175,-11.36213175,-0.101408296,
320,472,36,0.921292,0.141145,-0.017869,-17.869,6,-3.228,-11.5573378,-11.5573378,-0.195206047,
321,477,36,0.901877,0.319096,-0.019415,-19.415,5,-1.546,-11.79306767,-11.79306767,-0.235729866,
322,482,36,0.879647,0.539516,-0.02223,-22.23,5,-2.815,-12.10617564,-12.10617564,-0.31310797,
323,487,36,0.854105,0.880476,-0.025542,-25.542,5,-3.312,-12.50925037,-12.50925037,-0.403074731,
324,492,35,0.827366,1.179607,-0.026739,-26.739,5,-1.197,-12.93614286,-12.93614286,-0.426892489,
325,497,35,0.799888,1.517314,-0.027478,-27.478,5,-0.739,-13.37239857,-13.37239857,-0.436255714,
326,502,35,0.772509,2.006337,-0.027379,-27.379,5,0.099,-13.79259661,-13.79259661,-0.420198043,
327,507,35,0.743062,2.34252,-0.029447,-29.447,5,-2.068,-14.26222872,-14.26222872,-0.469632102,
328,511,35,0.719207,2.647945,-0.023855,-23.855,4,5.592,-14.55001185,-14.55001185,-0.287783139,
329,516,34,0.694603,2.992521,-0.024604,-24.604,5,-0.749,-14.8516315,-14.8516315,-0.301619644,
330,518,34,0.673767,3.192733,-0.020836,-20.836,2,3.768,-15.03116255,-15.03116255,-0.179531055,
331,516,34,0.657955,3.339491,-0.015812,-15.812,-2,5.024,-15.05458768,-15.05458768,-0.023425123,
332,517,34,0.644902,3.446657,-0.013053,-13.053,1,2.759,-14.99454005,-14.99454005,0.06004763,
333,514,34,0.635025,3.440237,-0.009877,-9.877,-3,3.176,-14.84101384,-14.84101384,0.153526201,
334,512,33,0.629574,3.359375,-0.005451,-5.451,-2,4.426,-14.55931343,-14.55931343,0.281700415,
335,511,33,0.628403,3.2117,-0.001171,-1.171,-1,4.28,-14.15766403,-14.15766403,0.401649403,
336,507,33,0.634787,2.878545,0.006384,6.384,-4,7.555,-13.54141411,-13.54141411,0.616249921,
337,501,33,0.642497,2.580651,0.00771,7.71,-6,1.326,-12.90387168,-12.90387168,0.637542423,
