0,BE,MM,Depth,Pitch
75,397,20,0.498000,-6.373993
76,407,20,0.498000,-6.898164
77,397,20,0.531000,-7.484775
78,407,20,0.531000,-8.161657
79,407,20,0.565000,-8.690145
80,397,20,0.598000,-9.389254
81,407,20,0.598000,-9.734915
82,397,20,0.630000,-10.680260
83,407,20,0.630000,-10.980142
84,403,20,0.665000,-11.270220
85,408,20,0.665000,-12.292687
86,418,20,0.696000,-13.005908
87,408,20,0.726000,-13.548893
88,418,20,0.726000,-14.154408
89,408,20,0.755000,-14.657668
90,418,20,0.783000,-15.188436
91,428,20,0.783000,-15.682055
92,418,20,0.807000,-16.040401
93,428,20,0.833000,-16.447634
94,438,20,0.833000,-16.916546
95,428,21,0.857000,-17.302542
96,438,22,0.857000,-17.496643
97,448,23,0.880000,-18.042467
98,455,24,0.880000,-18.230766
99,465,25,0.903000,-18.841549
100,455,26,0.926000,-19.297342
101,465,27,0.926000,-19.718008
102,455,28,0.948000,-20.221308
103,465,29,0.969000,-20.682674
104,475,30,0.969000,-20.904711
105,465,31,0.994000,-21.550442
106,475,32,0.994000,-21.985199
107,478,33,1.016000,-22.413155
108,468,34,1.039000,-22.595402
109,478,35,1.039000,-23.336435
110,468,36,1.064000,-23.711321
111,478,37,1.064000,-24.080259
112,488,38,1.086000,-24.360966
113,478,39,1.109000,-24.602764
114,488,40,1.109000,-25.165878
115,478,41,1.130000,-25.494610
116,488,42,1.130000,-25.875273
117,498,43,1.149000,-26.159832
118,488,44,1.167000,-26.398266
119,498,45,1.167000,-26.678291
120,488,46,1.183000,-26.942234
121,498,47,1.183000,-27.104645
122,508,48,1.197000,-27.320642
123,498,49,1.207000,-27.486883
124,508,50,1.207000,-27.890064
125,498,51,1.215000,-27.987850
126,508,52,1.221000,-28.090845
127,518,53,1.221000,-28.090845
128,509,54,1.225000,-28.107658
129,519,55,1.225000,-28.119413
130,529,56,1.226000,-28.099562
131,539,57,1.226000,-28.010319
132,549,58,1.226000,-27.931881
133,559,59,1.220000,-27.793123
134,569,60,1.220000,-27.636093
135,579,61,1.214000,-27.410019
136,589,62,1.208000,-27.175591
137,579,63,1.208000,-26.923239
138,589,64,1.199000,-26.691296
139,599,65,1.190000,-26.436249
140,589,66,1.190000,-26.155252
141,599,67,1.180000,-25.880852
142,589,68,1.180000,-25.760889
143,599,69,1.171000,-25.429995
144,609,70,1.171000,-25.141771
145,617,71,1.162000,-24.934492
146,627,72,1.154000,-24.728901
147,617,73,1.154000,-24.728901
148,627,74,1.149000,-24.373867
149,617,75,1.149000,-24.253448
150,607,76,1.146000,-24.157372
151,617,77,1.144000,-24.095226
152,607,78,1.144000,-24.084892
153,610,79,1.146000,-24.084892
154,600,80,1.150000,-24.099926
155,603,80,1.150000,-24.178169
156,593,80,1.156000,-24.262718
157,603,80,1.156000,-24.364889
158,594,80,1.164000,-24.545595
159,584,80,1.174000,-24.694839
160,594,80,1.174000,-24.854633
161,584,80,1.183000,-24.945265
162,594,80,1.183000,-25.171644
163,604,80,1.191000,-25.319386
164,594,80,1.201000,-25.500698
165,604,80,1.201000,-25.657906
166,594,80,1.208000,-25.798527
167,604,80,1.208000,-25.935644
168,614,80,1.218000,-26.053852
169,604,80,1.223000,-26.101576
170,614,80,1.223000,-26.119801
171,610,80,1.226000,-26.154850
172,620,80,1.226000,-26.088406
173,630,80,1.227000,-25.982597
174,636,80,1.228000,-25.876522
175,646,80,1.228000,-25.683098
176,656,80,1.225000,-25.490650
177,666,80,1.220000,-25.172453
178,676,80,1.220000,-24.851021
179,686,80,1.215000,-24.469307
180,683,80,1.215000,-24.053814
181,693,80,1.207000,-23.627235
182,700,80,1.202000,-23.136898
183,690,80,1.202000,-22.874603
184,700,80,1.193000,-22.132908
185,690,80,1.193000,-21.556231
186,700,80,1.188000,-20.968857
187,700,80,1.183000,-20.093040
188,690,80,1.183000,-19.494324
189,700,80,1.179000,-18.921200
190,694,80,1.178000,-18.287132
191,684,80,1.178000,-17.731211
192,694,80,1.178000,-17.429716
193,684,80,1.180000,-16.716099
194,674,80,1.185000,-16.229193
195,684,80,1.185000,-15.968885
196,674,80,1.195000,-15.168334
197,664,80,1.209000,-14.969296
198,674,80,1.209000,-14.386050
199,664,80,1.225000,-14.072598
200,654,80,1.245000,-13.836387
201,664,80,1.245000,-13.605597
202,654,80,1.270000,-13.479921
203,644,80,1.299000,-13.406606
204,654,80,1.299000,-13.344028
205,644,80,1.327000,-13.344849
206,654,80,1.327000,-13.397473
207,644,80,1.361000,-13.468867
208,634,80,1.396000,-13.552340
209,644,80,1.396000,-13.654438
210,634,80,1.432000,-13.765977
211,644,80,1.432000,-13.828025
212,634,80,1.470000,-13.970354
213,638,80,1.470000,-14.117504
214,642,80,1.506000,-14.219466
215,632,80,1.544000,-14.294092
216,642,80,1.544000,-14.385908
217,632,80,1.577000,-14.476079
218,635,80,1.613000,-14.504476
219,645,80,1.613000,-14.504476
220,635,80,1.646000,-14.486517
221,645,80,1.646000,-14.454163
222,655,80,1.676000,-14.323450
223,645,80,1.705000,-14.195941
224,655,80,1.705000,-14.004683
225,645,80,1.731000,-13.774870
226,655,80,1.731000,-13.523011
227,665,80,1.757000,-13.212922
228,655,80,1.781000,-12.844649
229,665,80,1.781000,-12.485762
230,655,80,1.803000,-12.075404
231,665,80,1.803000,-11.619028
232,675,80,1.825000,-11.194090
233,665,80,1.845000,-10.872088
234,675,80,1.845000,-10.142163
235,665,80,1.865000,-9.613318
236,675,80,1.865000,-9.040647
237,683,80,1.885000,-8.443893
238,673,80,1.904000,-7.886317
239,683,80,1.904000,-7.326485
240,673,80,1.923000,-6.848186
241,683,80,1.942000,-6.318460
242,693,80,1.942000,-5.781140
243,683,80,1.965000,-5.267681
244,673,80,1.990000,-4.716325
245,683,80,1.990000,-4.310205
246,673,80,2.015000,-3.873192
247,683,80,2.015000,-3.476826
248,673,80,2.043000,-3.120696
249,663,80,2.073000,-2.741897
250,673,80,2.073000,-2.430164
251,663,80,2.103000,-2.132538
252,673,80,2.103000,-1.994893
253,663,80,2.134000,-1.731726
254,653,80,2.169000,-1.422371
255,663,80,2.169000,-1.334615
256,653,80,2.205000,-1.112453
257,663,80,2.241000,-1.048100
258,653,80,2.241000,-0.950616
259,643,80,2.277000,-0.826306
260,653,80,2.277000,-0.699593
261,643,80,2.313000,-0.625282
262,653,80,2.313000,-0.528720
263,643,80,2.351000,-0.455374
264,633,80,2.388000,-0.407023
265,643,80,2.388000,-0.278654
266,633,80,2.423000,-0.181183
267,623,80,2.459000,-0.092245
268,633,80,2.459000,-0.006734
269,623,80,2.496000,0.061772
270,633,80,2.496000,0.252087
271,623,80,2.528000,0.353637
272,613,80,2.562000,0.499562
273,623,80,2.562000,0.646080
274,613,80,2.592000,0.719331
275,623,80,2.592000,0.946158
276,615,80,2.624000,1.103235
277,605,80,2.653000,1.274076
278,615,80,2.653000,1.458980
279,605,80,2.681000,1.658744
280,609,80,2.708000,1.908030
281,619,80,2.708000,2.123458
282,609,80,2.733000,2.393260
283,619,80,2.733000,2.509223
284,616,80,2.757000,2.800811
285,606,80,2.757000,3.087106
286,600,80,2.780000,3.367374
287,590,80,2.803000,3.656694
288,600,80,2.803000,3.977781
289,590,80,2.823000,4.282572
290,593,80,2.842000,4.282572
291,603,80,2.842000,4.921477
292,593,80,2.860000,5.241397
293,603,80,2.860000,5.586871
294,593,80,2.878000,5.918785
295,583,80,2.894000,6.256889
296,593,80,2.894000,6.407827
297,583,80,2.910000,6.756545
298,586,80,2.924000,7.239478
299,596,80,2.924000,7.405053
300,586,80,2.937000,7.887614
301,596,80,2.937000,8.045668
302,592,80,2.949000,8.434114
303,582,80,2.949000,8.753700
304,582,80,2.959000,9.100070
305,572,80,2.971000,9.487184
306,582,80,2.971000,9.852842
307,572,80,2.980000,10.270174
308,582,80,2.980000,10.655568
309,592,80,2.986000,11.059123
310,582,80,2.992000,11.514110
311,592,80,2.992000,11.973767
312,582,80,2.994000,12.481423
313,574,80,2.999000,12.991426
314,584,80,2.999000,13.517097
315,574,80,2.999000,14.072245
316,571,80,2.999000,14.729723
317,581,80,2.999000,15.236079
318,584,80,2.996000,15.236079
319,574,80,2.996000,15.891070
320,577,80,2.993000,16.532099
321,567,79,2.993000,17.238434
322,564,78,2.988000,18.030054
323,558,77,2.987000,18.640574
324,548,76,2.987000,19.311016
325,558,75,2.979000,19.788641
326,568,74,2.968000,20.362371
327,558,73,2.968000,21.017637
328,568,72,2.960000,21.738539
329,558,71,2.960000,22.551172
330,548,70,2.950000,22.962187
331,558,69,2.937000,24.288441
332,548,68,2.937000,25.158981
333,558,67,2.923000,25.900005
334,568,66,2.908000,26.911016
335,558,65,2.908000,27.726786
336,568,64,2.895000,28.692621
337,558,63,2.895000,29.573343
338,548,62,2.881000,30.024057
339,558,61,2.870000,31.143847
340,548,60,2.870000,31.947800
341,558,59,2.860000,32.631702
342,548,58,2.853000,33.243881
343,538,57,2.853000,33.534542
344,528,56,2.853000,34.066540
345,518,55,2.850000,34.423561
346,508,54,2.850000,34.771286
347,498,53,2.850000,35.045723
348,488,52,2.853000,35.228634
349,478,51,2.853000,35.238853
350,468,50,2.862000,35.244633
351,458,49,2.875000,35.083260
352,458,48,2.875000,34.765968
353,448,47,2.886000,34.491951
354,438,46,2.904000,34.042377
355,448,45,2.904000,33.452595
356,438,44,2.923000,33.198536
357,428,43,2.941000,32.311066
358,438,42,2.941000,31.536875
359,428,41,2.962000,30.850811
360,438,40,2.962000,29.969982
361,428,39,2.980000,29.321323
362,418,38,2.990000,28.576674
363,428,37,2.990000,28.368412
364,418,36,2.998000,27.582003
365,428,35,2.998000,26.971972
366,418,34,3.008000,26.448631
367,408,33,3.013000,25.820080
368,418,32,3.013000,25.020391
369,408,31,3.017000,24.373129
370,418,30,3.017000,23.009695
371,428,29,3.016000,22.366724
372,418,28,3.016000,21.729164
373,428,27,3.012000,21.211834
374,418,26,3.012000,20.602234
375,428,25,3.002000,20.046459
376,438,24,2.992000,19.790089
377,428,23,2.992000,19.440281
378,438,22,2.961000,18.642082
379,448,21,2.961000,18.164415
380,438,20,2.941000,17.861721
381,448,20,2.941000,17.758110
382,458,20,2.916000,17.603922
383,448,20,2.916000,17.496626
384,458,20,2.890000,17.490450
385,468,20,2.861000,17.481064
386,458,20,2.861000,17.424387
387,468,20,2.829000,17.484123
388,458,20,2.829000,17.513102
389,468,20,2.794000,17.505293
390,478,20,2.759000,17.645529
391,468,20,2.759000,17.777166
392,478,20,2.723000,17.821348
393,488,20,2.684000,17.929209
394,478,20,2.684000,17.996187
395,488,20,2.647000,17.993822
396,478,20,2.647000,18.022228
397,468,20,2.612000,18.045633
398,478,20,2.578000,17.962788
399,468,20,2.578000,17.902859
400,478,20,2.543000,17.822811
401,468,20,2.543000,17.822811
402,458,20,2.511000,17.485868
403,468,20,2.479000,17.303492
404,478,20,2.479000,17.073511
405,488,20,2.452000,16.751806
406,498,20,2.424000,16.451002
407,488,20,2.424000,16.096260
408,498,20,2.401000,15.661337
409,508,20,2.376000,15.211593
410,498,20,2.376000,14.787469
411,508,20,2.355000,14.285754
412,498,20,2.355000,14.068151
413,501,20,2.335000,13.585758
414,511,20,2.335000,12.924379
415,521,20,2.317000,12.533478
416,531,20,2.300000,12.283378
417,521,20,2.300000,11.790773
418,531,20,2.286000,11.163801
419,521,20,2.286000,10.541176
420,517,20,2.274000,10.367328
421,527,20,2.262000,9.898351
422,517,20,2.262000,9.343807
423,527,20,2.254000,8.639796
424,517,20,2.254000,7.936712
425,525,20,2.244000,7.345025
426,535,20,2.241000,6.797695
427,525,20,2.241000,6.454925
428,535,20,2.236000,5.558352
429,525,20,2.234000,4.964225
430,519,20,2.234000,4.192298
431,522,20,2.235000,3.842033
432,512,20,2.235000,2.804474
433,509,20,2.235000,2.032176
434,512,20,2.236000,1.270740
435,522,20,2.236000,0.368889
436,512,20,2.240000,-0.369871
437,519,20,2.240000,-1.335529
438,509,20,2.246000,-2.120166
439,499,20,2.253000,-3.101046
440,509,20,2.253000,-4.090425
441,499,20,2.260000,-5.060025
442,489,20,2.270000,-6.174869
443,499,20,2.270000,-6.619887
444,489,20,2.281000,-8.272626
445,499,20,2.281000,-9.272679
446,502,20,2.290000,-10.370176
447,492,20,2.299000,-11.405684
448,502,20,2.299000,-12.519121
449,492,20,2.305000,-13.584959
450,502,20,2.305000,-14.655590
451,511,20,2.312000,-15.509630
452,521,20,2.311000,-16.442123
453,531,21,2.311000,-17.408012
454,541,22,2.310000,-18.103380
455,551,23,2.301000,-18.915268
456,554,24,2.301000,-19.540476
457,564,25,2.289000,-20.036018
458,568,26,2.289000,-20.496418
459,578,27,2.270000,-20.867157
460,588,28,2.244000,-21.132505
461,598,29,2.244000,-21.200724
462,608,30,2.217000,-21.367683
463,598,31,2.217000,-21.368950
464,608,32,2.184000,-21.292015
465,598,33,2.184000,-21.187241
466,608,34,2.150000,-21.017878
467,618,35,2.111000,-20.712128
468,608,36,2.111000,-20.419184
469,618,37,2.068000,-20.148893
470,628,38,2.028000,-19.736666
471,618,39,2.028000,-19.344805
472,628,40,1.988000,-19.016161
473,618,41,1.988000,-18.814335
474,628,42,1.949000,-18.200136
475,638,43,1.912000,-17.865608
476,628,44,1.912000,-17.509304
477,638,45,1.878000,-17.184452
478,628,45,1.878000,-16.867151
479,618,45,1.849000,-16.648014
480,628,45,1.822000,-16.485619
481,618,45,1.822000,-16.341179
482,628,45,1.797000,-16.242538
483,618,45,1.797000,-16.199257
484,608,45,1.782000,-16.209692
485,618,45,1.770000,-16.274567
486,608,45,1.770000,-16.402702
487,618,45,1.762000,-16.541590
488,608,45,1.757000,-16.787214
489,598,46,1.757000,-17.032656
490,606,47,1.758000,-17.310371
491,596,48,1.758000,-17.640268
492,586,49,1.758000,-18.014458
493,578,50,1.762000,-18.429688
494,588,51,1.762000,-18.610973
495,578,52,1.767000,-19.175510
496,588,53,1.767000,-19.577099
497,588,54,1.773000,-19.915674
498,578,55,1.779000,-20.344763
499,588,56,1.779000,-20.677410
500,593,57,1.780000,-20.978809
501,603,58,1.780000,-21.246193
502,613,59,1.779000,-21.521250
503,623,60,1.777000,-21.618654
504,633,61,1.777000,-21.751482
505,643,62,1.770000,-21.824671
506,653,63,1.760000,-21.816059
507,656,64,1.760000,-21.685598
508,666,65,1.748000,-21.499411
509,656,66,1.748000,-21.257792
510,666,67,1.733000,-20.906677
511,676,68,1.714000,-20.505297
512,666,69,1.714000,-20.000650
513,676,70,1.693000,-19.438288
514,666,71,1.693000,-18.770426
515,676,72,1.672000,-18.172537
516,686,73,1.647000,-17.778189
517,676,74,1.647000,-16.649529
518,686,75,1.623000,-16.341814
519,696,76,1.600000,-15.036270
520,686,77,1.600000,-14.206890
521,696,78,1.578000,-13.334990
522,686,79,1.578000,-12.589764
523,692,80,1.557000,-11.695988
524,700,80,1.540000,-10.916744
525,690,80,1.540000,-10.040620
526,700,80,1.523000,-9.309623
527,690,80,1.516000,-8.602751
528,680,80,1.516000,-8.307981
529,690,80,1.516000,-7.694491
530,680,80,1.512000,-7.125078
531,670,80,1.513000,-6.686160
532,680,80,1.518000,-6.119951
533,670,80,1.518000,-5.973897
534,660,80,1.530000,-5.757394
535,670,80,1.530000,-5.613281
536,660,80,1.546000,-5.495497
537,650,80,1.567000,-5.473909
538,660,80,1.567000,-5.554739
539,650,80,1.592000,-5.644219
540,660,80,1.592000,-5.689034
541,650,80,1.620000,-6.031976
542,640,80,1.655000,-6.263862
543,650,80,1.655000,-6.575359
544,640,80,1.687000,-6.867018
545,650,80,1.687000,-7.185940
546,650,80,1.723000,-7.466398
547,640,80,1.761000,-7.794344
548,650,80,1.761000,-8.091612
549,640,80,1.797000,-8.346671
550,650,80,1.797000,-8.587002
551,654,80,1.835000,-8.798865
552,644,80,1.870000,-8.947323
553,654,80,1.870000,-9.060246
554,644,80,1.902000,-9.101501
555,654,80,1.930000,-9.046271
556,664,80,1.930000,-8.977936
557,654,80,1.957000,-8.822999
558,664,80,1.957000,-8.726708
559,674,80,1.980000,-8.441139
560,680,80,1.980000,-8.143408
561,690,80,2.001000,-7.833829
562,680,80,2.020000,-7.620835
563,690,80,2.020000,-6.914906
564,680,80,2.035000,-6.346025
565,690,80,2.049000,-5.776546
566,700,80,2.049000,-5.156060
567,690,80,2.062000,-4.605595
568,700,80,2.062000,-3.870946
569,700,80,2.075000,-3.252878
570,690,80,2.088000,-2.623801
571,700,80,2.088000,-2.035874
572,690,80,2.101000,-1.394127
573,680,80,2.116000,-0.748993
574,690,80,2.116000,-0.155517
575,680,80,2.133000,0.417378
576,690,80,2.133000,0.669382
577,680,80,2.150000,1.454454
578,670,80,2.171000,1.723347
579,680,79,2.171000,2.343242
580,670,78,2.193000,2.704608
581,660,77,2.217000,3.106352
582,670,76,2.217000,3.439012
583,660,75,2.243000,3.659215
584,670,74,2.243000,3.907618
585,660,73,2.273000,4.126634
586,663,72,2.273000,4.126634
587,653,71,2.302000,4.410178
588,643,70,2.333000,4.565679
589,653,69,2.333000,4.537917
590,643,68,2.366000,4.301225
591,653,67,2.366000,4.261604
592,643,66,2.402000,4.295344
593,633,65,2.438000,4.359341
594,643,64,2.438000,4.397580
595,633,63,2.474000,4.385791
596,623,62,2.508000,4.303418
597,633,61,2.508000,4.257854
598,623,60,2.541000,4.237278
599,633,59,2.541000,4.211908
600,623,58,2.573000,4.337858
601,613,57,2.603000,4.392794
602,623,56,2.603000,4.455067
603,613,55,2.633000,4.531965
604,603,56,2.664000,4.595532
605,613,57,2.664000,4.595527
606,603,58,2.694000,4.628484
607,613,59,2.694000,4.650903
608,603,60,2.726000,4.586841
609,593,61,2.756000,4.560154
610,603,62,2.756000,4.508354
611,593,63,2.788000,4.399419
612,603,64,2.788000,4.300745
613,593,65,2.822000,4.124541
614,583,66,2.822000,3.959697
615,573,67,2.856000,3.781827
616,563,68,2.890000,3.588295
617,573,69,2.890000,3.369859
618,563,70,2.923000,3.171958
619,553,71,2.957000,2.930004
620,563,72,2.957000,2.719025
621,553,73,2.989000,2.533210
622,563,74,2.989000,2.290863
623,566,75,3.019000,2.120658
624,556,76,3.049000,1.972815
625,566,77,3.049000,1.824478
626,556,78,3.074000,1.702781
627,566,79,3.098000,1.674731
628,576,80,3.098000,1.614442
629,566,80,3.119000,1.625809
630,576,80,3.119000,1.684728
631,586,80,3.137000,1.783811
632,576,80,3.150000,1.926692
633,586,80,3.150000,2.142612
634,576,80,3.161000,2.391224
635,586,80,3.161000,2.693261
636,591,80,3.170000,2.913661
637,581,80,3.177000,3.502155
638,591,80,3.177000,3.902129
639,581,80,3.180000,4.324481
640,591,80,3.182000,4.566587
641,601,80,3.182000,5.323378
642,591,80,3.182000,5.852210
643,594,80,3.182000,6.471529
644,587,80,3.183000,6.980396
645,595,80,3.179000,7.611311
646,585,80,3.179000,8.301913
647,579,80,3.178000,8.874987
648,573,80,3.178000,9.571808
649,563,80,3.175000,10.274232
650,566,80,3.172000,11.031213
651,556,80,3.172000,11.741574
652,564,80,3.168000,12.575993
653,574,80,3.159000,13.354569
654,564,80,3.159000,14.172147
655,574,80,3.154000,14.989832
656,564,80,3.154000,15.866531
657,554,80,3.145000,16.605902
658,544,79,3.137000,17.584890
659,548,78,3.137000,18.016174
660,558,77,3.127000,18.927670
661,548,76,3.127000,18.927670
662,558,75,3.117000,20.729326
663,554,74,3.108000,21.674715
664,544,73,3.108000,22.511108
665,554,72,3.098000,23.518618
666,544,71,3.098000,24.486248
667,544,70,3.087000,24.903942
668,554,69,3.075000,26.302467
669,544,68,3.075000,26.733183
670,554,67,3.064000,27.706928
671,544,66,3.055000,28.864328
672,534,65,3.055000,29.187420
673,544,64,3.044000,30.146734
674,534,63,3.044000,30.796516
675,524,62,3.039000,31.397892
676,514,61,3.039000,31.965351
677,504,60,3.033000,32.456684
678,508,59,3.030000,33.004025
679,498,58,3.030000,33.330597
680,492,57,3.029000,33.553551
681,482,56,3.030000,33.641945
682,472,55,3.030000,33.695271
683,462,54,3.034000,33.664951
684,452,53,3.034000,33.453575
685,442,52,3.041000,33.260086
686,432,51,3.049000,32.938889
687,438,50,3.049000,32.495228
688,428,49,3.058000,32.064911
689,418,48,3.068000,31.496576
690,428,47,3.068000,31.236141
691,418,46,3.080000,30.456808
692,428,45,3.080000,29.722416
693,419,44,3.089000,29.043283
694,409,43,3.089000,28.666218
695,412,42,3.098000,27.502476
696,402,41,3.105000,26.568668
697,412,40,3.105000,25.777853
698,402,39,3.110000,25.075407
699,412,38,3.113000,24.241577
700,422,37,3.113000,23.519342
701,419,36,3.111000,22.743750
702,429,35,3.111000,22.069107
703,439,34,3.106000,21.426584
