0,BE,MM,Depth,Pitch,Depth_rate,Depth_rate_mm,BE_rate
38,393,38,0.281324,-0.173234,0.021703,21.703,5
39,391,38,0.302408,-0.490298,0.021084,21.084,-2
40,395,37,0.323197,-0.791976,0.020789,20.789,4
41,389,37,0.348679,-1.28623,0.025482,25.482,-6
42,398,37,0.367106,-1.673399,0.018427,18.427,9
43,391,37,0.392277,-2.099437,0.025171,25.171,-7
44,393,37,0.418378,-2.678452,0.026101,26.101,2
45,400,36,0.441438,-3.046818,0.02306,23.06,7
46,393,36,0.464872,-3.591485,0.023434,23.434,-7
47,402,36,0.486833,-3.955056,0.021961,21.961,9
48,405,36,0.507342,-4.295138,0.020509,20.509,3
49,403,36,0.526909,-4.690703,0.019567,19.567,-2
50,411,35,0.544775,-4.945184,0.017866,17.866,8
51,410,35,0.562437,-5.293762,0.017662,17.662,-1
52,415,35,0.579471,-5.557268,0.017034,17.034,5
53,418,35,0.593381,-5.814395,0.01391,13.91,3
54,415,35,0.613006,-6.109171,0.019625,19.625,-3
55,419,35,0.631134,-6.5353,0.018128,18.128,4
56,417,34,0.650844,-6.887424,0.01971,19.71,-2
57,415,34,0.66858,-7.241111,0.017736,17.736,-2
58,418,34,0.689504,-7.657611,0.020924,20.924,3
59,421,34,0.706085,-7.951144,0.016581,16.581,3
60,422,34,0.722762,-8.249954,0.016677,16.677,1
61,423,33,0.739101,-8.583941,0.016339,16.339,1
62,430,33,0.751861,-8.834889,0.01276,12.76,7
63,427,33,0.767192,-9.063377,0.015331,15.331,-3
64,438,33,0.778915,-9.259888,0.011723,11.723,11
65,436,33,0.792091,-9.533284,0.013176,13.176,-2
66,442,33,0.804348,-9.758321,0.012257,12.257,6
67,444,32,0.817579,-9.982084,0.013231,13.231,2
68,441,32,0.83168,-10.199199,0.014101,14.101,-3
69,446,32,0.844665,-10.516232,0.012985,12.985,5
70,444,32,0.85861,-10.778443,0.013945,13.945,-2
71,446,32,0.87397,-11.062937,0.01536,15.36,2
72,445,31,0.891113,-11.442447,0.017143,17.143,-1
73,445,31,0.906522,-11.7302,0.015409,15.409,0
74,445,31,0.922605,-12.054161,0.016083,16.083,0
75,446,31,0.939105,-12.347378,0.0165,16.5,1
76,445,31,0.958142,-12.776478,0.019037,19.037,-1
77,444,31,0.975816,-13.079894,0.017674,17.674,-1
78,445,31,0.992892,-13.405179,0.017076,17.076,1
79,449,31,1.006805,-13.668481,0.013913,13.913,4
80,447,31,1.025391,-14.021962,0.018586,18.586,-2
81,454,31,1.038876,-14.262986,0.013485,13.485,7
82,453,31,1.053336,-14.449098,0.01446,14.46,-1
83,457,31,1.066225,-14.712369,0.012889,12.889,4
84,463,31,1.077706,-14.84606,0.011481,11.481,6
85,462,31,1.087749,-15.010174,0.010043,10.043,-1
86,469,31,1.100105,-15.191341,0.012356,12.356,7
87,470,31,1.109969,-15.346037,0.009864,9.864,1
88,473,31,1.120838,-15.501146,0.010869,10.869,3
89,466,31,1.139457,-15.696936,0.018619,18.619,-7
90,485,31,1.142468,-15.860025,0.003011,3.011,19
91,479,31,1.150977,-16.050175,0.008509,8.509,-6
92,482,31,1.167069,-16.2722,0.016092,16.092,3
93,495,31,1.169758,-16.418238,0.002689,2.689,13
94,482,31,1.178301,-16.556412,0.008543,8.543,-13
95,495,31,1.191702,-16.686977,0.013401,13.401,13
96,500,31,1.193214,-16.769266,0.001512,1.512,5
97,497,31,1.199407,-16.834213,0.006193,6.193,-3
98,500,31,1.213129,-16.928009,0.013722,13.722,3
99,512,31,1.21422,-16.987448,0.001091,1.091,12
100,502,32,1.219432,-17.053501,0.005212,5.212,-10
101,517,32,1.224363,-17.131842,0.004931,4.931,15
102,518,32,1.234352,-17.158167,0.009989,9.989,1
103,522,32,1.235201,-17.204453,0.000849,0.849,4
104,524,32,1.24059,-17.225702,0.005389,5.389,2
105,526,32,1.24551,-17.112276,0.00492,4.92,2
106,535,33,1.248764,-17.017073,0.003254,3.254,9
107,534,33,1.248173,-16.875908,-0.000591,-0.591,-1
108,547,33,1.24408,-16.653181,-0.004093,-4.093,13
109,547,33,1.243171,-16.332012,-0.000909,-0.909,0
110,557,33,1.239715,-15.981786,-0.003456,-3.456,10
111,557,33,1.233134,-15.625335,-0.006581,-6.581,0
112,567,34,1.2276,-15.056099,-0.005534,-5.534,10
113,567,34,1.22126,-14.606551,-0.00634,-6.34,0
114,577,34,1.215263,-14.122531,-0.005997,-5.997,10
115,574,34,1.210298,-13.480471,-0.004965,-4.965,-3
116,583,34,1.207372,-13.002625,-0.002926,-2.926,9
117,581,34,1.204804,-12.544783,-0.002568,-2.568,-2
118,587,35,1.20413,-11.922307,-0.000674,-0.674,6
119,584,35,1.207298,-11.452295,0.003168,3.168,-3
120,584,35,1.213733,-11.050343,0.006435,6.435,0
121,583,35,1.220395,-10.607957,0.006662,6.662,-1
122,575,35,1.236221,-10.333763,0.015826,15.826,-8
123,574,35,1.255141,-10.117722,0.01892,18.92,-1
124,572,36,1.272809,-9.88847,0.017668,17.668,-2
125,562,36,1.299001,-9.79283,0.026192,26.192,-10
126,570,36,1.323347,-9.70536,0.024346,24.346,8
127,556,36,1.354062,-9.690306,0.030715,30.715,-14
128,554,36,1.386161,-9.695552,0.032099,32.099,-2
129,552,36,1.42065,-9.721374,0.034489,34.489,-2
130,547,37,1.4545,-9.76633,0.03385,33.85,-5
131,551,37,1.488508,-9.819633,0.034008,34.008,4
132,547,37,1.522473,-9.870702,0.033965,33.965,-4
133,547,37,1.559111,-9.90441,0.036638,36.638,0
134,550,37,1.592006,-9.898896,0.032895,32.895,3
135,552,37,1.621914,-9.841136,0.029908,29.908,2
136,552,38,1.652166,-9.709546,0.030252,30.252,0
137,559,38,1.679221,-9.540126,0.027055,27.055,7
138,559,38,1.70322,-9.328797,0.023999,23.999,0
139,565,38,1.72437,-9.072732,0.02115,21.15,6
140,569,38,1.743288,-8.699219,0.018918,18.918,4
141,574,38,1.761715,-8.300179,0.018427,18.427,5
142,576,39,1.778598,-7.872912,0.016883,16.883,2
143,585,39,1.789506,-7.237262,0.010908,10.908,9
144,583,39,1.802617,-6.770545,0.013111,13.111,-2
145,592,39,1.816625,-6.246418,0.014008,14.008,9
146,592,39,1.829902,-5.736941,0.013277,13.277,0
147,596,39,1.838322,-5.026111,0.00842,8.42,4
148,590,40,1.8544,-4.507246,0.016078,16.078,-6
149,598,40,1.868457,-3.987641,0.014057,14.057,8
150,594,40,1.885877,-3.357772,0.01742,17.42,-4
151,592,40,1.902851,-2.911864,0.016974,16.974,-2
152,596,40,1.922283,-2.516984,0.019432,19.432,4
153,591,40,1.945093,-2.14201,0.02281,22.81,-5
154,591,40,1.970562,-1.801448,0.025469,25.469,0
155,588,40,1.997328,-1.476428,0.026766,26.766,-3
156,581,40,2.025904,-1.297969,0.028576,28.576,-7
157,577,40,2.059249,-1.15955,0.033345,33.345,-4
158,570,40,2.094266,-1.056223,0.035017,35.017,-7
159,565,40,2.13186,-1.035011,0.037594,37.594,-5
160,557,40,2.171816,-1.084855,0.039956,39.956,-8
161,552,40,2.214812,-1.226511,0.042996,42.996,-5
162,545,40,2.259369,-1.374321,0.044557,44.557,-7
163,540,40,2.30262,-1.543808,0.043251,43.251,-5
164,532,40,2.348349,-1.738171,0.045729,45.729,-8
165,527,40,2.39242,-1.950458,0.044071,44.071,-5
166,520,41,2.439547,-2.217807,0.047127,47.127,-7
167,515,41,2.485161,-2.406319,0.045614,45.614,-5
168,507,41,2.526549,-2.58302,0.041388,41.388,-8
169,502,41,2.568175,-2.772202,0.041626,41.626,-5
170,502,41,2.606809,-2.857454,0.038634,38.634,0
171,499,41,2.64358,-2.897723,0.036771,36.771,-3
172,499,42,2.676243,-2.880122,0.032663,32.663,0
173,499,42,2.707355,-2.833766,0.031112,31.112,0
174,501,42,2.734457,-2.734747,0.027102,27.102,2
175,505,42,2.756261,-2.51588,0.021804,21.804,4
176,501,42,2.779862,-2.286427,0.023601,23.601,-4
177,505,43,2.798526,-2.008109,0.018664,18.664,4
178,504,42,2.815323,-1.684708,0.016797,16.797,-1
179,505,42,2.826634,-1.179644,0.011311,11.311,1
180,509,42,2.836658,-0.816013,0.010024,10.024,4
181,504,42,2.848182,-0.277815,0.011524,11.524,-5
182,509,42,2.856393,0.083735,0.008211,8.211,5
183,501,42,2.867917,0.421259,0.011524,11.524,-8
184,498,42,2.880774,0.741366,0.012857,12.857,-3
185,501,42,2.892241,1.081915,0.011467,11.467,3
186,489,42,2.908432,1.280418,0.016191,16.191,-12
187,491,42,2.925255,1.446039,0.016823,16.823,2
188,478,42,2.946496,1.537747,0.021241,21.241,-13
189,477,42,2.970886,1.517403,0.02439,24.39,-1
190,467,42,2.995995,1.407468,0.025109,25.109,-10
191,465,42,3.020502,1.328902,0.024507,24.507,-2
192,461,42,3.042033,1.405465,0.021531,21.531,-4
193,463,42,3.062234,1.290748,0.020201,20.201,2
194,460,42,3.084332,1.129239,0.022098,22.098,-3
195,465,42,3.101539,1.118475,0.017207,17.207,5
196,453,42,3.124246,0.9774,0.022707,22.707,-12
197,450,42,3.148086,0.568762,0.02384,23.84,-3
198,444,42,3.174686,0.224809,0.0266,26.6,-6
199,437,42,3.200135,-0.059168,0.025449,25.449,-7
200,432,42,3.250149,-0.47678,0.050014,50.014,-5
201,444,42,3.258113,-0.891844,0.007964,7.964,12
202,420,42,3.288887,-1.349197,0.030774,30.774,-24
203,425,42,3.319567,-1.749564,0.03068,30.68,5
204,421,43,3.365016,-2.190147,0.045449,45.449,-4
205,419,43,3.370693,-2.486234,0.005677,5.677,-2
206,419,43,3.397108,-2.857031,0.026415,26.415,0
207,407,43,3.438578,-3.054121,0.04147,41.47,-12
208,437,43,3.440333,-3.145743,0.001755,1.755,30
209,395,43,3.455905,-3.123414,0.015572,15.572,-42
210,421,44,3.476347,-2.989894,0.020442,20.442,26
211,425,44,3.47271,-2.800132,-0.003637,-3.637,4
212,417,44,3.471344,-2.520161,-0.001366,-1.366,-8
213,437,43,3.469142,-1.988121,-0.002202,-2.202,20
214,435,43,3.460652,-1.493329,-0.00849,-8.49,-2
215,441,43,3.450022,-0.991353,-0.01063,-10.63,6
216,444,43,3.439531,-0.444566,-0.010491,-10.491,3
217,452,43,3.415771,0.272494,-0.02376,-23.76,8
218,450,43,3.402678,0.798522,-0.013093,-13.093,-2
219,451,43,3.393537,1.327076,-0.009141,-9.141,1
220,449,43,3.385934,1.723444,-0.007603,-7.603,-2
221,441,42,3.373146,2.23381,-0.012788,-12.788,-8
222,441,42,3.369692,2.518305,-0.003454,-3.454,0
223,436,42,3.372203,2.700323,0.002511,2.511,-5
224,441,42,3.370445,2.792063,-0.001758,-1.758,5
225,425,42,3.389698,2.726688,0.019253,19.253,-16
226,425,42,3.407918,2.558671,0.01822,18.22,0
227,421,41,3.412839,2.301996,0.004921,4.921,-4
228,412,42,3.455573,1.742254,0.042734,42.734,-9
229,410,42,3.484425,1.228651,0.028852,28.852,-2
230,400,42,3.517474,0.652796,0.033049,33.049,-10
231,397,42,3.549382,-0.075245,0.031908,31.908,-3
232,387,42,3.584505,-0.899836,0.035123,35.123,-10
233,377,42,3.61939,-1.479678,0.034885,34.885,-10
234,367,43,3.651112,-2.038697,0.031722,31.722,-10
235,357,43,3.680644,-2.7445,0.029532,29.532,-10
236,352,43,3.704174,-3.189623,0.02353,23.53,-5
237,352,43,3.722804,-3.587959,0.01863,18.63,0
238,355,43,3.736496,-3.885214,0.013692,13.692,3
239,365,44,3.742179,-4.129885,0.005683,5.683,10
240,371,44,3.74552,-4.199951,0.003341,3.341,6
241,382,44,3.738368,-4.139754,-0.007152,-7.152,11
242,390,44,3.723204,-3.974443,-0.015164,-15.164,8
243,400,44,3.702118,-3.552117,-0.021086,-21.086,10
244,407,45,3.676735,-3.114519,-0.025383,-25.383,7
245,417,45,3.646085,-2.558837,-0.03065,-30.65,10
246,422,44,3.611298,-1.944119,-0.034787,-34.787,5
247,432,44,3.568472,-0.962682,-0.042826,-42.826,10
248,437,44,3.528623,-0.240935,-0.039849,-39.849,5
249,447,44,3.48785,0.712761,-0.040773,-40.773,10
250,450,44,3.445251,1.394139,-0.042599,-42.599,3
251,457,43,3.408121,2.026524,-0.03713,-37.13,7
252,459,43,3.376164,2.754527,-0.031957,-31.957,2
253,455,43,3.348595,3.201688,-0.027569,-27.569,-4
254,448,43,3.32577,3.557971,-0.022825,-22.825,-7
255,441,43,3.310227,3.847442,-0.015543,-15.543,-7
256,435,42,3.303668,3.876684,-0.006559,-6.559,-6
257,427,42,3.30661,3.775198,0.002942,2.942,-8
258,420,42,3.316281,3.374703,0.009671,9.671,-7
259,412,42,3.333396,2.898934,0.017115,17.115,-8
260,405,42,3.354961,2.347779,0.021565,21.565,-7
261,397,42,3.413482,1.329952,0.058521,58.521,-8
262,390,42,3.42973,0.483088,0.016248,16.248,-7
263,382,42,3.468263,-0.430629,0.038533,38.533,-8
264,375,42,3.509692,-1.443285,0.041429,41.429,-7
265,367,43,3.55821,-2.721891,0.048518,48.518,-8
266,360,43,3.599841,-3.642124,0.041631,41.631,-7
267,352,43,3.641176,-4.547798,0.041335,41.335,-8
268,345,43,3.697488,-5.558152,0.056312,56.312,-7
269,367,43,3.70781,-6.098889,0.010322,10.322,22
270,348,44,3.728423,-6.550471,0.020613,20.613,-19
271,365,44,3.742262,-6.804362,0.013839,13.839,17
272,370,44,3.737497,-6.764216,-0.004765,-4.765,5
273,374,44,3.732897,-6.522884,-0.0046,-4.6,4
274,385,44,3.714948,-6.106126,-0.017949,-17.949,11
275,385,45,3.665519,-5.298041,-0.049429,-49.429,0
276,397,45,3.626694,-4.470349,-0.038825,-38.825,12
277,400,45,3.609341,-3.563797,-0.017353,-17.353,3
278,407,45,3.5287,-2.225806,-0.080641,-80.641,7
279,388,44,3.509252,-1.211829,-0.019448,-19.448,-19
280,417,44,3.45474,0.013546,-0.054512,-54.512,29
281,410,44,3.368232,1.447245,-0.086508,-86.508,-7
282,393,43,3.322337,2.4325,-0.045895,-45.895,-17
283,422,43,3.304949,3.339835,-0.017388,-17.388,29
284,412,43,3.243421,4.255283,-0.061528,-61.528,-10
285,395,43,3.22114,4.740449,-0.022281,-22.281,-17
286,395,43,3.215469,5.037037,-0.005671,-5.671,0
287,400,43,3.204793,5.124716,-0.010676,-10.676,5
288,382,42,3.207058,4.901619,0.002265,2.265,-18
289,382,42,3.217843,4.494564,0.010785,10.785,0
290,370,42,3.241714,3.613111,0.023871,23.871,-12
291,370,42,3.271669,2.780359,0.029955,29.955,0
292,357,43,3.309705,1.683276,0.038036,38.036,-13
293,357,43,3.355444,0.498,0.045739,45.739,0
294,345,43,3.400463,-0.649479,0.045019,45.019,-12
295,345,44,3.459745,-2.384634,0.059282,59.282,0
296,332,44,3.506156,-3.606347,0.046411,46.411,-13
297,332,44,3.55314,-4.807383,0.046984,46.984,0
298,320,44,3.598492,-6.13462,0.045352,45.352,-12
299,338,44,3.627365,-7.019772,0.028873,28.873,18
300,323,44,3.64901,-7.631637,0.021645,21.645,-15
301,350,44,3.658071,-8.003031,0.009061,9.061,27
302,350,45,3.657372,-8.124125,-0.000699,-0.699,0
303,350,45,3.641185,-7.903811,-0.016187,-16.187,0
304,350,45,3.615555,-7.502577,-0.02563,-25.63,0
305,350,45,3.580534,-6.871124,-0.035021,-35.021,0
306,350,45,3.531477,-5.819472,-0.049057,-49.057,0
307,350,45,3.478381,-4.819971,-0.053096,-53.096,0
308,350,46,3.422247,-3.715547,-0.056134,-56.134,0
309,350,46,3.366324,-2.623498,-0.055923,-55.923,0
310,350,45,3.303561,-1.175818,-0.062763,-62.763,0
311,350,45,3.240388,-0.124464,-0.063173,-63.173,0
312,350,45,3.180556,1.154143,-0.059832,-59.832,0
313,350,45,3.121593,1.949777,-0.058963,-58.963,0
314,343,44,3.073431,2.584099,-0.048162,-48.162,-7
315,334,44,3.032354,3.057689,-0.041077,-41.077,-9
316,329,44,2.997029,3.37331,-0.035325,-35.325,-5
317,320,44,2.973715,3.352029,-0.023314,-23.314,-9
318,317,44,2.95572,3.142987,-0.017995,-17.995,-3
319,307,44,2.949933,2.714395,-0.005787,-5.787,-10
320,305,44,2.954671,1.893555,0.004738,4.738,-2
321,295,44,2.96072,1.109075,0.006049,6.049,-10
322,292,44,2.974001,0.104167,0.013281,13.281,-3
323,282,44,2.993933,-0.986745,0.019932,19.932,-10
324,280,45,3.012504,-2.111303,0.018571,18.571,-2
325,270,45,3.038193,-3.451613,0.025689,25.689,-10
326,274,45,3.052026,-4.383157,0.013833,13.833,4
327,278,45,3.059227,-5.178104,0.007201,7.201,4
328,278,45,3.065512,-6.08326,0.006285,6.285,0
329,290,45,3.061857,-6.573262,-0.003655,-3.655,12
330,290,46,3.04727,-6.857301,-0.014587,-14.587,0
331,302,46,3.023447,-6.919071,-0.023823,-23.823,12
332,302,46,2.988514,-6.712641,-0.034933,-34.933,0
333,312,46,2.943262,-6.27985,-0.045252,-45.252,10
334,312,46,2.891069,-5.693296,-0.052193,-52.193,0
335,322,46,2.82374,-4.629598,-0.067329,-67.329,10
336,322,47,2.757528,-3.730184,-0.066212,-66.212,0
337,332,47,2.686027,-2.764476,-0.071501,-71.501,10
338,332,46,2.606955,-1.404884,-0.079072,-79.072,0
339,342,46,2.532477,-0.389654,-0.074478,-74.478,10
340,342,46,2.466374,0.449506,-0.066103,-66.103,0
341,352,46,2.397958,1.461529,-0.068416,-68.416,10
342,352,45,2.341343,2.067094,-0.056615,-56.615,0
343,362,45,2.292451,2.530886,-0.048892,-48.892,10
344,362,45,2.24814,2.912301,-0.044311,-44.311,0
345,354,45,2.215874,3.030534,-0.032266,-32.266,-8
346,355,45,2.190449,3.000568,-0.025425,-25.425,1
347,347,45,2.175032,2.709247,-0.015417,-15.417,-8
348,342,44,2.168317,2.329218,-0.006715,-6.715,-5
349,341,45,2.160969,1.878068,-0.007348,-7.348,-1
350,330,45,2.169641,1.061034,0.008672,8.672,-11
351,330,45,2.176648,0.383151,0.007007,7.007,0
352,321,45,2.185293,-0.380057,0.008645,8.645,-9
353,317,45,2.200246,-1.367905,0.014953,14.953,-4
354,322,46,2.212056,-2.087946,0.01181,11.81,5
355,317,46,2.22194,-2.812104,0.009884,9.884,-5
356,321,46,2.229707,-3.672114,0.007767,7.767,4
357,330,46,2.235284,-4.187583,0.005577,5.577,9
358,335,46,2.231294,-4.553959,-0.00399,-3.99,5
359,342,47,2.219735,-4.786196,-0.011559,-11.559,7
360,347,47,2.202111,-4.80587,-0.017624,-17.624,5
361,352,47,2.17467,-4.625911,-0.027441,-27.441,5
362,357,47,2.143271,-4.343715,-0.031399,-31.399,5
363,362,47,2.101871,-3.852546,-0.0414,-41.4,5
364,367,47,2.055418,-3.045782,-0.046453,-46.453,5
365,372,48,2.001965,-2.291769,-0.053453,-53.453,5
366,377,47,1.950491,-1.537081,-0.051474,-51.474,5
367,382,47,1.847649,-0.34651,-0.102842,-102.842,5
368,387,47,1.786204,0.614733,-0.061445,-61.445,5
369,362,47,1.770941,1.410303,-0.015263,-15.263,-25
370,397,46,1.714658,2.207105,-0.056283,-56.283,35
371,385,46,1.62491,3.185266,-0.089748,-89.748,-12
372,367,46,1.614601,3.72349,-0.010309,-10.309,-18
373,397,46,1.576687,4.136846,-0.037914,-37.914,30
374,385,46,1.521885,4.440092,-0.054802,-54.802,-12
375,370,46,1.503454,4.462586,-0.018431,-18.431,-15
376,383,45,1.506002,4.329424,0.002548,2.548,13
377,358,45,1.492562,3.8822,-0.01344,-13.44,-25
378,365,45,1.497623,3.356809,0.005061,5.061,7
379,352,45,1.509859,2.718269,0.012236,12.236,-13
380,352,46,1.532405,1.698867,0.022546,22.546,0
381,340,46,1.5555,0.755696,0.023095,23.095,-12
382,340,46,1.580101,-0.213704,0.024601,24.601,0
383,327,46,1.611861,-1.504214,0.03176,31.76,-13
384,327,47,1.642532,-2.634314,0.030671,30.671,0
385,317,47,1.664556,-3.522806,0.022024,22.024,-10
386,315,47,1.68926,-4.656753,0.024704,24.704,-2
387,322,47,1.701839,-5.36713,0.012579,12.579,7
388,329,47,1.707488,-5.977188,0.005649,5.649,7
389,332,47,1.703165,-6.379607,-0.004323,-4.323,3
390,340,48,1.690329,-6.545564,-0.012836,-12.836,8
391,342,48,1.666928,-6.41961,-0.023401,-23.401,2
392,352,48,1.631255,-6.122171,-0.035673,-35.673,10
393,352,48,1.587329,-5.602182,-0.043926,-43.926,0
394,362,48,1.534024,-4.905877,-0.053305,-53.305,10
395,362,48,1.47281,-3.797172,-0.061214,-61.214,0
396,372,49,1.410497,-2.841217,-0.062313,-62.313,10
397,372,48,1.343455,-1.446903,-0.067042,-67.042,0
398,382,48,1.269442,-0.335699,-0.074013,-74.013,10
399,382,48,1.201647,0.695895,-0.067795,-67.795,0
400,392,48,1.13811,1.714246,-0.063537,-63.537,10
401,392,47,1.075521,2.788059,-0.062589,-62.589,0
402,388,47,1.024519,3.518897,-0.051002,-51.002,-4
403,387,47,0.979373,4.048758,-0.045146,-45.146,-1
404,379,47,0.9434,4.517685,-0.035973,-35.973,-8
405,372,47,0.917408,4.621871,-0.025992,-25.992,-7
406,367,47,0.901555,4.509601,-0.015853,-15.853,-5
407,360,46,0.896264,4.211203,-0.005291,-5.291,-7
408,355,46,0.899703,3.665942,0.003439,3.439,-5
409,347,46,0.908007,3.023617,0.008304,8.304,-8
410,342,47,0.927213,1.969594,0.019206,19.206,-5
411,335,47,0.948579,1.064289,0.021366,21.366,-7
412,330,47,0.978479,-0.285545,0.0299,29.9,-5
413,322,47,1.004073,-1.358887,0.025594,25.594,-8
414,317,48,1.02938,-2.41774,0.025307,25.307,-5
415,311,48,1.054381,-3.670281,0.025001,25.001,-6
416,321,48,1.073273,-4.552871,0.018892,18.892,10
417,320,48,1.0848,-5.260412,0.011527,11.527,-1
418,332,48,1.086108,-5.800138,0.001308,1.308,12
419,332,48,1.081017,-6.214577,-0.005091,-5.091,0
420,342,49,1.062571,-6.296048,-0.018446,-18.446,10
421,342,49,1.033856,-6.153723,-0.028715,-28.715,0
422,352,49,0.994854,-5.626257,-0.039002,-39.002,10
423,352,49,0.943738,-4.995574,-0.051116,-51.116,0
424,362,49,0.88535,-4.191051,-0.058388,-58.388,10
425,362,49,0.822325,-3.249689,-0.063025,-63.025,0
426,372,49,0.747564,-1.853699,-0.074761,-74.761,10
427,372,49,0.675666,-0.764298,-0.071898,-71.898,0
428,382,49,0.603839,0.321055,-0.071827,-71.827,10
429,382,49,0.527919,1.72421,-0.07592,-75.92,0
430,392,48,0.542978,-4.223861,0.024268,24.268,10
431,362,49,0.555436,-4.404584,0.012458,12.458,-30
432,380,49,0.558929,-4.587159,0.003493,3.493,18
433,371,49,0.571792,-4.789154,0.012863,12.863,-9
434,360,49,0.597403,-5.08266,0.025611,25.611,-11
435,380,48,0.611432,-5.293506,0.014029,14.029,20
436,385,48,0.628402,-5.553676,0.01697,16.97,5
437,393,48,0.641096,-5.747114,0.012694,12.694,8
438,397,48,0.660385,-5.971817,0.019289,19.289,4
439,398,48,0.665223,-6.225364,0.004838,4.838,1
440,398,47,0.692852,-6.520548,0.027629,27.629,0
441,395,47,0.709892,-6.7325,0.01704,17.04,-3
442,399,47,0.727804,-6.937778,0.017912,17.912,4
443,391,47,0.746542,-7.186621,0.018738,18.738,-8
444,388,47,0.761321,-7.385121,0.014779,14.779,-3
445,392,46,0.781464,-7.550317,0.020143,20.143,4
446,386,46,0.796538,-7.711959,0.015074,15.074,-6
447,382,46,0.798817,-7.831814,0.002279,2.279,-4
448,384,46,0.833417,-8.02124,0.0346,34.6,2
449,378,46,0.851903,-8.099439,0.018486,18.486,-6
450,375,45,0.870182,-8.219427,0.018279,18.279,-3
451,378,45,0.889536,-8.290714,0.019354,19.354,3
452,374,45,0.90998,-8.36679,0.020444,20.444,-4
453,377,45,0.930512,-8.5002,0.020532,20.532,3
454,380,45,0.95194,-8.628134,0.021428,21.428,3
455,377,44,0.97589,-8.730949,0.02395,23.95,-3
456,379,44,1.000989,-8.894369,0.025099,25.099,2
457,362,44,1.02611,-9.00625,0.025121,25.121,-17
458,385,44,1.052254,-9.172205,0.026144,26.144,23
459,382,44,1.081291,-9.382059,0.029037,29.037,-3
460,386,43,1.10888,-9.522124,0.027589,27.589,4
461,390,43,1.1374,-9.708202,0.02852,28.52,4
462,375,43,1.168739,-9.884752,0.031339,31.339,-15
463,397,43,1.199283,-10.072271,0.030544,30.544,22
464,397,43,1.230314,-10.232768,0.031031,31.031,0
465,407,42,1.262774,-10.416051,0.03246,32.46,10
466,412,42,1.294435,-10.610092,0.031661,31.661,5
467,393,42,1.326791,-10.735002,0.032356,32.356,-19
468,410,42,1.357612,-10.884675,0.030821,30.821,17
469,417,42,1.3895,-11.037965,0.031888,31.888,7
470,410,41,1.422531,-11.145849,0.033031,33.031,-7
471,417,41,1.453516,-11.251281,0.030985,30.985,7
472,416,41,1.484485,-11.355909,0.030969,30.969,-1
473,404,41,1.515966,-11.43467,0.031481,31.481,-12
474,412,41,1.547703,-11.526992,0.031737,31.737,8
475,419,40,1.578677,-11.578811,0.030974,30.974,7
476,427,40,1.610253,-11.662695,0.031576,31.576,8
477,415,40,1.642483,-11.728136,0.03223,32.23,-12
478,417,40,1.672352,-11.774383,0.029869,29.869,2
479,423,40,1.706041,-11.864308,0.033689,33.689,6
480,410,39,1.740634,-11.94917,0.034593,34.593,-13
481,430,39,1.7741,-12.027271,0.033466,33.466,20
482,418,39,1.807937,-12.125134,0.033837,33.837,-12
483,429,39,1.843928,-12.231296,0.035991,35.991,11
