0,BE,MM,Depth,Pitch,Depth_rate,Depth_rate_mm,BE_rate
484,440,39,1.880012,-12.342425,0.036084,36.084,11
485,415,38,1.916381,-12.468854,0.036369,36.369,-25
486,433,38,1.955675,-12.644718,0.039294,39.294,18
487,431,38,1.993015,-12.769706,0.03734,37.34,-2
488,416,38,2.030636,-12.909785,0.037621,37.621,-15
489,442,38,2.076492,-13.116026,0.045856,45.856,26
490,427,37,2.116899,-13.298395,0.040407,40.407,-15
491,427,37,2.158121,-13.470978,0.041222,41.222,0
492,426,37,2.199012,-13.625985,0.040891,40.891,-1
493,426,37,2.239865,-13.779017,0.040853,40.853,0
494,425,37,2.278598,-13.97939,0.038733,38.733,-1
495,425,36,2.317825,-14.099024,0.039227,39.227,0
496,424,36,2.353988,-14.215237,0.036163,36.163,-1
497,426,36,2.390617,-14.302847,0.036629,36.629,2
498,425,36,2.42496,-14.375113,0.034343,34.343,-1
499,423,36,2.457494,-14.403815,0.032534,32.534,-2
500,426,35,2.487067,-14.38083,0.029573,29.573,3
501,424,35,2.514349,-14.342211,0.027282,27.282,-2
502,423,35,2.538065,-14.219387,0.023716,23.716,-1
503,427,35,2.559159,-14.116984,0.021094,21.094,4
504,425,35,2.579977,-13.999754,0.020818,20.818,-2
505,427,34,2.596102,-13.791684,0.016125,16.125,2
506,427,34,2.610765,-13.61273,0.014663,14.663,0
507,425,34,2.62632,-13.428082,0.015555,15.555,-2
508,427,34,2.636571,-13.120284,0.010251,10.251,2
509,427,34,2.645009,-12.876273,0.008438,8.438,0
510,427,33,2.653895,-12.603073,0.008886,8.886,0
511,427,33,2.660986,-12.34106,0.007091,7.091,0
512,427,33,2.675785,-12.010482,0.014799,14.799,0
513,426,33,2.670867,-11.74855,-0.004918,-4.918,-1
514,426,33,2.675407,-11.458087,0.00454,4.54,0
515,428,32,2.689107,-11.123286,0.0137,13.7,2
516,424,32,2.694665,-10.88751,0.005558,5.558,-4
517,423,32,2.689877,-10.633492,-0.004788,-4.788,-1
518,425,32,2.701464,-10.346646,0.011587,11.587,2
519,422,32,2.705739,-10.149348,0.004275,4.275,-3
520,421,31,2.711216,-9.962934,0.005477,5.477,-1
521,422,31,2.717125,-9.799406,0.005909,5.909,1
522,420,31,2.723766,-9.621798,0.006641,6.641,-2
523,417,31,2.730711,-9.513193,0.006945,6.945,-3
524,418,31,2.736309,-9.386283,0.005598,5.598,1
525,408,30,2.7419,-9.311922,0.005591,5.591,-10
526,405,31,2.749889,-9.205689,0.007989,7.989,-3
527,397,31,2.756536,-9.134308,0.006647,6.647,-8
528,392,31,2.763944,-8.96662,0.007408,7.408,-5
529,385,31,2.766587,-8.873148,0.002643,2.643,-7
530,381,31,2.779563,-8.71373,0.012976,12.976,-4
531,372,31,2.78275,-8.565438,0.003187,3.187,-9
532,370,32,2.786807,-8.410378,0.004057,4.057,-2
533,360,32,2.786399,-8.052994,-0.000408,-0.408,-10
534,357,32,2.783101,-7.846759,-0.003298,-3.298,-3
535,347,32,2.785481,-7.55121,0.00238,2.38,-10
536,346,32,2.787022,-7.316885,0.001541,1.541,-1
537,337,33,2.781913,-7.04853,-0.005109,-5.109,-9
538,334,33,2.776861,-6.783339,-0.005052,-5.052,-3
539,337,33,2.775692,-6.407215,-0.001169,-1.169,3
540,338,33,2.772853,-6.101136,-0.002839,-2.839,1
541,337,33,2.766959,-5.79232,-0.005894,-5.894,-1
542,339,34,2.765067,-5.379094,-0.001892,-1.892,2
543,338,34,2.76129,-5.076741,-0.003777,-3.777,-1
544,336,34,2.759788,-4.788946,-0.001502,-1.502,-2
545,341,34,2.753977,-4.393705,-0.005811,-5.811,5
546,339,34,2.756936,-4.117166,0.002959,2.959,-2
547,338,35,2.756271,-3.873491,-0.000665,-0.665,-1
548,341,35,2.751501,-3.624344,-0.00477,-4.77,3
549,329,35,2.756577,-3.315049,0.005076,5.076,-12
550,342,35,2.758227,-3.088042,0.00165,1.65,13
551,339,35,2.763943,-2.864459,0.005716,5.716,-3
552,328,36,2.760753,-2.698004,-0.00319,-3.19,-11
553,339,36,2.771668,-2.484908,0.010915,10.915,11
554,333,36,2.775265,-2.359595,0.003597,3.597,-6
555,326,36,2.78288,-2.235183,0.007615,7.615,-7
556,337,36,2.79136,-2.10377,0.00848,8.48,11
557,331,37,2.797426,-2.002943,0.006066,6.066,-6
558,319,37,2.804621,-1.90881,0.007195,7.195,-12
559,329,37,2.812952,-1.821752,0.008331,8.331,10
560,320,37,2.821505,-1.798478,0.008553,8.553,-9
561,320,37,2.832747,-1.811113,0.011242,11.242,0
562,320,38,2.845341,-1.84206,0.012594,12.594,0
563,319,38,2.856445,-1.899626,0.011104,11.104,-1
564,320,38,2.869239,-1.993177,0.012794,12.794,1
565,318,38,2.882629,-2.162344,0.01339,13.39,-2
566,322,38,2.897032,-2.295288,0.014403,14.403,4
567,315,39,2.910207,-2.408709,0.013175,13.175,-7
568,317,39,2.92071,-2.539294,0.010503,10.503,2
569,318,39,2.931535,-2.686666,0.010825,10.825,1
570,318,39,2.937902,-2.757999,0.006367,6.367,0
571,332,39,2.943383,-2.783082,0.005481,5.481,14
572,325,40,2.945995,-2.762841,0.002612,2.612,-7
573,329,40,2.944025,-2.660051,-0.00197,-1.97,4
574,332,40,2.939673,-2.537365,-0.004352,-4.352,3
575,329,40,2.933027,-2.295008,-0.006646,-6.646,-3
576,331,40,2.923801,-2.022462,-0.009226,-9.226,2
577,332,41,2.910315,-1.684272,-0.013486,-13.486,1
578,329,41,2.896492,-1.328622,-0.013823,-13.823,-3
579,326,41,2.877217,-0.740926,-0.019275,-19.275,-3
580,331,41,2.85576,-0.248046,-0.021457,-21.457,5
581,327,41,2.836564,0.231179,-0.019196,-19.196,-4
582,328,42,2.817556,0.752736,-0.019008,-19.008,1
583,323,42,2.800987,1.355765,-0.016569,-16.569,-5
584,325,42,2.787111,1.766386,-0.013876,-13.876,2
585,331,42,2.774646,2.155629,-0.012465,-12.465,6
586,316,42,2.764595,2.575556,-0.010051,-10.051,-15
587,321,43,2.762056,2.81236,-0.002539,-2.539,5
588,313,43,2.762401,3.003068,0.000345,0.345,-8
589,315,43,2.767803,3.034279,0.005402,5.402,2
590,310,43,2.781424,2.949704,0.013621,13.621,-5
591,309,43,2.796081,2.758881,0.014657,14.657,-1
592,309,44,2.820822,2.355071,0.024741,24.741,0
593,298,44,2.848438,1.957863,0.027616,27.616,-11
594,309,44,2.885079,1.246708,0.036641,36.641,11
595,299,43,2.920281,0.610723,0.035202,35.202,-10
596,299,43,2.962412,-0.125717,0.042131,42.131,0
597,299,43,3.037883,-1.140475,0.075471,75.471,0
598,294,43,3.051818,-1.866944,0.013935,13.935,-5
599,288,43,3.123303,-2.726712,0.071485,71.485,-6
600,285,43,3.13441,-3.306329,0.011107,11.107,-3
601,278,43,3.169657,-3.841374,0.035247,35.247,-7
602,278,44,3.197803,-4.214692,0.028146,28.146,0
603,276,44,3.236346,-4.452154,0.038543,38.543,-2
604,273,44,3.245047,-4.436506,0.008701,8.701,-3
605,275,44,3.241745,-4.263919,-0.003302,-3.302,2
606,275,44,3.240752,-3.898575,-0.000993,-0.993,0
607,280,45,3.2261,-3.185774,-0.014652,-14.652,5
608,281,45,3.210156,-2.562554,-0.015944,-15.944,1
609,282,45,3.181145,-1.41477,-0.029011,-29.011,1
610,288,45,3.152961,-0.467017,-0.028184,-28.184,6
611,290,45,3.123516,0.546376,-0.029445,-29.445,2
612,300,46,3.102246,1.655049,-0.02127,-21.27,10
613,304,46,3.055198,3.065826,-0.047048,-47.048,4
614,314,45,3.026092,4.220211,-0.029106,-29.106,10
615,315,45,3.002212,5.312117,-0.02388,-23.88,1
616,327,45,2.983813,6.223451,-0.018399,-18.399,12
617,327,45,2.971728,7.119885,-0.012085,-12.085,0
618,335,45,2.964665,7.964309,-0.007063,-7.063,8
619,335,45,2.970543,8.44459,0.005878,5.878,0
620,336,45,2.985611,8.80999,0.015068,15.068,1
621,332,45,3.009849,8.850182,0.024238,24.238,-4
622,332,44,3.046003,8.683863,0.036154,36.154,0
623,329,44,3.090728,8.171932,0.044725,44.725,-3
624,322,44,3.146644,7.544676,0.055916,55.916,-7
625,321,44,3.200392,6.822535,0.053748,53.748,-1
626,310,44,3.263057,5.948665,0.062665,62.665,-11
627,310,43,3.333776,4.811761,0.070719,70.719,0
628,297,43,3.401831,3.868163,0.068055,68.055,-13
629,297,43,3.47105,2.91699,0.069219,69.219,0
630,285,44,3.534613,2.105162,0.063563,63.563,-12
631,285,44,3.59405,1.300339,0.059437,59.437,0
632,272,44,3.645165,0.773146,0.051115,51.115,-13
633,272,44,3.690218,0.405568,0.045053,45.053,0
634,260,44,3.729224,0.196774,0.039006,39.006,-12
635,281,44,3.760201,0.25013,0.030977,30.977,21
636,247,45,3.78082,0.478415,0.020619,20.619,-34
637,275,45,3.794512,0.859273,0.013692,13.692,28
638,287,45,3.796287,1.600761,0.001775,1.775,12
639,267,45,3.795842,2.301823,-0.000445,-0.445,-20
640,287,45,3.791605,3.044604,-0.004237,-4.237,20
641,274,46,3.780047,4.170321,-0.011558,-11.558,-13
642,292,46,3.770094,5.056676,-0.009953,-9.953,18
643,302,46,3.764324,5.672736,-0.00577,-5.77,10
644,312,46,3.764588,6.23527,0.000264,0.264,10
645,322,46,3.758328,7.193418,-0.00626,-6.26,10
646,332,46,3.762349,7.823076,0.004021,4.021,10
647,342,46,3.770867,8.164206,0.008518,8.518,10
648,350,46,3.785878,8.469395,0.015011,15.011,8
649,362,46,3.802192,8.621187,0.016314,16.314,12
650,370,45,3.850892,8.689739,0.0487,48.7,8
651,378,45,3.852488,8.605597,0.001596,1.596,8
652,381,45,3.884049,8.417928,0.031561,31.561,3
653,385,45,3.946843,8.060167,0.062794,62.794,4
654,367,45,3.954555,7.654469,0.007712,7.712,-18
655,360,44,3.995312,7.036709,0.040757,40.757,-7
656,347,44,4.017945,6.42625,0.022633,22.633,-13
657,340,44,4.049375,5.670063,0.03143,31.43,-7
658,327,44,4.065444,5.195294,0.016069,16.069,-13
659,322,44,4.080356,4.781434,0.014912,14.912,-5
660,310,43,4.092395,4.517933,0.012039,12.039,-12
661,305,43,4.096767,4.289443,0.004372,4.372,-5
662,297,43,4.109684,4.032493,0.012917,12.917,-8
663,297,43,4.124676,3.771759,0.014992,14.992,0
664,297,43,4.132706,3.561327,0.00803,8.03,0
665,297,42,4.14187,3.396115,0.009164,9.164,0
666,297,42,4.150699,3.196253,0.008829,8.829,0
667,297,42,4.158175,2.962672,0.007476,7.476,0
668,297,43,4.164889,2.545656,0.006714,6.714,0
669,297,43,4.173404,2.272546,0.008515,8.515,0
670,299,43,4.180995,1.980973,0.007591,7.591,2
671,303,43,4.187376,1.596121,0.006381,6.381,4
672,311,43,4.199338,1.024689,0.011962,11.962,8
673,317,43,4.209682,0.537724,0.010344,10.344,6
674,322,43,4.219913,-0.158324,0.010231,10.231,5
675,332,43,4.231621,-0.605656,0.011708,11.708,10
676,335,42,4.243834,-1.242205,0.012213,12.213,3
677,345,42,4.257709,-2.017682,0.013875,13.875,10
678,350,42,4.26589,-2.652967,0.008181,8.181,5
679,355,42,4.27622,-3.244211,0.01033,10.33,5
680,353,42,4.282156,-4.065796,0.005936,5.936,-2
681,344,41,4.29295,-4.588284,0.010794,10.794,-9
682,343,41,4.297706,-5.098537,0.004756,4.756,-1
683,332,41,4.306193,-5.804558,0.008487,8.487,-11
684,330,41,4.297787,-6.359782,-0.008406,-8.406,-2
685,317,41,4.30814,-6.902963,0.010353,10.353,-13
686,315,40,4.307965,-7.418972,-0.000175,-0.175,-2
687,302,40,4.302518,-8.079226,-0.005447,-5.447,-13
688,307,40,4.296764,-8.513473,-0.005754,-5.754,5
689,290,40,4.303097,-8.84731,0.006333,6.333,-17
690,290,40,4.289227,-9.117959,-0.01387,-13.87,0
691,307,40,4.255972,-9.368523,-0.033255,-33.255,17
692,277,39,4.231759,-9.462877,-0.024213,-24.213,-30
693,287,39,4.231606,-9.454798,-0.000153,-0.153,10
694,299,39,4.20201,-9.37052,-0.029596,-29.596,12
695,275,39,4.131571,-9.13615,-0.070439,-70.439,-24
696,300,39,4.092616,-8.874656,-0.038955,-38.955,25
697,100,20,4.086787,-8.567367,-0.005829,-5.829,-200
698,100,20,4.004482,-8.077329,-0.082305,-82.305,0
699,257,38,3.957192,-7.693769,-0.04729,-47.29,157
700,245,38,3.9496,-7.294692,-0.007592,-7.592,-12
701,238,38,3.904539,-6.804928,-0.045061,-45.061,-7
702,227,37,3.822965,-6.474026,-0.081574,-81.574,-11
703,223,37,3.784129,-6.168015,-0.038836,-38.836,-4
704,220,37,3.743217,-5.858233,-0.040912,-40.912,-3
705,209,37,3.707366,-5.656493,-0.035851,-35.851,-11
706,201,37,3.704302,-5.439515,-0.003064,-3.064,-8
707,197,37,3.641412,-5.292456,-0.06289,-62.89,-4
708,189,37,3.611506,-5.14037,-0.029906,-29.906,-8
709,182,37,3.583038,-5.011241,-0.028468,-28.468,-7
710,175,37,3.580729,-4.840151,-0.002309,-2.309,-7
711,167,37,3.523574,-4.725482,-0.057155,-57.155,-8
712,162,37,3.495891,-4.585207,-0.027683,-27.683,-5
713,155,37,3.462426,-4.247277,-0.033465,-33.465,-7
714,150,38,3.430122,-3.917917,-0.032304,-32.304,-5
715,143,38,3.398097,-3.707681,-0.032025,-32.025,-7
716,137,38,3.362638,-3.109465,-0.035459,-35.459,-6
717,138,38,3.3283,-2.674423,-0.034338,-34.338,1
718,128,38,3.292944,-2.342863,-0.035356,-35.356,-10
719,129,39,3.256669,-1.763633,-0.036275,-36.275,1
720,119,39,3.219811,-1.293085,-0.036858,-36.858,-10
721,132,39,3.184722,-0.819378,-0.035089,-35.089,13
722,109,39,3.153871,-0.462324,-0.030851,-30.851,-23
723,119,39,3.125271,-0.066241,-0.0286,-28.6,10
724,119,40,3.100347,0.190397,-0.024924,-24.924,0
725,103,40,3.077223,0.405303,-0.023124,-23.124,-16
726,110,40,3.062184,0.511533,-0.015039,-15.039,7
727,110,40,3.052831,0.47783,-0.009353,-9.353,0
728,122,40,3.045367,0.345658,-0.007464,-7.464,12
729,119,41,3.043216,0.145087,-0.002151,-2.151,-3
730,118,41,3.044889,-0.098434,0.001673,1.673,-1
731,129,41,3.053029,-0.522648,0.00814,8.14,11
732,132,41,3.061008,-0.938526,0.007979,7.979,3
733,140,41,3.071678,-1.442573,0.01067,10.67,8
734,135,42,3.086521,-2.060042,0.014843,14.843,-5
735,152,42,3.098755,-2.541633,0.012234,12.234,17
736,131,42,3.110324,-3.040891,0.011569,11.569,-21
737,132,42,3.123476,-3.675265,0.013152,13.152,1
738,152,42,3.131305,-4.084207,0.007829,7.829,20
739,150,42,3.132663,-4.364162,0.001358,1.358,-2
740,158,43,3.131892,-4.58526,-0.000771,-0.771,8
741,162,43,3.124297,-4.658689,-0.007595,-7.595,4
742,169,43,3.110468,-4.615374,-0.013829,-13.829,7
743,142,43,3.091088,-4.355525,-0.01938,-19.38,-27
744,180,43,3.064136,-4.023136,-0.026952,-26.952,38
745,161,43,3.033446,-3.569284,-0.03069,-30.69,-19
746,181,44,2.992149,-2.770874,-0.041297,-41.297,20
747,175,44,2.950867,-2.130235,-0.041282,-41.282,-6
