Date Time Depth Depth_Rate BE Pitch MM
2023-06-12 16:04:47 2.592042 0.0113610000000004 540 3.073989 24
2023-06-12 16:04:48 2.602185 0.0101429999999998 548 2.701266 24
2023-06-12 16:04:49 2.616239 0.0140540000000002 554 2.176818 25
2023-06-12 16:04:50 2.625662 0.00942299999999996 560 1.737637 25
2023-06-12 16:04:51 2.637504 0.0118419999999997 567 1.27667 25
2023-06-12 16:04:52 2.6529 0.015396 572 0.630606 25
2023-06-12 16:04:53 2.665309 0.0124090000000003 577 0.088104 25
2023-06-12 16:04:54 2.679951 0.0146419999999998 582 -0.518568 26
2023-06-12 16:04:55 2.697914 0.017963 587 -1.298481 26
2023-06-12 16:04:56 2.712871 0.0149569999999999 592 -1.921812 26
2023-06-12 16:04:57 2.726512 0.0136410000000002 597 -2.528947 26
2023-06-12 16:04:58 2.73794 0.011428 600 -3.073048 26
2023-06-12 16:04:59 2.749708 0.011768 600 -3.687393 27
2023-06-12 16:05:00 2.757112 0.00740399999999974 600 -4.126358 27
2023-06-12 16:05:01 2.758589 0.00147700000000039 600 -4.464842 27
2023-06-12 16:05:02 2.7581 -0.000488999999999962 600 -4.805269 27
2023-06-12 16:05:03 2.752439 -0.00566100000000036 600 -4.927595 27
2023-06-12 16:05:04 2.745394 -0.00704499999999975 598 -5.082199 28
2023-06-12 16:05:05 2.733542 -0.0118520000000002 600 -5.089955 28
2023-06-12 16:05:06 2.719524 -0.0140180000000001 591 -5.036675 28
2023-06-12 16:05:07 2.702408 -0.0171159999999997 592 -4.925969 28
2023-06-12 16:05:08 2.683412 -0.018996 591 -4.664734 28
2023-06-12 16:05:09 2.664595 -0.0188170000000003 586 -4.412901 29
2023-06-12 16:05:10 2.643937 -0.0206579999999996 585 -4.117238 29
2023-06-12 16:05:11 2.620122 -0.0238150000000004 578 -3.709023 29
2023-06-12 16:05:12 2.599835 -0.0202869999999997 572 -3.380726 29
2023-06-12 16:05:13 2.580341 -0.0194939999999999 565 -3.04177 29
2023-06-12 16:05:14 2.562598 -0.0177430000000003 557 -2.5856 30
2023-06-12 16:05:15 2.544553 -0.0180449999999999 552 -2.218114 30
2023-06-12 16:05:16 2.531369 -0.0131839999999999 553 -1.84353 30
2023-06-12 16:05:17 2.516741 -0.0146280000000001 556 -1.393701 30
2023-06-12 16:05:18 2.508814 -0.00792700000000002 553 -1.084744 29
2023-06-12 16:05:19 2.501477 -0.00733700000000015 552 -0.806592 29
2023-06-12 16:05:20 2.496467 -0.00500999999999996 547 -0.441242 29
2023-06-12 16:05:21 2.493447 -0.0030199999999998 542 -0.179643 29
2023-06-12 16:05:22 2.49243 -0.00101700000000005 538 0.08179 29
2023-06-12 16:05:23 2.493461 0.00103099999999978 532 0.340752 29
2023-06-12 16:05:24 2.494406 0.000945000000000196 526 0.656328 29
2023-06-12 16:05:25 2.495355 0.000948999999999867 520 0.919597 29
2023-06-12 16:05:26 2.500327 0.00497199999999998 514 1.181673 29
2023-06-12 16:05:27 2.50129 0.000963000000000047 509 1.54846 29
2023-06-12 16:05:28 2.503193 0.00190299999999999 504 1.866355 28
2023-06-12 16:05:29 2.503819 0.000626000000000015 501 2.198761 28
2023-06-12 16:05:30 2.501473 -0.00234600000000018 501 2.529714 28
2023-06-12 16:05:31 2.496561 -0.00491200000000003 505 2.994701 28
2023-06-12 16:05:32 2.494303 -0.00225799999999987 506 3.321365 28
2023-06-12 16:05:33 2.487603 -0.00669999999999993 507 3.671145 27
2023-06-12 16:05:34 2.48149 -0.00611300000000004 508 4.147181 27
2023-06-12 16:05:35 2.474953 -0.00653699999999979 506 4.488823 27
2023-06-12 16:05:36 2.464656 -0.010297 511 4.818057 27
2023-06-12 16:05:37 2.453462 -0.0111940000000001 511 5.194379 27
2023-06-12 16:05:38 2.44573 -0.00773199999999985 511 5.389684 26
2023-06-12 16:05:39 2.439138 -0.00659200000000038 510 5.525396 26
2023-06-12 16:05:40 2.436272 -0.00286599999999959 507 5.570734 26
2023-06-12 16:05:41 2.429899 -0.00637300000000041 506 5.590235 26
2023-06-12 16:05:42 2.428706 -0.00119299999999978 502 5.548004 26
2023-06-12 16:05:43 2.426839 -0.00186699999999984 499 5.436324 25
2023-06-12 16:05:44 2.425356 -0.00148300000000035 492 5.199919 25
2023-06-12 16:05:45 2.425611 0.000255000000000116 487 4.97732 25
2023-06-12 16:05:46 2.427511 0.00190000000000001 481 4.721023 25
2023-06-12 16:05:47 2.426997 -0.000513999999999903 479 4.329682 25
2023-06-12 16:05:48 2.427263 0.000265999999999877 479 4.002292 24
2023-06-12 16:05:49 2.426363 -0.000900000000000123 478 3.631485 24
2023-06-12 16:05:50 2.42321 -0.00315299999999974 478 3.273995 24
2023-06-12 16:05:51 2.423804 0.000593999999999983 479 2.721121 24
2023-06-12 16:05:52 2.425073 0.00126899999999974 478 2.237622 24
2023-06-12 16:05:53 2.422318 -0.00275499999999962 475 1.80773 24
2023-06-12 16:05:54 2.417112 -0.00520600000000027 473 1.401373 24
2023-06-12 16:05:55 2.4077 -0.00941199999999975 469 1.005834 24
2023-06-12 16:05:56 2.39309 -0.0146100000000002 463 0.777051 25
2023-06-12 16:05:57 2.374385 -0.0187049999999998 462 0.605294 25
2023-06-12 16:05:58 2.351566 -0.0228190000000001 459 0.43953 25
2023-06-12 16:05:59 2.324298 -0.0272679999999998 458 0.401384 25
2023-06-12 16:06:00 2.29704 -0.0272580000000002 460 0.428973 25
2023-06-12 16:06:01 2.262278 -0.0347620000000002 462 0.506672 26
2023-06-12 16:06:02 2.228124 -0.0341539999999996 464 0.618906 26
2023-06-12 16:06:03 2.191447 -0.0366770000000001 465 0.758442 26
2023-06-12 16:06:04 2.153636 -0.037811 470 0.957029 26
2023-06-12 16:06:05 2.115268 -0.0383680000000002 475 1.132581 26
2023-06-12 16:06:06 2.075891 -0.039377 481 1.308656 27
2023-06-12 16:06:07 2.038797 -0.0370939999999997 487 1.522046 27
2023-06-12 16:06:08 1.999048 -0.0397490000000003 492 1.665343 27
2023-06-12 16:06:09 1.963522 -0.0355259999999999 497 1.797084 27
2023-06-12 16:06:10 1.924216 -0.0393060000000001 502 1.917284 27
2023-06-12 16:06:11 1.888532 -0.0356839999999998 507 2.057273 28
2023-06-12 16:06:12 1.850738 -0.0377940000000001 512 2.150808 28
2023-06-12 16:06:13 1.815801 -0.034937 516 2.251842 28
2023-06-12 16:06:14 1.782292 -0.033509 520 2.38268 28
2023-06-12 16:06:15 1.740693 -0.0415989999999999 523 2.518281 28
2023-06-12 16:06:16 1.703153 -0.0375400000000001 524 2.702955 29
2023-06-12 16:06:17 1.663849 -0.039304 523 2.875293 29
2023-06-12 16:06:18 1.626105 -0.037744 523 3.070686 29
2023-06-12 16:06:19 1.585288 -0.0408169999999999 520 3.322129 29
2023-06-12 16:06:20 1.54219 -0.0430980000000001 519 3.692698 29
2023-06-12 16:06:21 1.502244 -0.039946 520 3.95106 30
2023-06-12 16:06:22 1.465286 -0.0369579999999998 518 4.210069 30
2023-06-12 16:06:23 1.424699 -0.0405870000000002 519 4.554338 30
2023-06-12 16:06:24 1.384113 -0.040586 517 4.846413 30
2023-06-12 16:06:25 1.344502 -0.0396109999999998 510 5.192263 30
2023-06-12 16:06:26 1.302444 -0.0420580000000002 502 5.666462 31
2023-06-12 16:06:27 1.260302 -0.0421419999999999 495 6.040589 31
2023-06-12 16:06:28 1.219869 -0.0404329999999999 487 6.430238 31
2023-06-12 16:06:29 1.180911 -0.038958 480 6.795294 31
2023-06-12 16:06:30 1.141861 -0.03905 472 7.217967 31
2023-06-12 16:06:31 1.104998 -0.0368630000000001 467 7.526026 32
2023-06-12 16:06:32 1.073155 -0.0318429999999998 462 7.780706 32
2023-06-12 16:06:33 1.040054 -0.033101 456 8.101727 32
2023-06-12 16:06:34 1.010998 -0.029056 454 8.262634 32
2023-06-12 16:06:35 0.985681 -0.025317 449 8.384639 32
2023-06-12 16:06:36 0.962572 -0.023109 443 8.443075 33
2023-06-12 16:06:37 0.943104 -0.0194679999999999 442 8.46771 33
2023-06-12 16:06:38 0.927997 -0.0151070000000001 439 8.420668 33
2023-06-12 16:06:39 0.91384 -0.014157 435 8.323605 33
2023-06-12 16:06:40 0.905007 -0.00883299999999998 429 8.156838 33
2023-06-12 16:06:41 0.900833 -0.00417400000000001 422 7.850233 34
2023-06-12 16:06:42 0.89541 -0.00542299999999996 415 7.556983 34
2023-06-12 16:06:43 0.893277 -0.00213300000000005 407 7.248652 34
2023-06-12 16:06:44 0.893806 0.000529000000000002 400 6.905777 34
2023-06-12 16:06:45 0.897394 0.00358800000000004 392 6.371479 34
2023-06-12 16:06:46 0.904717 0.00732299999999997 385 5.966463 35
2023-06-12 16:06:47 0.912131 0.00741400000000003 377 5.525746 35
2023-06-12 16:06:48 0.917156 0.00502499999999995 370 5.053447 35
2023-06-12 16:06:49 0.928189 0.0110330000000001 362 4.476455 35
2023-06-12 16:06:50 0.938142 0.00995299999999999 355 4.008612 35
2023-06-12 16:06:51 0.943901 0.00575899999999996 348 3.551135 36
2023-06-12 16:06:52 0.952612 0.00871100000000002 342 3.096443 36
2023-06-12 16:06:53 0.959069 0.00645699999999994 335 2.707323 36
2023-06-12 16:06:54 0.966607 0.00753800000000004 327 2.209797 36
2023-06-12 16:06:55 0.969765 0.00315799999999999 320 1.836506 36
2023-06-12 16:06:56 0.975746 0.00598100000000001 317 1.472556 37
2023-06-12 16:06:57 0.979666 0.00392000000000003 320 1.059732 37
2023-06-12 16:06:58 0.978201 -0.00146500000000005 320 0.771252 37
2023-06-12 16:06:59 0.976677 -0.00152399999999997 323 0.537953 37
2023-06-12 16:07:00 0.974301 -0.00237600000000004 325 0.297004 37
2023-06-12 16:07:01 0.971399 -0.00290199999999996 325 0.083447 38
2023-06-12 16:07:02 0.96431 -0.00708900000000001 329 -0.016166 38
2023-06-12 16:07:03 0.953802 -0.010508 331 -0.041773 38
2023-06-12 16:07:04 0.939161 -0.014641 332 -0.008383 38
2023-06-12 16:07:05 0.921292 -0.017869 334 0.141145 38
2023-06-12 16:07:06 0.901877 -0.019415 334 0.319096 39
2023-06-12 16:07:07 0.879647 -0.0222300000000001 335 0.539516 39
2023-06-12 16:07:08 0.854105 -0.025542 335 0.880476 39
2023-06-12 16:07:09 0.827366 -0.026739 336 1.179607 39
2023-06-12 16:07:10 0.799888 -0.027478 338 1.517314 39
2023-06-12 16:07:11 0.772509 -0.027379 344 2.006337 40
2023-06-12 16:07:12 0.743062 -0.029447 349 2.34252 40
2023-06-12 16:07:13 0.719207 -0.023855 354 2.647945 40
2023-06-12 16:07:14 0.694603 -0.0246040000000001 360 2.992521 40
2023-06-12 16:07:15 0.673767 -0.020836 365 3.192733 40
2023-06-12 16:07:16 0.657955 -0.015812 372 3.339491 41
2023-06-12 16:07:17 0.644902 -0.013053 377 3.446657 41
2023-06-12 16:07:18 0.635025 -0.00987700000000002 382 3.440237 41
2023-06-12 16:07:19 0.629574 -0.00545099999999998 387 3.359375 41
2023-06-12 16:07:20 0.628403 -0.00117099999999992 392 3.2117 41
2023-06-12 16:07:21 0.634787 0.00638399999999995 397 2.878545 42
2023-06-12 16:07:22 0.642497 0.00770999999999999 402 2.580651 42
2023-06-12 16:07:23 0.656428 0.013931 407 2.114855 42
2023-06-12 16:07:24 0.670712 0.014284 412 1.63077 42
2023-06-12 16:07:25 0.693006 0.022294 417 0.885642 42
2023-06-12 16:07:26 0.714492 0.021486 422 0.287019 41
2023-06-12 16:07:27 0.738863 0.024371 427 -0.357659 41
2023-06-12 16:07:28 0.765603 0.02674 432 -1.073777 41
2023-06-12 16:07:29 0.792473 0.0268699999999999 437 -1.953202 41
2023-06-12 16:07:30 0.814998 0.022525 442 -2.60648 41
2023-06-12 16:07:31 0.838741 0.023743 447 -3.428031 40
2023-06-12 16:07:32 0.855952 0.0172110000000001 452 -3.961281 40
2023-06-12 16:07:33 0.870162 0.0142099999999999 457 -4.44256 40
2023-06-12 16:07:34 0.879968 0.00980599999999998 462 -4.955284 40
2023-06-12 16:07:35 0.881692 0.00172400000000006 465 -5.254749 40
2023-06-12 16:07:36 0.875598 -0.00609400000000004 468 -5.354549 39
2023-06-12 16:07:37 0.86359 -0.012008 471 -5.318421 39
2023-06-12 16:07:38 0.840586 -0.0230039999999999 469 -5.092266 39
2023-06-12 16:07:39 0.813902 -0.026684 468 -4.742644 39
2023-06-12 16:07:40 0.777516 -0.036386 468 -4.251964 39
2023-06-12 16:07:41 0.733436 -0.04408 466 -3.464345 38
2023-06-12 16:07:42 0.683995 -0.049441 464 -2.710643 38
2023-06-12 16:07:43 0.632749 -0.051246 466 -1.915451 38
2023-06-12 16:07:44 0.57275 -0.059999 464 -0.768698 38
2023-06-12 16:07:45 0.514926 -0.057824 464 0.16022 38
2023-06-12 16:07:46 0.457245 -0.057681 464 0.977431 37
2023-06-12 16:07:47 0.397223 -0.060022 460 2.073378 37
2023-06-12 16:07:48 0.34435 -0.052873 456 2.797021 37
2023-06-12 16:07:49 0.297805 -0.046545 456 3.399519 37
2023-06-12 16:07:50 0.256335 -0.04147 454 3.789575 37
2023-06-12 16:07:51 0.223766 -0.032569 453 4.184459 36
2023-06-12 16:07:52 0.197711 -0.026055 455 4.24011 36
2023-06-12 16:07:53 0.180604 -0.017107 452 4.141198 36
2023-06-12 16:07:54 0.168221 -0.012383 455 3.900006 36
2023-06-12 16:07:55 0.168955 0.000733999999999985 454 3.339482 36
2023-06-12 16:07:56 0.171758 0.002803 454 2.827883 35
2023-06-12 16:07:57 0.170291 -0.001467 455 2.487057 35
2023-06-12 16:07:58 0.167687 -0.002604 455 2.414237 35
2023-06-12 16:07:59 0.154133 -0.013554 458 2.86081 36
2023-06-12 16:08:00 0.127469 -0.026664 456 3.4693 36
2023-06-12 16:08:01 0.095973 -0.031496 459 4.226419 36
2023-06-12 16:08:02 0.065605 -0.030368 459 5.029934 36
2023-06-12 16:08:03 0.035735 -0.02987 459 5.808317 36
2023-06-12 16:08:04 0.021117 -0.014618 461 6.155098 36
2023-06-12 16:08:05 0.017342 -0.003775 466 6.19576 36
2023-06-12 16:08:06 0.029657 0.012315 472 5.864818 36
2023-06-12 16:08:07 0.048462 0.018805 477 5.351365 36
2023-06-12 16:08:08 0.078944 0.030482 482 4.593802 36
2023-06-12 16:08:09 0.123285 0.044341 487 3.37448 36
2023-06-12 16:08:10 0.166545 0.04326 492 2.421659 35
2023-06-12 16:08:11 0.2093 0.042755 497 1.495845 35
2023-06-12 16:08:12 0.250814 0.041514 502 0.582953 35
2023-06-12 16:08:13 0.285312 0.034498 507 0.087969 35
2023-06-12 16:08:14 0.310582 0.02527 511 -0.238777 35
2023-06-12 16:08:15 0.330624 0.0200419999999999 516 -0.449418 34
2023-06-12 16:08:16 0.350922 0.020298 518 -0.673439 34
2023-06-12 16:08:17 0.368228 0.017306 516 -0.89786 34
2023-06-12 16:08:18 0.389834 0.021606 517 -1.190062 34
2023-06-12 16:08:19 0.413243 0.023409 514 -1.784796 34
2023-06-12 16:08:20 0.439882 0.026639 512 -2.339612 33
2023-06-12 16:08:21 0.463559 0.023677 511 -2.792228 33
2023-06-12 16:08:22 0.48707 0.023511 507 -3.340789 33
2023-06-12 16:08:23 0.502101 0.015031 501 -3.603487 33
2023-06-12 16:08:24 0.506899 0.00479799999999997 495 -3.645154 33
2023-06-12 16:08:25 0.503238 -0.00366100000000003 487 -3.506173 32
2023-06-12 16:08:26 0.488343 -0.0148949999999999 480 -3.041906 33
    472  33
    465  33
    457  34
    450  34
    442  34
    436  34
    436  34
    439  35
    440  35
    446  35
    451  35
    457  35
    462  36
    467  36
    472  36
    477  36
    482  36
    487  37
    492  36
    497  36
    502  36
    507  35
    512  35
    517  35
    522  35
    527  35
    532  34
    533  34
    533  34
    527  34
    526  34
    531  33
    533  33
    540  33
    547  33
    552  33
    557  32
    562  32
    567  32
    568  32
    558  32
    552  31
    545  31
    537  31
    530  31
    522  31
    515  31
    507  31
    507  31
    510  31
    511  31
    511  31
    504  32
    497  32
    490  32
    482  32
    475  32
    471  33
    479  33
    484  33
    490  33
