Index,Time,field.velocity_x,field.velocity_y,field.velocity_z,field.dvl_roll,field.dvl_pitch,field.dvl_yaw,field.depth_data,field.depth_rate,field.roll_data,field.pitch_data,field.yaw_data,field.yaw_rate_data,field.lat,field.long,field.gps_status,field.navigasi_north,field.navigasi_east,field.navigasi_depth,field.voltage,field.current,field.humidity,field.temperature,field.pressure,field.surge,field.des_mm,field.cur_mm,field.roll_sp,field.servo_position,field.yaw_sp,field.internal_volume,field.bow_percentage
1.6971E+18,1.40052992,-0.0071,0.0147,-0.0328,4.900000095,7.880000114,356.7000122,-0.066338878,-0.006993056,4.292355316,5.411847429,347.6797547,-0.132545918,-6.886689417,107.6106944,0,-2.032249922,2.284319645,0.055507291,21.22650146,1674,61.40000153,35.29999924,-2.578125,0.016324828,159.8616175,159,0,0,0,195,0.09594319
1.6971E+18,1.500279808,0.0037,0.072999999,-0.0144,4.71999979,9.239999771,8.5,-0.06838439,-0.005937753,4.29157628,5.526755314,347.7259229,-0.082464847,-6.886689045,107.6106949,0,-2.032249922,2.284319645,0.055507291,21.22650146,1674,61.40000153,35.29999924,-2.578125,0.073093706,159.8616175,159,0,0,0,195,0.093750954
1.6971E+18,1.600279808,0.0037,0.072999999,-0.0144,4.71999979,9.239999771,8.5,-0.079635005,-0.012321436,4.293806614,5.583376404,347.7464512,-0.069799845,-6.886688684,107.6106954,0,-2.032249922,2.284319645,0.055507291,21.22650146,1674,61.40000153,35.29999924,-2.578125,0.073093706,159.8616175,159,0,0,0,195,0.095236592
1.6971E+18,1.70009984,0.0037,0.072999999,-0.0144,4.71999979,9.239999771,8.5,-0.073498349,-0.009491061,4.292360869,5.700434327,347.7788154,-0.089447139,-6.886688427,107.6106958,0,-2.032249922,2.284319645,0.055507291,21.22650146,1674,61.40000153,35.29999924,-2.578125,0.073093706,159.8616175,159,0,0,0,195,0.104466125
1.6971E+18,1.800189952,0.0037,0.072999999,-0.0144,4.71999979,9.239999771,8.5,-0.076566677,-0.010056648,4.295310872,5.821403235,347.7417223,-0.0521344,-6.886688161,107.6106961,0,-2.032249922,2.284319645,0.055507291,21.23447037,1646,61.40000153,35.29999924,-2.578125,0.073093706,159.8616175,159,0,0,0,195,0.098113559
1.6971E+18,1.900269824,0.0037,0.072999999,-0.0144,4.71999979,9.239999771,8.5,-0.077589493,-0.009436113,4.292828974,5.935834899,347.7578497,-0.100643513,-6.886687863,107.6106963,0,-2.032249922,2.284319645,0.055507291,21.23447037,1646,61.40000153,35.29999924,-2.578125,0.073093706,159.8616175,159,0,0,0,195,0.127751112
1.6971E+18,2.000310016,0.0037,0.072999999,-0.0144,4.71999979,9.239999771,8.5,-0.080657821,-0.008813539,4.290549524,6.058601485,347.7763279,-0.054093306,-6.886687512,107.6106964,0,-2.032249922,2.284319645,0.055507291,21.23447037,1646,61.40000153,35.29999924,-2.578125,0.073093706,159.8616175,159,0,0,0,195,0.105656542
1.6971E+18,2.100079872,0.0037,0.072999999,-0.0144,4.71999979,9.239999771,8.5,-0.087817292,-0.017163254,4.289386948,6.238017777,347.8142957,-0.050560184,-6.886687269,107.6106969,-1,-2.032249922,2.284319645,0.055507291,21.23447037,1646,61.40000153,35.29999924,-2.578125,0.073093706,159.8616175,159,0,0,0,195,0.103792325
1.6971E+18,2.20009984,0.0037,0.072999999,-0.0144,4.71999979,9.239999771,8.5,-0.081680636,-0.011232194,4.286644091,6.345527377,347.842997,-0.023162083,-6.886687184,107.6106971,-1,-2.032249922,2.284319645,0.055507291,21.23447037,1646,61.40000153,35.29999924,-2.28515625,0.073093706,159.8616175,159,0,0,0,195,0.094098106
1.6971E+18,2.300109824,0.0037,0.072999999,-0.0144,4.71999979,9.239999771,8.5,-0.086794596,-0.012760953,4.283420742,6.39109845,347.855653,-0.089677582,-6.886687008,107.6106974,-1,-2.032249922,2.284319645,0.055507291,21.23447037,1646,61.40000153,35.29999924,-2.28515625,0.073093706,159.8616175,159,0,0,0,200,0.096369609
1.6971E+18,2.400109824,0.0037,0.072999999,-0.0144,4.71999979,9.239999771,8.5,-0.090885739,-0.010773891,4.279675472,6.500734598,347.8876618,-0.020641331,-6.886686826,107.6106978,-1,-1.9653127,2.705443411,0.054632609,21.23447037,1646,61.40000153,35.29999924,-2.28515625,0.073093706,159.8616175,159,0,0,0,200,0.096705824
1.6971E+18,2.500279808,0.0033,-0.0044,-0.0239,4.849999905,10.17000008,9.300000191,-0.093954067,-0.011454519,4.267326206,6.547450735,347.9061673,-0.133007283,-6.886686635,107.6106981,-1,-1.9653127,2.705443411,0.054632609,21.23447037,1646,61.40000153,35.29999924,-2.28515625,0.0055,159.8616175,159,0,0,0,200,0.09765707
1.6971E+18,2.600189952,0.0033,-0.0044,-0.0239,4.849999905,10.17000008,9.300000191,-0.093954067,-0.011117027,4.259895889,6.58144389,347.9282537,-0.086335885,-6.886686437,107.6106984,-1,-1.9653127,2.705443411,0.054632609,21.23447037,1646,61.40000153,35.29999924,-2.28515625,0.0055,159.8616175,159,0,0,0,200,0.097289421
