Time,BE,MM,depth_rate,Pitch,be_rate,mm_rate,pitch
770.0181798,52.5,-66,-6.139187619,-9.127821228,0,3,-9.127821228
772.0193498,52.5,-66,-8.177503703,-8.448640632,0,0,-8.448640632
774.0261299,52.5,-64,0.509665145,-8.02124771,0,2,-8.02124771
776.01826,52.5,-60,-3.593877578,-7.953982349,0,4,-7.953982349
778.0186399,52.5,-56,-3.579085704,-7.684309297,0,4,-7.684309297
780.01827,52.5,-52,-0.511472651,-7.623279645,0,4,-7.623279645
782.0183501,52.5,-49,-2.556847416,-7.373552319,0,3,-7.373552319
784.0183002,52.5,-46,1.022811431,-7.142717481,0,3,-7.142717481
786.0227999,52.5,-43,-3.571729681,-6.99179368,0,3,-6.99179368
788.0183199,52.5,-40,-3.075246258,-6.689735943,0,3,-6.689735943
790.0262098,52.5,-40,-3.565669333,-6.243096036,0,0,-6.243096036
792.0184699,52.5,-38,-1.540124158,-5.960388643,0,2,-5.960388643
794.01843,52.5,-35,-8.693868668,-5.641129319,0,3,-5.641129319
796.0210801,52.5,-33,-0.510701342,-5.382534472,0,2,-5.382534472
798.01824,52.5,-30,-3.584826324,-5.177735855,0,3,-5.177735855
800.0186301,52.5,-30,-8.691969706,-4.799212098,0,0,-4.799212098
802.0239598,52.5,-29,-5.100337966,-4.239631117,0,1,-4.239631117
804.01839,52.5,-29,-1.025642209,-3.91508767,0,0,-3.91508767
806.0182999,52.5,-27,-6.648393012,-3.635231619,0,2,-3.635231619
808.0184399,52.5,-29,0,-3.235911559,0,-2,-3.235911559
810.01843,52.5,-25,-2.045582016,-3.439799378,0,4,-3.439799378
812.0202898,52.5,-20,2.043671353,-3.689566853,0,5,-3.689566853
814.01837,52.5,-18,0.511869379,-3.66167316,0,2,-3.66167316
816.01842,52.5,-20,0.511395088,-3.34600727,0,-2,-3.34600727
818.0194099,52.5,-20,-2.555714639,-2.946637239,0,0,-2.946637239
820.0183398,52.5,-20,1.535015048,-2.994181315,0,0,-2.994181315
822.0185902,52.5,-20,0,-3.28474741,0,0,-3.28474741
824.0184899,52.5,-20,1.022837224,-3.490660767,0,0,-3.490660767
826.0193098,52.5,-20,3.067070454,-3.675904671,0,0,-3.675904671
828.01855,52.5,-20,-3.069494017,-3.59899788,0,0,-3.59899788
830.0185198,52.5,-20,-2.557018277,-3.289177966,0,0,-3.289177966
