Time,field.velocity_x,field.velocity_y,field.velocity_z,field.dvl_roll,field.dvl_pitch,field.dvl_yaw,field.depth_data,field.depth_rate,field.roll_data,field.pitch_data,field.yaw_data,field.yaw_rate_data,field.lat,field.long,field.gps_status,field.navigasi_north,field.navigasi_east,field.navigasi_depth,field.voltage,field.current,field.humidity,field.temperature,field.pressure,field.surge,field.des_mm,field.cur_mm,field.roll_sp,field.servo_position,field.yaw_sp,field.internal_volume,field.bow_percentage,depth_rate,be_rate,mm_rate,pitch
70,-0.048299998,-0.0013,-0.022700001,4.639999866,6.480000019,237.1000061,3.445904155,-0.005555465,4.344162098,3.404963762,358.5253916,0.106521503,-6.88691513,107.6106977,-1,5.280674781,-3.128507339,3.499373406,21.09290123,3306,61.29999924,35.20000076,-1.796875,0.04831749,108.5784118,110,0,0,0,105,0.097491033,-5.555465,-17.5,-2,3.404963762
71,-0.0447,-0.0004,-0.025600001,4.539999962,6.920000076,238.3000031,3.430562396,-0.007755187,4.435543422,4.110603623,357.8790373,0.016232405,-6.886923307,107.6107006,-1,5.353555569,-3.188272441,3.521118865,21.08897209,3320,61.29999924,35.20000076,-2.1875,0.04470179,107.6671046,108,0,0,0,90,0.085667446,-7.755187,-15,-2,4.110603623
72,-0.052200001,0.0056,-0.0266,4.610000134,8.18999958,237.3999939,3.409082313,-0.012496149,4.457310317,4.76402348,358.0090954,-0.045294513,-6.886931525,107.6107037,-1,5.452259399,-3.214774541,3.531682891,21.09696007,3234,61.29999924,35.20000076,-2.3828125,0.052499525,107.1218277,108,0,0,0,72.5,0.081513949,-12.496149,-17.5,0,4.76402348
73,-0.040799998,0.0076,-0.032499999,4.730000019,8.489999771,238.1000061,3.387604613,-0.016331768,4.449795433,5.460752898,358.4768453,0.027023895,-6.886939801,107.6107072,-1,5.480602095,-3.246632239,3.551248897,21.08091927,3334,61.29999924,35.20000076,-2.96875,0.041501805,105.3298692,106,0,0,0,57.5,0.058461305,-16.331768,-15,-2,5.460752898
74,-0.038799997,0.0045,-0.038200002,4.690000057,9.210000038,333.5,3.359989424,-0.018424321,4.484527477,6.237762796,358.8733612,-0.047354666,-6.886947743,107.6107108,-1,5.520659774,-3.330986634,3.533318906,21.21456146,1674,61.29999924,35.20000076,-0.91796875,0.039060079,103.1968179,104,0,0,0,52.5,0.039232772,-18.424321,-5,-2,6.237762796
75,-0.037099998,0.0036,-0.041999999,4.730000019,10.02999973,334.2000122,3.331351419,-0.021161228,4.492135469,7.05189908,359.1908528,-0.071833437,-6.88695657,107.6107151,-1,5.620594226,-3.465062384,3.537570291,21.21850204,1680,61.29999924,35.20000076,-1.11328125,0.037274252,97.85398912,100,0,0,0,52.5,0.025617398,-21.161228,0,-4,7.05189908
76,-0.035,-0.0004,-0.043299999,4.710000038,10.72999954,334.7999878,3.295554061,-0.024615945,4.484402336,7.796338504,359.4607274,-0.034861126,-6.886965059,107.6107196,-1,5.648674562,-3.551796762,3.497461133,21.21847153,1626,61.29999924,35.20000076,-2.67578125,0.035002286,96.236786,97,0,0,0,52.5,0.01367764,-24.615945,0,-3,7.796338504
77,-0.0296,-0.0033,-0.043900002,4.679999828,11.56000042,335.2999878,3.26691689,-0.026336769,4.488178784,8.403170356,359.6611722,-0.010328707,-6.886973627,107.6107244,-1,5.635776522,-3.625910157,3.495393208,21.22649002,1640,61.29999924,35.20000076,-1.89453125,0.029783385,94.0339367,95,0,0,0,52.5,0.000507658,-26.336769,0,-2,8.403170356
78,-0.029100001,-0.0039,-0.0427,4.699999809,12.06000042,335.5,3.234186907,-0.026167279,4.479452635,8.808475201,359.7991299,-0.013560006,-6.886982285,107.6107295,-1,5.684047268,-3.650917922,3.494810471,21.21844101,1646,61.29999924,35.20000076,-1.015625,0.029360178,94.71824921,95,0,0,0,52.5,0.000295815,-26.167279,0,0,8.808475201
79,-0.0254,-0.0077,-0.040400002,4.639999866,12.38000011,335.8999939,3.203503389,-0.028660882,4.498609502,8.998382433,359.828952,0.029222668,-6.886917329,107.610686,-1,5.650955464,-3.687519519,3.462768116,21.21855164,1674,61.29999924,35.20000076,-2.96875,0.026541477,96.03907025,95,0,0,0,52.5,0.002378877,-28.660882,0,0,8.998382433
80,-0.023200002,-0.01,-0.038799997,4.730000019,12.47000027,336.1000061,3.164638419,-0.033945452,4.494866795,8.960037095,359.7750755,-0.08469807,-6.886884928,107.6106631,-1,5.671479034,-3.77899559,3.422670269,21.21847153,1614,61.29999924,35.20000076,-2.3828125,0.025263414,97.42276001,97,0,0,0,52.5,0.009130526,-33.945452,0,2,8.960037095
81,-0.02,-0.010100001,-0.037,4.739999771,12.43999958,336,3.133954902,-0.033782806,4.402221673,8.767799587,359.7904375,-0.078520942,-6.886865779,107.6106486,-1,5.648675268,-3.769991742,3.411450315,21.21043968,1674,61.29999924,35.20000076,-1.69921875,0.02240558,101.4748794,101,0,0,0,52.5,0.005071336,-33.782806,0,4,8.767799587
82,-0.0186,-0.012800001,-0.0363,4.539999962,12.03999996,336.7000122,3.100202103,-0.033826787,4.320787586,8.487660794,359.7122332,-0.045277603,-6.886869316,107.6106513,-1,5.588111132,-3.820311465,3.38682894,21.22647095,1640,61.29999924,35.20000076,-2.578125,0.022578751,107.6957644,105,0,0,0,52.5,0.014138228,-33.826787,0,4,8.487660794
83,-0.016700001,-0.017999999,-0.035299998,4.639999866,11.93999958,336.5,3.061335583,-0.038786165,4.301683254,8.191019581,359.5633962,-0.01320488,-6.886856738,107.6106406,-1,5.483670582,-3.898437883,3.322733102,21.22248077,1660,61.29999924,35.20000076,-2.48046875,0.024553819,112.9737834,110,0,0,0,52.5,0.022505354,-38.786165,0,5,8.191019581
84,-0.0151,-0.0198,-0.0372,4.579999924,11.64999962,336.6000061,3.026562471,-0.037090797,4.245958226,7.988209557,357.987173,-0.037706972,-6.886848444,107.6106329,-1,5.442287507,-3.944478864,3.280090162,21.21850204,1674,61.20000076,35.20000076,-2.1875,0.024900803,116.5018518,114,0,0,0,52.5,0.134983197,-37.090797,0,4,7.988209557
85,-0.012399999,-0.0092,-0.037500001,4.639999866,11.46000004,337.2000122,2.989740629,-0.039854031,4.231728851,7.808950866,356.9712548,-0.118354502,-6.886842803,107.6106272,-1,5.401149962,-3.944402161,3.249042148,21.19066238,1800,61.20000076,35.20000076,-2.48046875,0.015440207,120.3025837,118,0,0,0,52.5,0.175442517,-39.854031,0,4,7.808950866
86,-0.011100001,0.0029,-0.037999999,4.670000076,11.21000004,337.6000061,2.951898355,-0.039112691,4.219538894,7.640975391,356.5091085,-0.177048965,-6.886838924,107.6106231,-1,5.353837133,-3.943150739,3.187440176,21.21865082,1754,61.20000076,35.20000076,-1.89453125,0.011472577,124.0679806,122,0,0,0,52.5,0.182844728,-39.112691,0,4,7.640975391
87,-0.0084,0.0147,-0.039700001,4.559999943,10.96000004,338.8999939,2.916100879,-0.037970036,4.287167719,7.561330013,357.3247733,-0.099295515,-6.886836293,107.6106203,-1,5.301008749,-3.968691027,3.142103005,21.21459198,1774,61.20000076,35.20000076,-2.08984375,0.016930741,127.1036611,126,0,0,0,52.5,0.080091186,-37.970036,0,4,7.561330013
88,-0.0048,0.0113,-0.043599997,4.760000229,11.01000023,340.3999939,2.878258724,-0.036740281,4.348020123,7.709382826,358.77646,-0.253041542,-6.886834399,107.6106181,-1,5.243264958,-3.999100718,3.093697991,21.226511,1666,61.20000076,35.20000076,-1.89453125,0.012277215,127.0518635,127,0,0,0,52.5,0.009763323,-36.740281,0,1,7.709382826
89,-0.0025,0.012800001,-0.047699999,4.78000021,11.32999992,341.7999878,2.833255429,-0.039398704,4.319764247,8.052607346,360.1803111,-0.275286045,-6.886835439,107.6106191,-1,5.231105367,-4.047762795,3.066496214,21.21844101,1660,61.20000076,35.20000076,-1.9921875,0.013041856,125.8482427,127,0,0,0,52.5,-0.088783428,-39.398704,0,0,8.052607346
90,-0.063099995,0.0117,-0.063699998,4.699999809,11.60999966,343.1000061,2.787230034,-0.041858427,4.255138812,8.561319037,1.369894476,-0.195254045,-6.88683655,107.6106201,-1,5.188287272,-4.043364641,3.029145211,21.2065506,1680,61.20000076,35.20000076,-1.9921875,0.064175536,123.3683656,125,0,0,0,52.5,-0.115121476,-41.858427,0,-2,8.561319037
91,0.0019,-0.078500003,-0.070300005,4.75,12.07999992,344.2000122,2.743250389,-0.04060141,4.228546931,9.106211507,2.509022665,-0.200107261,-6.886837603,107.610621,-1,5.152118654,-3.998097999,2.995840795,21.19457054,1754,61.20000076,35.20000076,-2.3828125,0.078522993,121.274024,123,0,0,0,52.5,-0.159590065,-40.60141,0,-2,9.106211507
92,0.063900001,-0.0019,-0.062200002,4.639999866,12.73999977,345.2000122,2.692111154,-0.045491774,4.198977712,9.499022725,3.150914576,-0.091164168,-6.886838622,107.6106219,-1,5.100708372,-3.985389824,2.967274164,21.20660973,1766,61.20000076,35.20000076,-2.48046875,0.063928242,121.095348,122,0,0,0,52.5,-0.174867198,-45.491774,0,-1,9.499022725
93,0.0093,0.067699999,-0.062400002,4.570000172,13.06999969,345.8999939,2.647107739,-0.044120148,4.191299675,9.714978136,3.333829486,-0.070931882,-6.88683961,107.6106227,-1,5.074562256,-4.034900286,2.946503376,21.21063042,1720,61.20000076,35.20000076,-2.578125,0.068335787,122.528211,122,0,0,0,52.5,-0.168415889,-44.120148,0,0,9.714978136
94,0.0136,-0.018299999,-0.043599997,4.610000134,13.26000023,345.8999939,2.602106829,-0.042940021,4.1632471,9.781377331,3.144423032,-0.022723606,-6.886838104,107.6106209,-1,5.114373835,-4.049793567,2.902358285,21.21859169,1700,61.20000076,35.20000076,-1.89453125,0.022800218,123.2154071,122,0,0,0,52.5,-0.147535056,-42.940021,0,0,9.781377331
95,0.0136,-0.018299999,-0.043599997,4.610000134,13.26000023,345.8999939,2.560171146,-0.04329101,4.140603789,9.746819545,2.769970851,-0.02968484,-6.886837057,107.6106196,-1,5.152738954,-3.953236129,2.883140814,21.20267105,1734,61.20000076,35.20000076,-1.89453125,0.022800218,125.8484155,124,0,0,0,52.5,-0.123198397,-43.29101,0,2,9.746819545
96,0.0136,-0.018299999,-0.043599997,4.610000134,13.26000023,345.8999939,2.512101014,-0.04572079,4.116735973,9.650412069,2.352044888,0.040282532,-6.886836398,107.6106187,-1,5.115823312,-3.914908668,2.79057193,21.22650146,1706,61.20000076,35.20000076,-1.9921875,0.022800218,128.0224505,126,0,0,0,52.5,-0.103944771,-45.72079,0,2,9.650412069
97,0.0136,-0.018299999,-0.043599997,4.610000134,13.26000023,345.8999939,2.468120475,-0.046832964,4.108665001,9.563696422,2.002125736,0.00760095,-6.886836138,107.6106183,-1,5.031007783,-3.852122023,2.754436946,21.20258141,1740,61.20000076,35.20000076,-1.9921875,0.022800218,130.9178077,129,0,0,0,52.5,-0.088427208,-46.832964,0,3,9.563696422
98,0.0153,-0.0766,-0.0484,4.539999962,13.18000031,345.1000061,2.424141545,-0.044391524,4.136225553,9.57988791,1.647303011,0.154156052,-6.886836191,107.610618,-1,4.855135037,-3.747286528,2.732373954,21.21450233,1680,61.20000076,35.20000076,-2.08984375,0.078113059,132.2110281,131,0,0,0,52.5,-0.070071891,-44.391524,0,2,9.57988791
99,0.0099,-0.057,-0.036800001,4.559999943,13.27000046,344.8999939,2.369933982,-0.048695859,4.109022059,9.669393396,1.229206954,-0.013878673,-6.886836499,107.6106178,-1,4.583838789,-3.587229395,2.66398521,21.21051979,1706,61.20000076,35.20000076,-2.67578125,0.057853349,134.0535218,133,0,0,0,52.5,-0.044789787,-48.695859,0,2,9.669393396
100,0.0092,0.018299999,-0.064000003,4.349999905,13.18999958,344.5,2.326977034,-0.047582839,4.06220299,9.817492335,359.8519678,0.095377736,-6.886837028,107.6106177,-1,4.453891563,-3.648990328,2.624417194,21.214571,1674,61.20000076,35.20000076,-1.69921875,0.02048243,134.5067022,134,0,0,0,52.5,0.055037644,-47.582839,0,1,9.817492335
101,0.034000002,-0.039999999,-0.041000001,4.460000038,13.47000027,344.2999878,2.281974514,-0.044403128,4.080620541,9.986511651,358.525911,0.118544135,-6.886837771,107.6106177,-1,4.39045161,-3.654378514,2.560928813,21.2065506,1706,61.20000076,35.20000076,-1.89453125,0.05249762,134.5898711,134,0,0,0,52.5,0.119487196,-44.403128,0,0,9.986511651
102,0.022399999,-0.090800002,-0.048999999,4.46999979,13.68000031,343.8999939,2.229812462,-0.047008339,4.166933002,10.1807685,357.5004529,0.141366563,-6.886838573,107.6106178,-1,4.33609604,-3.602825532,2.56288986,21.20650101,1746,61.10000229,35.20000076,-2.1875,0.093522192,134.6485813,134,0,0,0,52.5,0.151538402,-47.008339,0,0,10.1807685
103,0.064300001,-0.008,-0.046400003,4.46999979,13.77999973,344.1000061,2.184809942,-0.047266029,4.219485079,10.24919729,356.9380979,-0.081077522,-6.886839443,107.6106179,-1,4.280320649,-3.563550662,2.503272056,21.22255135,1714,61.10000229,35.20000076,-1.50390625,0.064795757,134.8537036,134,0,0,0,52.5,0.166464463,-47.266029,0,0,10.24919729
104,0.016799999,-0.066599995,-0.034700003,4.590000153,13.88000011,344.2999878,2.141853828,-0.044179246,4.218981097,10.17220252,356.7571154,-0.091629604,-6.886840367,107.6106181,-1,4.226309087,-3.594725401,2.436698791,21.21459198,1720,61.10000229,35.20000076,-2.87109375,0.068686238,136.4945597,135,0,0,0,52.5,0.14952521,-44.179246,0,1,10.17220252
105,0.117699996,0.051099997,-0.0186,4.519999981,13.84000015,344.8999939,2.091736574,-0.04733282,4.300835026,10.05230948,356.8418254,-0.098074734,-6.886841298,107.6106183,-1,4.168083744,-3.644546853,2.377096212,21.20654106,1720,61.10000229,35.20000076,-0.4296875,0.128314063,138.3291793,137,0,0,0,52.5,0.15002133,-47.33282,0,2,10.05230948
106,0.033,-0.065699995,-0.0328,4.650000095,13.61999989,345.7000122,2.036506195,-0.051012427,4.365432699,9.938282287,357.161121,-0.155577706,-6.886842336,107.6106186,-1,4.103028164,-3.694654855,2.343728571,21.21052933,1694,61.10000229,35.20000076,-2.578125,0.073522033,140.4731699,139,0,0,0,52.5,0.130708054,-51.012427,0,2,9.938282287
107,0.055,-0.081300005,-0.0352,4.710000038,13.47000027,346.7000122,1.991503675,-0.047516007,4.330804014,9.883463573,357.5717142,-0.263610081,-6.886843301,107.610619,-1,4.10755427,-3.685218807,2.297020779,21.22649002,1674,61.10000229,35.20000076,-2.7734375,0.098156461,142.0155085,141,0,0,0,52.5,0.10542354,-47.516007,0,2,9.883463573
108,0.039900001,0.0254,-0.0363,4.78000021,13.35000038,348,1.939341683,-0.050508823,4.291673232,9.958913941,358.5214827,-0.197409929,-6.886844197,107.6106193,-1,4.096376121,-3.694808078,2.239464477,21.21853065,1686,61.10000229,35.20000076,-2.67578125,0.047298732,142.3141312,142,0,0,0,52.5,0.037844174,-50.508823,0,1,9.958913941
109,0.063500002,-0.038699999,-0.0359,4.630000114,13.47000027,349,1.887179662,-0.051087856,4.34032372,10.17604389,359.3649743,-0.002623338,-6.886844991,107.6106195,-1,4.07175614,-3.749836272,2.194534399,21.22243118,1620,61.10000229,35.20000076,-2.1875,0.074363568,141.5902824,142,0,0,0,52.5,0.004705052,-51.087856,0,0,10.17604389
110,0.079700001,-0.0047,-0.044099998,4.690000057,13.76000023,349.7000122,1.835018445,-0.049885802,4.364048884,10.51056148,360.1245485,-0.216085557,-6.886843371,107.6106189,-1,4.033382737,-3.751135384,2.145832501,21.2304306,1600,61.10000229,35.20000076,-1.9921875,0.079838462,139.5478546,141,0,0,0,52.5,-0.032025836,-49.885802,0,-1,10.51056148
111,-0.0131,-0.0418,-0.055400003,4.659999847,14.02999973,350.6000061,1.772626985,-0.054196704,4.317716713,10.91227524,0.638994976,-0.146794192,-6.886841644,107.6106183,-1,4.093375085,-3.820319415,2.110923544,21.22245216,1646,61.10000229,35.20000076,-1.796875,0.04380468,137.6657299,139,0,0,0,52.5,-0.056151297,-54.196704,0,-2,10.91227524
112,0.057700001,0.0044,-0.049599998,4.699999809,14.35999966,351.3999939,1.713306282,-0.057451867,4.307159573,11.30848107,1.287269626,-0.116075478,-6.886839826,107.6106177,-1,4.120658022,-3.882653022,2.039949205,21.23048019,1626,61.10000229,35.20000076,-2.48046875,0.057867522,135.7141349,137,0,0,0,52.5,-0.090953358,-57.451867,0,-2,11.30848107
113,0.041000001,0.047499999,-0.064000003,4.659999847,15.02000046,9.800000191,1.652961988,-0.056472503,4.283617636,11.64921217,1.787308022,-0.166775181,-6.88683792,107.6106171,-1,4.112537566,-3.914340879,1.985560722,21.21851158,1694,61.10000229,35.20000076,-2.28515625,0.06274751,135.6078374,136,0,0,0,55,-0.105917193,-56.472503,2.5,-1,11.64921217
114,0.071099997,-0.0264,-0.0458,4.610000134,15.14999962,9.800000191,1.591594916,-0.057606615,4.211815157,11.80628028,2.12936986,-0.048273976,-6.886839842,107.6106177,-1,4.144325343,-3.896200297,1.959959612,21.21051979,1706,61,35.20000076,-1.2109375,0.075843058,136.532977,136,0,0,0,60,-0.116219997,-57.606615,5,0,11.80628028
115,0.065899998,0.0076,-0.048,4.579999924,15.53999996,9.800000191,1.534318984,-0.058991678,4.253202753,11.70265561,2.254834244,0.103031422,-6.886841474,107.6106181,-1,4.12879379,-3.811789838,1.906031777,21.10102081,3306,61,35.20000076,-1.6015625,0.06633679,137.585594,136,0,0,0,75,-0.117119864,-58.991678,15,0,11.70265561
116,0.026000001,-0.059700001,-0.0251,4.619999886,15.15999985,353,1.477043048,-0.059163786,4.328650132,11.34142014,2.24916402,0.022594761,-6.886839818,107.6106176,-1,4.199731083,-3.712430092,1.841194253,21.08114052,3432,61,35.20000076,-2.48046875,0.065115975,142.4411863,139,0,0,0,80,-0.113135584,-59.163786,5,3,11.34142014
117,0.116400003,-0.051799998,-0.023200002,4.570000172,14.72000027,9.699999809,1.428972174,-0.056415461,4.288458426,10.78157991,2.123679349,-0.03138295,-6.886838056,107.610617,-1,4.21451912,-3.69639668,1.779700471,21.21847153,1654,61,35.20000076,-1.796875,0.127405654,148.9321007,145,0,0,0,90,-0.099800192,-56.415461,10,6,10.78157991
118,0.0559,-0.104800001,-0.0089,4.610000134,14.10000038,10,1.376810167,-0.055309594,4.221506559,10.13536913,1.918350696,0.060623236,-6.886836169,107.6106163,-1,4.179808539,-3.719740338,1.687932004,21.08492088,3386,61,35.20000076,-2.3828125,0.118776471,156.8231368,152,0,0,0,105,-0.090040162,-55.309594,15,7,10.13536913
119,0.0131,-0.0125,-0.031500001,4.570000172,13.60000038,354,1.331807632,-0.052330416,4.260292241,9.53791561,1.546882793,0.065778373,-6.886834037,107.6106156,-1,4.182286383,-3.736027516,1.634018745,21.10486984,3214,61,35.20000076,-1.69921875,0.018106905,164.5544522,160,0,0,0,107.5,-0.073509052,-52.330416,2.5,8,9.53791561
120,0.047200002,0.0073,-0.025600001,4.639999866,13.26000023,10.10000038,1.28987347,-0.050961848,4.291935901,9.039439878,0.73106212,0.00884432,-6.886831703,107.6106148,-1,4.147028844,-3.826773623,1.602987016,21.21062088,1700,61,35.20000076,-1.796875,0.047761178,171.3108171,168,0,0,0,117.5,-0.005599392,-50.961848,10,8,9.039439878
121,0.0495,-0.047200002,-0.034900002,4.639999866,12.67000008,10.19999981,1.247939308,-0.04522093,4.304831432,8.792387072,359.9840486,0.103031328,-6.886829208,107.610614,-1,4.065798174,-3.848775199,1.531311899,21.09695053,3234,61,35.20000076,-2.3828125,0.068396565,176.2925946,174,0,0,0,132.5,-0.034225069,-45.22093,15,6,8.792387072
122,0.064999998,-0.0298,-0.040099997,4.730000019,12.36999989,353.7000122,1.200891216,-0.049050756,4.252112785,8.787473676,359.1238556,0.012173489,-6.886833573,107.6106153,-1,3.998432699,-3.751676489,1.484193412,21.1086998,3114,61,35.20000076,-2.08984375,0.071505522,172.2926583,175,0,0,0,137.5,0.068452105,-49.050756,5,1,8.787473676
123,0.054299999,0.018299999,-0.0317,4.489999771,12.53999996,234.5,1.161002625,-0.044497915,4.247049475,8.983490194,358.1665975,0.049020536,-6.886830944,107.6106145,-1,4.036224636,-3.752634164,1.433410534,21.2184124,1626,61.10000229,35.20000076,-1.89453125,0.057300784,166.6510771,170,0,0,0,127.5,0.133098468,-44.497915,-10,-5,8.983490194
124,0.0403,-0.021600001,-0.041999999,4.710000038,12.39000034,235.6999969,1.110886176,-0.043039516,4.390825274,9.30574394,357.4598063,0.108877345,-6.886827993,107.6106136,-1,4.098920831,-3.795420778,1.404276774,21.09302139,3280,61.10000229,35.20000076,-1.30859375,0.045723627,160.4740347,164,0,0,0,115,0.144356236,-43.039516,-12.5,-6,9.30574394
125,0.17719999,0.033599999,-0.021299999,4.71999979,12.81000042,353.1000061,1.068952013,-0.040504791,4.338941614,9.551161793,357.054024,-0.133003519,-6.886832769,107.6106151,-1,4.06058412,-3.832349645,1.376821428,21.09285164,3320,61.10000229,35.20000076,-1.50390625,0.180357412,154.5123032,158,0,0,0,110,0.153413549,-40.504791,-5,-6,9.551161793
126,0.045000002,0.016000001,-0.040200002,4.710000038,13.18999958,352.7999878,1.024972279,-0.044225298,4.303423273,9.687885262,356.9113373,-0.087444952,-6.886836466,107.6106162,-1,4.000692992,-3.829199827,1.309177955,21.07318115,3526,61,35.10000229,-2.3828125,0.047759818,149.0793721,152,0,0,0,105,0.153162077,-44.225298,-5,-6,9.687885262
127,0.045900002,0.0087,-0.032700002,4.659999847,13.31999969,353.7999878,0.980992515,-0.04300623,4.328118388,9.670866048,356.9775144,-0.095939631,-6.886839426,107.610617,-1,4.092803069,-3.797687706,1.248480869,21.09301186,3286,61,35.10000229,-2.578125,0.046717237,145.455226,148,0,0,0,100,0.146653697,-43.00623,-5,-4,9.670866048
128,0.021600001,0.068499997,-0.043700002,4.630000114,13.17000008,354.7000122,0.941103954,-0.040722098,4.368351096,9.46937919,357.0875362,-0.132826204,-6.88684181,107.6106177,-1,4.104641192,-3.754470231,1.217772159,21.08527184,3486,61,35.10000229,-1.50390625,0.071824854,142.8632541,144,0,0,0,95,0.134645611,-40.722098,-5,-4,9.46937919
129,0.055400003,0.052900001,-0.0254,4.730000019,12.98999977,355.5,0.90223815,-0.042226858,4.464337021,9.114926978,357.2828967,-0.084167028,-6.886843796,107.6106182,-1,4.099869941,-3.713394802,1.165431291,21.1127224,3380,61,35.20000076,-1.9921875,0.076600068,141.3149479,142,0,0,0,90,0.126941353,-42.226858,-5,-2,9.114926978
130,0.223199993,-0.0211,0.0127,4.75,12.60000038,355.8999939,0.865417857,-0.042696729,4.479226698,8.675680229,357.5802973,-0.134637189,-6.886841537,107.6106177,-1,4.128568165,-3.64305297,1.156357112,21.21847153,1646,61,35.20000076,-2.578125,0.224195109,141.8581492,142,0,0,0,90,0.11120344,-42.696729,0,0,8.675680229
131,0.055099998,0.0093,-0.022299999,4.889999866,12.28999996,357,0.833711584,-0.039854523,4.46110513,8.262516682,357.7620452,-0.078141347,-6.886839166,107.6106172,-1,4.14104603,-3.583485837,1.090606065,21.22249031,1666,61,35.20000076,-1.69921875,0.055879332,141.5890374,142,0,0,0,90,0.103577085,-39.854523,0,0,8.262516682
132,0.048999999,-0.032700002,-0.019299999,4.820000172,11.77999973,358.7000122,0.782572348,-0.042555954,4.521231885,7.855703307,357.9566129,0.03563773,-6.886841585,107.6106176,-1,4.261924959,-3.643243151,1.027984984,21.22646141,1620,61.10000229,35.20000076,-1.796875,0.058909168,141.0798845,142,0,0,0,90,0.096669629,-42.555954,0,0,7.855703307
133,0.0392,0.0308,-0.028299998,4.929999828,11.34000015,358.7999878,0.741660972,-0.039735824,4.581572618,7.574612927,358.1160284,-0.040626891,-6.886839346,107.6106172,-1,4.224153019,-3.613835407,0.983787498,21.22650146,1640,61.10000229,35.20000076,-2.48046875,0.049852583,141.0515721,142,0,0,0,90,0.087835081,-39.735824,0,0,7.574612927
134,0.048799999,-0.029999999,-0.0306,4.989999771,11.10000038,0.899999976,0.706886251,-0.041824911,4.581438508,7.429168862,358.256665,-0.086866961,-6.886841547,107.6106175,-1,4.279954855,-3.618883412,0.933632614,21.22248077,1646,61.10000229,35.20000076,-1.69921875,0.057283853,139.492799,141,0,0,0,90,0.083121225,-41.824911,0,-1,7.429168862
135,0.056200001,-0.018200001,-0.039299998,4.980000019,10.84000015,1.700000048,0.664952118,-0.041007563,4.568938047,7.399567183,358.3368101,0.052179416,-6.886843298,107.6106177,-1,4.287873389,-3.572430576,0.882977173,21.2185421,1680,61,35.20000076,-2.1875,0.059073515,135.9676016,138,0,0,0,90,0.078624681,-41.007563,0,-3,7.399567183
136,0.040599998,-0.0139,-0.043099999,5.059999943,10.85000038,2.299999952,0.609721739,-0.044593852,4.645667591,7.458973842,358.471023,0.005400975,-6.886844658,107.6106178,-1,4.300818353,-3.600349501,0.841161176,21.21848106,1654,61,35.20000076,-2.1875,0.042913516,131.5149536,134,0,0,0,90,0.070502199,-44.593852,0,-4,7.458973842
137,0.037500001,-0.100400001,-0.0207,4.96999979,11.10000038,13,0.571878691,-0.045945641,4.65216426,7.539003613,358.533592,-0.110939994,-6.88684593,107.6106178,-1,4.325943118,-3.694924884,0.808978597,21.21856117,1654,61,35.20000076,-1.796875,0.107174672,127.7409006,130,0,0,0,90,0.065710448,-45.945641,0,-4,7.539003613
138,0.0504,0.0152,-0.042300001,4.980000019,11.01000023,13.19999981,0.513579984,-0.047610708,4.642105549,7.576507558,358.5650815,-0.067551813,-6.886846924,107.6106178,-1,4.369431278,-3.804887042,0.761354222,21.23048973,1666,61,35.20000076,-1.796875,0.052642189,124.446333,127,0,0,0,92.5,0.068094023,-47.610708,2.5,-3,7.576507558
139,0.048799999,0.0471,-0.052000001,5.059999943,11.06999969,13.39999962,0.467554708,-0.049481217,4.681514801,7.473521836,358.6082155,-0.04395751,-6.886847795,107.6106177,-1,4.359546581,-3.852935979,0.741229392,21.21846199,1674,61,35.20000076,-1.69921875,0.067822193,122.9686886,124,0,0,0,97.5,0.068724088,-49.481217,5,-3,7.473521836
140,0.041499998,-0.0175,-0.035999998,5.079999924,10.72000027,14,0.422552128,-0.047408599,4.704267878,7.215463432,358.6590305,0.00449093,-6.886848499,107.6106176,-1,4.408307828,-4.013461248,0.664825467,21.22643089,1634,61,35.20000076,-3.06640625,0.045038871,122.234208,122,0,0,0,102.5,0.068722717,-47.408599,5,-2,7.215463432
141,0.034700003,0.061700001,-0.0284,5.010000229,10.27000046,7.099999905,0.381640811,-0.046432253,4.674304016,6.777322454,358.5144304,-0.030492693,-6.886849127,107.6106175,-1,4.447477271,-4.040188874,0.632638423,21.09692001,3266,61,35.20000076,-1.9921875,0.070788278,122.4457773,122,0,0,0,117.5,0.081243336,-46.432253,15,0,6.777322454
142,-0.0188,-0.0015,-0.034499999,5.28000021,9.840000153,14.19999981,0.345843334,-0.042768676,4.719048644,6.162971448,358.2963002,0.044682801,-6.886847941,107.6106179,-1,4.417643224,-4.003380248,0.567485444,21.10480118,3194,61,35.20000076,-2.1875,0.018859745,124.3590659,122,0,0,0,122.5,0.097771212,-42.768676,5,0,6.162971448
143,0.066599995,0.017100001,-0.0198,5.150000095,9,14.19999981,0.302886386,-0.044458557,4.716709399,5.492901821,358.0765846,-0.001913036,-6.886846699,107.6106185,-1,4.43826086,-4.022552065,0.512804926,21.23044014,1634,61,35.20000076,-2.1875,0.068760231,126.0230446,126,0,0,0,132.5,0,-44.458557,10,4,5.492901821
144,-0.046599999,0.027799999,-0.042099997,5.079999924,8.18999958,7.400000095,0.270157237,-0.044654272,4.736175061,4.643530365,357.6177184,0.150128188,-6.886845307,107.6106192,-1,4.385738206,-4.012274626,0.455833118,21.21846199,1640,61.10000229,35.20000076,-2.28515625,0.054262325,126.0230446,126,0,0,0,137.5,0,-44.654272,5,0,4.643530365
