time1,depth_mpc,depth_pid,pitch_mpc,pitch_pid,inputbe_mpc,inputmm_mpc,inputbe_pid,inputmm_pid,pitch_sp,depth_sp,inputbe_sum_mpc,inputmm_sum_mpc,inputbe_sum_pid,inputmm_sum_pid
15.38404992,1.909680922,2.181740761,11.33215541,2.33882761,0,0,0,0,-10,3.5,27.5,61,162.5,18
15.49772006,1.90763535,2.176626921,11.30053951,2.098431349,0,0,10,0,-10,3.5,27.5,61,162.5,18
15.5907799,1.911727299,2.191968679,11.25240838,1.932759285,0,0,0,0,-10,3.5,27.5,61,172.5,18
15.68796006,1.906613369,2.192993164,11.19709081,1.852297902,0,0,0,0,-10,3.5,27.5,61,172.5,18
15.78675994,1.910702903,2.199128866,11.12517515,1.685361385,0,0,0,0,-10,3.5,27.5,61,172.5,18
15.89154995,1.910702903,2.206288338,11.04933783,1.523567557,0,0,0,5,-10,3.5,27.5,61,172.5,23
15.98259994,1.915816833,2.215493441,10.9594488,1.278186679,5,0,10,0,-10,3.5,32.5,61,172.5,23
16.08680013,1.914794852,2.219584703,10.86405783,1.194847822,0,3,0,0,-10,3.5,32.5,64,182.5,23
16.18265011,1.913772066,2.221630335,10.77115431,1.030516744,0,0,0,0,-10,3.5,32.5,64,182.5,23
16.29243008,1.911727299,2.224698544,10.67567451,0.785020411,0,0,0,0,-10,3.5,32.5,64,182.5,23
16.38484992,1.916841198,2.231858015,10.58675842,0.62022841,0,0,0,0,-10,3.5,32.5,64,182.5,23
16.49051008,1.918885995,2.237993956,10.49281448,0.450642973,10,0,0,0,-10,3.5,42.5,64,182.5,23
16.58662989,1.922977109,2.248221874,10.40731351,0.370017141,0,0,0,0,-10,3.5,42.5,64,182.5,23
16.70111002,1.922977109,2.251291037,10.31952498,0.122580506,0,0,0,0,-10,3.5,42.5,64,182.5,23
16.78594995,1.921955128,2.257427692,10.23219175,-0.037636805,0,0,0,0,-10,3.5,42.5,64,182.5,23
16.88215987,1.923999895,2.26560998,10.13544771,-0.196535215,0,0,0,0,-10,3.5,42.5,64,182.5,23
16.98652006,1.926044662,2.27072382,10.03858238,-0.278934002,0,0,2.5,0,-10,3.5,42.5,64,182.5,23
17.08238003,1.931158592,2.275837898,9.93414451,-0.439063877,0,0,0,5,-10,3.5,42.5,64,185,28
17.1855401,1.931158592,2.28299737,9.818012547,-0.592068732,0,0,0,0,-10,3.5,42.5,64,185,28
17.28208,1.934227754,2.287088394,9.698245081,-0.818608761,0,0,0,0,-10,3.5,42.5,64,185,28
17.38843008,1.936272521,2.29322505,9.563672505,-0.896466732,0,4,0,0,-10,3.5,42.5,68,185,28
17.4847401,1.932182987,2.300385475,9.42096788,-1.041547418,0,0,0,0,-10,3.5,42.5,68,185,28
17.58507008,1.937296916,2.305499315,9.269332525,-1.190255642,0,0,10,0,-10,3.5,42.5,68,185,28
17.68324992,1.941386451,2.315727234,9.119050233,-1.341648817,0,0,0,0,-10,3.5,42.5,68,195,28
17.7858199,1.943432797,2.315727234,8.961928308,-1.479882002,0,0,0,0,-10,3.5,42.5,68,195,28
17.88201011,1.940364469,2.329022646,8.805029332,-1.62095809,0,0,0,0,-10,3.5,42.5,68,195,28
17.98128,1.94650038,2.330044508,8.655552557,-1.757650018,5,0,2.5,0,-10,3.5,47.5,68,195,28
18.09585997,1.948546727,2.338227749,8.501856855,-1.964317918,0,0,0,0,-10,3.5,47.5,68,197.5,28
18.1833001,1.949569513,2.347432613,8.35437209,-2.030913591,0,0,0,0,-10,3.5,47.5,68,197.5,28
18.28163994,1.954683442,2.350500345,8.207668924,-2.163809061,0,0,0,0,-10,3.5,47.5,68,197.5,28
18.38555008,1.953660656,2.357660532,8.058280132,-2.293247461,0,0,0,5,-10,3.5,47.5,68,197.5,33
18.4822999,1.960820158,2.364820004,7.912900987,-2.422754765,10,0,0,0,-10,3.5,57.5,68,197.5,33
18.5820201,1.955706228,2.368911266,7.767620929,-2.547576904,0,0,5,0,-10,3.5,57.5,68,197.5,33
18.68183987,1.963888515,2.374025106,7.612486744,-2.725739956,0,0,0,0,-10,3.5,57.5,68,202.5,33
18.78313011,1.963888515,2.383230209,7.454729289,-2.841640949,0,0,0,0,-10,3.5,57.5,68,202.5,33
18.88178995,1.971047987,2.390389681,7.290553325,-2.951710224,0,7,0,0,-10,3.5,57.5,75,202.5,33
18.9815401,1.970025201,2.392436028,7.123122407,-3.068067312,0,0,0,0,-10,3.5,57.5,75,202.5,33
19.08232013,1.969002415,2.397549868,6.948589187,-3.120456457,0,0,2.5,0,-10,3.5,57.5,75,202.5,33
19.19375002,1.974116344,2.409822702,6.768267436,-3.224798441,0,0,0,0,-10,3.5,57.5,75,205,33
19.28468992,1.977183898,2.419027567,6.584382361,-3.368541241,0,0,0,0,-10,3.5,57.5,75,205,33
19.3844201,1.977183898,2.415959358,6.404415532,-3.462738037,0,0,0,0,-10,3.5,57.5,75,205,33
19.50363008,1.985366989,2.427209139,6.224181764,-3.508865833,0,0,0,0,-10,3.5,57.5,75,205,33
19.58652006,1.982297827,2.430278301,6.040752836,-3.593608379,0,0,0,4,-10,3.5,57.5,75,205,37
19.70801997,1.991503675,2.44050622,5.863697998,-3.682144642,0,0,0,0,-10,3.5,57.5,75,205,37
19.83116006,1.988436122,2.443575382,5.687693834,-3.763868809,0,0,0,0,-10,3.5,57.5,75,205,37
19.88196992,1.996617604,2.453803062,5.504624527,-3.889044285,0,0,0,0,-10,3.5,57.5,75,205,37
19.98435994,1.996617604,2.456870556,5.334558381,-3.927805424,5,0,0,0,-10,3.5,62.5,75,205,37
20.08214989,1.999685962,2.461984634,5.164896274,-4.002476692,0,0,0,0,-10,3.5,62.5,75,205,37
20.1833001,2.00889181,2.4742589,5.001196958,-4.071790695,0,0,0,0,-10,3.5,62.5,75,205,37
20.28129997,2.001731534,2.476303577,4.835456942,-4.134259701,0,0,0,0,-10,3.5,62.5,75,205,37
20.38449997,2.009913821,2.487554312,4.664857344,-4.190048695,0,0,0,0,-10,3.5,62.5,75,205,37
20.48961997,2.009913821,2.49062252,4.496297591,-4.248140335,7.5,0,0,0,-10,3.5,70,75,205,37
20.58152013,2.009913821,2.491645336,4.328846172,-4.300002575,0,10,0,0,-10,3.5,70,85,205,37
20.68001997,2.015027721,2.50289607,4.157696892,-4.376380444,0,0,0,2,-10,3.5,70,85,205,39
20.78135987,2.022187192,2.503917933,3.994210273,-4.432466984,0,0,0,0,-10,3.5,70,85,205,39
20.88561997,2.023209233,2.515170097,3.830249142,-4.455166817,0,0,0,0,-10,3.5,70,85,205,39
20.9838999,2.021164436,2.517215014,3.667476213,-4.500081062,12.5,0,0,0,-10,3.5,82.5,85,205,39
21.07972992,2.026278336,2.520284176,3.50356847,-4.534282684,0,0,0,0,-10,3.5,82.5,85,205,39
21.17963008,2.032415051,2.535625935,3.340310779,-4.569607258,0,0,0,0,-10,3.5,82.5,85,205,39
21.28137011,2.035483439,2.537670612,3.176609968,-4.613652706,0,0,0,0,-10,3.5,82.5,85,205,39
21.38033997,2.035483439,2.540739775,3.020739456,-4.639316559,0,0,0,0,-10,3.5,82.5,85,205,39
21.48358989,2.037529011,2.548921347,2.867984876,-4.667029381,0,0,0,0,-10,3.5,82.5,85,205,39
21.57998003,2.045711238,2.556081533,2.714947981,-4.681550026,0,0,0,0,-10,3.5,82.5,85,205,39
21.68046003,2.046734054,2.561195612,2.566449487,-4.702501297,0,0,0,0,-10,3.5,82.5,85,205,39
21.77998003,2.048778851,2.565284967,2.422690344,-4.712133408,0,0,0,0,-10,3.5,82.5,85,205,39
21.88047002,2.048778851,2.571423292,2.282687576,-4.720774651,0,0,0,0,-10,3.5,82.5,85,205,39
21.97949005,2.053892751,2.577559233,2.145160085,-4.725052357,2.5,0,0,0,-10,3.5,85,85,205,39
22.08364006,2.054917116,2.585740805,2.010156347,-4.730828285,0,0,0,0,-10,3.5,85,85,205,39
22.1798999,2.056961913,2.587787151,1.873158678,-4.729359627,0,9,0,0,-10,3.5,85,94,205,39
22.27918003,2.065144975,2.590854645,1.736354059,-4.718502998,0,0,0,0,-10,3.5,85,94,205,39
22.38516992,2.073326428,2.599037647,1.601264794,-4.709801674,0,0,0,0,-10,3.5,85,94,205,39
22.48466995,2.066166956,2.607220888,1.459769193,-4.705488682,10,0,0,0,-10,3.5,95,94,205,39
22.58009011,2.068212528,2.606196404,1.324315502,-4.699956894,0,0,0,0,-10,3.5,95,94,205,39
