Time,%time,field.velocity_x,field.velocity_y,field.velocity_z,field.dvl_roll,field.dvl_pitch,field.dvl_yaw,field.depth_data,field.depth_rate,field.roll_data,field.pitch_data,field.yaw_data,field.yaw_rate_data,field.lat,field.long,field.gps_status,field.navigasi_north,field.navigasi_east,field.navigasi_depth,field.voltage,field.current,field.humidity,field.temperature,field.pressure,field.surge,field.des_mm,field.cur_mm,field.roll_sp,field.servo_position,field.yaw_sp,field.internal_volume,field.bow_percentage,be_rate,depthrate_mm,depthrate_mm
65.1,1.70E+18,0.114,-0.040599998,-0.038799997,1.149999976,19.27000046,357.7000122,1.265326638,-0.086398773,0.052615866,15.38760248,270.5404895,-0.264728397,-6.886452734,107.6105868,-1,0,0,0,20.53217125,2806,59.84000015,36.86999893,929.2000122,0.121013883,250.4979704,251,0,0,0,195,0.036277898,10,-8.6398773,3.064133
65.2,1.70E+18,0.114,-0.040599998,-0.038799997,1.149999976,19.27000046,357.7000122,1.253053237,-0.090035848,0.027738305,15.29714883,270.5176104,-0.218283938,-6.886452826,107.6105863,-1,0,0,0,20.53218269,2806,59.84000015,36.86999893,929.2000122,0.121013883,250.4979704,251,0,0,0,195,0.036277898,10,-9.0035848,-3.637075
65.3,1.70E+18,0.114,-0.040599998,-0.038799997,1.149999976,19.27000046,357.7000122,1.252030451,-0.085290834,0.003143206,15.20548562,270.4964808,-0.232631901,-6.88645292,107.6105858,-1,0,0,0,20.53218269,2806,59.84000015,36.86999893,929.2000122,0.121013883,250.4979704,251,0,0,0,195,0.036277898,10,-8.5290834,4.745014
65.4,1.70E+18,0.114,-0.040599998,-0.038799997,1.149999976,19.27000046,357.7000122,1.243848164,-0.087166086,-0.017684127,15.11342264,270.4669867,-0.119666523,-6.886453013,107.6105853,-1,0,0,0,20.53218269,2806,59.84000015,36.86999893,929.2000122,0.121013883,250.4979704,251,0,0,0,205,0.036277898,10,-8.7166086,-1.875252
65.5,1.70E+18,0.114,-0.040599998,-0.038799997,1.149999976,19.27000046,357.7000122,1.232597549,-0.08886864,-0.028612137,15.02353276,270.4376567,-0.055349714,-6.886453059,107.610585,-1,0,0,0,20.53218269,2806,59.84000015,36.86999893,929.4000244,0.121013883,250.4979704,251,0,0,0,205,0.036277898,10,-8.886864,-1.702554
65.6,1.70E+18,0.114,-0.040599998,-0.038799997,1.149999976,19.27000046,357.7000122,1.228506405,-0.083227314,-0.038553962,14.93398969,270.3978028,-0.059395994,-6.886453201,107.6105842,-1,0,0,0,20.53218269,2806,59.84000015,36.86999893,929.4000244,0.121013883,250.4979704,251,0,0,0,205,0.036277898,10,-8.3227314,5.641326
65.7,1.70E+18,0.114,-0.040599998,-0.038799997,1.149999976,19.27000046,357.7000122,1.22236969,-0.083702222,-0.040892476,14.83834416,270.3683634,0.010418558,-6.886453293,107.6105836,-1,0,0,0,20.53218269,2806,59.84000015,36.86999893,929.4000244,0.121013883,250.4979704,251,0,0,0,205,0.036277898,10,-8.3702222,-0.474908
65.8,1.70E+18,0.114,-0.040599998,-0.038799997,1.149999976,19.27000046,357.7000122,1.212141831,-0.084048092,-0.042126077,14.7457772,270.3361906,0.0728728,-6.886453387,107.6105831,-1,0,0,0,20.53218269,2806,59.84000015,36.86999893,929.4000244,0.121013883,250.4979704,251,0,0,0,212.5,0.036277898,7.5,-8.4048092,-0.34587
65.9,1.70E+18,0.119400002,0.0266,-0.025,0.970000029,18.05999947,357.5,1.209073503,-0.082117915,-0.035100117,14.66228362,270.3031157,0.198079387,-6.886453482,107.6105826,-1,0,0,0,20.53218269,2806,59.88999939,36.86999893,929.4000244,0.122327104,250.4979704,251,0,0,0,212.5,0.036277898,7.5,-8.2117915,1.930177
66,1.70E+18,0.119400002,0.0266,-0.025,0.970000029,18.05999947,357.5,1.197822858,-0.085139699,-0.029658934,14.57900018,270.2621958,0.123668335,-6.886453577,107.610582,-1,0,0,0,20.53218269,2806,59.88999939,36.86999893,929.4000244,0.122327104,250.4979704,251,0,0,0,212.5,0.036277898,7.5,-8.5139699,-3.021784
66.1,1.70E+18,0.119400002,0.0266,-0.025,0.970000029,18.05999947,357.5,1.193731714,-0.081980839,-0.021790481,14.49261425,270.2213852,0.220621408,-6.886453671,107.6105814,-1,0,0,0,20.53218269,2806,59.88999939,36.86999893,929.4000244,0.122327104,250.4979704,251,0,0,0,212.5,0.036277898,7.5,-8.1980839,3.15886
66.2,1.70E+18,0.119400002,0.0266,-0.025,0.970000029,18.05999947,357.5,1.186572243,-0.079331331,-0.006109459,14.40695099,270.1798913,0.25499602,-6.886453764,107.6105809,-1,0,0,0,20.53621101,2774,59.88999939,36.86999893,929.4000244,0.122327104,250.4979704,251,0,0,0,212.5,0.036277898,7.5,-7.9331331,2.649508
66.3,1.70E+18,0.119400002,0.0266,-0.025,0.970000029,18.05999947,357.5,1.181458313,-0.079806603,0.011032895,14.31775046,270.1393814,0.270241901,-6.886453855,107.6105803,-1,0,0,0,20.53621101,2774,59.88999939,36.86999893,929.4000244,0.122327104,250.4979704,251,0,0,0,212.5,0.036277898,7.5,-7.9806603,-0.475272
66.4,1.70E+18,0.119400002,0.0266,-0.025,0.970000029,18.05999947,357.5,1.171230454,-0.079752125,0.03437581,14.23321133,270.0985708,0.287060217,-6.886453949,107.6105797,-1,0,0,0,20.53621101,2774,59.88999939,36.86999893,929.4000244,0.122327104,250.4979704,251,0,0,0,220,0.036277898,7.5,-7.9752125,0.054478
66.5,1.70E+18,0.119400002,0.0266,-0.025,0.970000029,18.05999947,357.5,1.169184883,-0.077152431,0.049906536,14.14808878,270.0556008,0.215489254,-6.886454042,107.6105791,-1,0,0,0,20.53621101,2774,59.88999939,36.86999893,930,0.122327104,250.4979704,251,0,0,0,220,0.036277898,7.5,-7.7152431,2.599694
66.6,1.70E+18,0.119400002,0.0266,-0.025,0.970000029,18.05999947,357.5,1.163048197,-0.079148769,0.063602769,14.06366326,270.0102253,0.21987048,-6.886454135,107.6105786,-1,0,0,0,20.53621101,2774,59.88999939,36.86999893,930,0.122327104,250.4979704,251,0,0,0,220,0.036277898,7.5,-7.9148769,-1.996338
66.7,1.70E+18,0.119400002,0.0266,-0.025,0.970000029,18.05999947,357.5,1.153843124,-0.077083237,0.072130601,13.97708172,269.9599843,0.172442402,-6.886454228,107.610578,-1,0,0,0,20.53621101,2774,59.88999939,36.86999893,930,0.122327104,250.4979704,251,0,0,0,220,0.036277898,7.5,-7.7083237,2.065532
66.8,1.70E+18,0.119400002,0.0266,-0.025,0.970000029,18.05999947,357.5,1.14975198,-0.074508652,0.082830081,13.8987074,269.9128048,0.175803292,-6.88645432,107.6105774,-1,0,0,0,20.53621101,2774,59.88999939,36.86999893,930,0.122327104,250.4979704,251,0,0,0,220,0.036277898,7.5,-7.4508652,2.574585
66.9,1.70E+18,0.093599997,-0.0009,-0.0276,1.080000043,17.51000023,357.6000061,1.142592509,-0.074703984,0.089533428,13.81635334,269.8640125,0.136911982,-6.886454409,107.6105768,-1,0,0,0,20.53621101,2774,59.90999985,36.86000061,930,0.093604324,250.4979704,251,0,0,0,230,0.036277898,10,-7.4703984,-0.195332
67,1.70E+18,0.093599997,-0.0009,-0.0276,1.080000043,17.51000023,357.6000061,1.135433007,-0.075710028,0.092623961,13.73836939,269.8134161,0.113243569,-6.886454501,107.6105762,-1,0,0,0,20.53621101,2774,59.90999985,36.86000061,930,0.093604324,250.4979704,251,0,0,0,230,0.036277898,10,-7.5710028,-1.006044
67.1,1.70E+18,0.093599997,-0.0009,-0.0276,1.080000043,17.51000023,357.6000061,1.125205148,-0.074584551,0.092600824,13.65655945,269.7660726,0.070113739,-6.886454594,107.6105756,-1,0,0,0,20.53621101,2774,59.90999985,36.86000061,930,0.093604324,250.4979704,251,0,0,0,230,0.036277898,10,-7.4584551,1.125477
67.2,1.70E+18,0.093599997,-0.0009,-0.0276,1.080000043,17.51000023,357.6000061,1.124182363,-0.074560992,0.091050512,13.57790325,269.7149022,0.092915259,-6.886454686,107.610575,-1,0,0,0,20.53222084,2760,59.90999985,36.86000061,930,0.093604324,250.4979704,251,0,0,0,230,0.036277898,10,-7.4560992,0.023559
67.3,1.70E+18,0.093599997,-0.0009,-0.0276,1.080000043,17.51000023,357.6000061,1.117022891,-0.073920041,0.090642875,13.49401759,269.6658912,0.077284571,-6.886454778,107.6105743,-1,0,0,0,20.53222084,2760,59.90999985,36.86000061,930,0.093604324,250.4979704,251,0,0,0,237.5,0.036277898,7.5,-7.3920041,0.640951
67.4,1.70E+18,0.093599997,-0.0009,-0.0276,1.080000043,17.51000023,357.6000061,1.10986339,-0.07425759,0.083615016,13.41528365,269.6137094,0.025307663,-6.886454871,107.6105737,-1,0,0,0,20.53222084,2760,59.90999985,36.86000061,930,0.093604324,250.4979704,251,0,0,0,237.5,0.036277898,7.5,-7.425759,-0.337549
67.5,1.70E+18,0.093599997,-0.0009,-0.0276,1.080000043,17.51000023,357.6000061,1.105772246,-0.070573755,0.074558177,13.33373766,269.5630857,0.018976734,-6.886454959,107.6105731,-1,0,0,0,20.53222084,2760,59.90999985,36.86000061,930.0999756,0.093604324,250.4979704,251,0,0,0,237.5,0.036277898,7.5,-7.0573755,3.683835
67.6,1.70E+18,0.093599997,-0.0009,-0.0276,1.080000043,17.51000023,357.6000061,1.098612745,-0.072144642,0.063837909,13.2520644,269.5100019,0.000734787,-6.886455051,107.6105725,-1,0,0,0,20.53222084,2760,59.90999985,36.86000061,930.0999756,0.093604324,250.4979704,251,0,0,0,237.5,0.036277898,7.5,-7.2144642,-1.570887
67.7,1.70E+18,0.093599997,-0.0009,-0.0276,1.080000043,17.51000023,357.6000061,1.088384916,-0.072540835,0.048253776,13.16731513,269.4585581,-0.094733404,-6.886455142,107.6105718,-1,0,0,0,20.53222084,2760,59.90999985,36.86000061,930.0999756,0.093604324,250.4979704,251,0,0,0,237.5,0.036277898,7.5,-7.2540835,-0.396193
67.8,1.70E+18,0.093599997,-0.0009,-0.0276,1.080000043,17.51000023,357.6000061,1.0822482,-0.072307624,0.036947973,13.09399686,269.4023308,-0.014198502,-6.886455234,107.6105712,-1,0,0,0,20.53222084,2760,59.90999985,36.86000061,930.0999756,0.093604324,250.4979704,251,0,0,0,237.5,0.036277898,7.5,-7.2307624,0.233211
67.9,1.70E+18,0.104999997,-0.0027,-0.0221,1.149999976,16.55999947,357.6000061,1.080202628,-0.071430594,0.028717231,13.05448297,269.3721261,-0.0566298,-6.886455278,107.6105709,-1,0,0,0,20.53222084,2760,59.90999985,36.86000061,930.0999756,0.105034705,250.4979704,251,0,0,0,247.5,0.036277898,10,-7.1430594,0.87703
68,1.70E+18,0.104999997,-0.0027,-0.0221,1.149999976,16.55999947,357.6000061,1.078157057,-0.067777447,0.005267475,12.94012349,269.2860221,-0.028117184,-6.886455417,107.6105699,-1,0,0,0,20.53222084,2760,59.90999985,36.86000061,930.0999756,0.105034705,250.4979704,251,0,0,0,247.5,0.036277898,10,-6.7777447,3.653147
68.1,1.70E+18,0.104999997,-0.0027,-0.0221,1.149999976,16.55999947,357.6000061,1.063838084,-0.071848676,-0.012291198,12.87014346,269.2186696,-0.046289007,-6.886455505,107.6105692,-1,0,0,0,20.53222084,2760,59.90999985,36.86000061,930.0999756,0.105034705,250.4979704,251,0,0,0,247.5,0.036277898,10,-7.1848676,-4.071229
68.2,1.70E+18,0.104999997,-0.0027,-0.0221,1.149999976,16.55999947,357.6000061,1.062815298,-0.068749338,-0.023876355,12.79277112,269.1606109,0.032925407,-6.886455596,107.6105686,-1,0,0,0,20.5361824,2786,59.90999985,36.86000061,930.0999756,0.105034705,250.4979704,251,0,0,0,247.5,0.036277898,10,-6.8749338,3.099338
68.3,1.70E+18,0.104999997,-0.0027,-0.0221,1.149999976,16.55999947,357.6000061,1.051564683,-0.069776274,-0.04028687,12.71388257,269.1036182,-0.064605094,-6.886455689,107.6105679,-1,0,0,0,20.5361824,2786,59.90999985,36.86000061,930.0999756,0.105034705,250.4979704,251,0,0,0,255,0.036277898,7.5,-6.9776274,-1.026936
68.4,1.70E+18,0.104999997,-0.0027,-0.0221,1.149999976,16.55999947,357.6000061,1.050541897,-0.069189318,-0.055079308,12.63608057,269.0486483,-0.06790428,-6.886455781,107.6105672,-1,0,0,0,20.5361824,2786,59.90999985,36.86000061,930.0999756,0.105034705,250.4979704,251,0,0,0,255,0.036277898,7.5,-6.9189318,0.586956
68.5,1.70E+18,0.104999997,-0.0027,-0.0221,1.149999976,16.55999947,357.6000061,1.044405181,-0.069157049,-0.062926017,12.55351637,268.999036,-0.004589193,-6.886455873,107.6105666,-1,0,0,0,20.5361824,2786,59.90999985,36.86000061,930.2999878,0.105034705,250.4979704,251,0,0,0,255,0.036277898,7.5,-6.9157049,0.032269
68.6,1.70E+18,0.104999997,-0.0027,-0.0221,1.149999976,16.55999947,357.6000061,1.03724568,-0.069685102,-0.074283376,12.46664611,268.9490956,-0.007042603,-6.886455966,107.6105659,-1,0,0,0,20.5361824,2786,59.90999985,36.86000061,930.2999878,0.105034705,250.4979704,251,0,0,0,255,0.036277898,7.5,-6.9685102,-0.528053
68.7,1.70E+18,0.104999997,-0.0027,-0.0221,1.149999976,16.55999947,357.6000061,1.032131751,-0.06868957,-0.079787723,12.38372912,268.900768,-0.004519657,-6.886456052,107.6105652,-1,0,0,0,20.5361824,2786,59.90999985,36.86000061,930.2999878,0.105034705,250.4979704,251,0,0,0,255,0.036277898,7.5,-6.868957,0.995532
68.8,1.70E+18,0.100199997,-0.044,-0.0209,0.790000021,15.84000015,357.2999878,1.028040637,-0.067001238,-0.086442507,12.29437483,268.8565406,0.021816527,-6.886456144,107.6105645,-1,0,0,0,20.5361824,2786,59.90999985,36.86000061,930.2999878,0.109435092,250.4979704,251,0,0,0,255,0.036277898,7.5,-6.7001238,1.688332
68.9,1.70E+18,0.100199997,-0.044,-0.0209,0.790000021,15.84000015,357.2999878,1.022926707,-0.066652223,-0.094573701,12.21436556,268.8139806,-0.021474294,-6.886456236,107.6105638,-1,0,0,0,20.5361824,2786,59.95000076,36.86999893,930.2999878,0.109435092,250.4979704,251,0,0,0,265,0.036277898,10,-6.6652223,0.349015
69,1.70E+18,0.100199997,-0.044,-0.0209,0.790000021,15.84000015,357.2999878,1.022926707,-0.063075624,-0.103555624,12.13061829,268.7686598,-0.009592302,-6.886456327,107.6105631,-1,0,0,0,20.5361824,2786,59.95000076,36.86999893,930.2999878,0.109435092,250.4979704,251,0,0,0,265,0.036277898,10,-6.3075624,3.576599
69.1,1.70E+18,0.100199997,-0.044,-0.0209,0.790000021,15.84000015,357.2999878,1.01474442,-0.064415425,-0.112675468,12.04676252,268.728888,-0.022292683,-6.886456419,107.6105624,-1,0,0,0,20.5361824,2786,59.95000076,36.86999893,930.2999878,0.109435092,250.4979704,251,0,0,0,265,0.036277898,10,-6.4415425,-1.339801
69.2,1.70E+18,0.100199997,-0.044,-0.0209,0.790000021,15.84000015,357.2999878,1.007584949,-0.065132633,-0.122090895,11.96500811,268.6899635,-0.047724665,-6.88645651,107.6105617,-1,0,0,0,20.5362606,2800,59.95000076,36.86999893,930.2999878,0.109435092,250.4979704,251,0,0,0,265,0.036277898,10,-6.5132633,-0.717208
69.3,1.70E+18,0.100199997,-0.044,-0.0209,0.790000021,15.84000015,357.2999878,1.004516561,-0.063181497,-0.134106954,11.88258998,268.6567519,-0.065936695,-6.886456597,107.610561,-1,0,0,0,20.5362606,2800,59.95000076,36.86999893,930.2999878,0.109435092,250.4979704,251,0,0,0,265,0.036277898,10,-6.3181497,1.951136
69.4,1.70E+18,0.100199997,-0.044,-0.0209,0.790000021,15.84000015,357.2999878,0.99735709,-0.063926816,-0.142657256,11.80668773,268.6241964,-0.039877839,-6.88645669,107.6105603,-1,0,0,0,20.5362606,2800,59.95000076,36.86999893,930.2999878,0.109435092,250.4979704,251,0,0,0,275,0.036277898,10,-6.3926816,-0.745319
69.5,1.70E+18,0.100199997,-0.044,-0.0209,0.790000021,15.84000015,357.2999878,0.993265946,-0.062340923,-0.15468211,11.72753865,268.5936636,-0.059149189,-6.886456783,107.6105596,-1,0,0,0,20.5362606,2800,59.95000076,36.86999893,930.5999756,0.109435092,250.4979704,251,0,0,0,275,0.036277898,10,-6.2340923,1.585893
69.6,1.70E+18,0.100199997,-0.044,-0.0209,0.790000021,15.84000015,357.2999878,0.988152046,-0.062130086,-0.165592132,11.64620536,268.5649076,0.012114831,-6.886456876,107.6105589,-1,0,0,0,20.5362606,2800,59.95000076,36.86999893,930.5999756,0.109435092,250.4979704,251,0,0,0,275,0.036277898,10,-6.2130086,0.210837
69.7,1.70E+18,0.100199997,-0.044,-0.0209,0.790000021,15.84000015,357.2999878,0.983038087,-0.059044689,-0.168263409,11.57357131,268.5396231,0.03627637,-6.88645697,107.6105582,-1,0,0,0,20.5362606,2800,59.95000076,36.86999893,930.5999756,0.109435092,250.4979704,251,0,0,0,275,0.036277898,10,-5.9044689,3.085397
69.8,1.70E+18,0.092500001,-0.0121,-0.0188,1.139999986,14.93999958,357.3999939,0.977924187,-0.060616821,-0.1774419,11.49998738,268.5149673,-0.024215595,-6.886457064,107.6105575,-1,0,0,0,20.5362606,2800,59.95000076,36.86999893,930.5999756,0.09328805,250.4979704,251,0,0,0,275,0.036277898,10,-6.0616821,-1.572132
69.9,1.70E+18,0.092500001,-0.0121,-0.0188,1.139999986,14.93999958,357.3999939,0.978946943,-0.057430658,-0.185463876,11.42224005,268.4879333,-0.000745533,-6.886457152,107.6105567,-1,0,0,0,20.5362606,2800,59.95000076,36.88000107,930.5999756,0.09328805,250.4979704,251,0,0,0,282.5,0.036277898,7.5,-5.7430658,3.186163
70,1.70E+18,0.092500001,-0.0121,-0.0188,1.139999986,14.93999958,357.3999939,0.970764716,-0.060472924,-0.191094539,11.35009461,268.4620201,-0.006188496,-6.886457246,107.610556,-1,0,0,0,20.5362606,2800,59.95000076,36.88000107,930.5999756,0.09328805,250.4979704,251,0,0,0,282.5,0.036277898,7.5,-6.0472924,-3.042266
70.1,1.70E+18,0.092500001,-0.0121,-0.0188,1.139999986,14.93999958,357.3999939,0.966673572,-0.057437494,-0.189347099,11.27196972,268.4337015,0.05975358,-6.886457341,107.6105553,-1,0,0,0,20.5362606,2800,59.95000076,36.88000107,930.5999756,0.09328805,250.4979704,251,0,0,0,282.5,0.036277898,7.5,-5.7437494,3.03543
70.2,1.70E+18,0.092500001,-0.0121,-0.0188,1.139999986,14.93999958,357.3999939,0.959514041,-0.055270519,-0.182547734,11.19248408,268.4049181,0.158517952,-6.886457435,107.6105545,-1,0,0,0,20.52429008,2840,59.95000076,36.88000107,930.5999756,0.09328805,250.4979704,251,0,0,0,282.5,0.036277898,7.5,-5.5270519,2.166975
70.3,1.70E+18,0.092500001,-0.0121,-0.0188,1.139999986,14.93999958,357.3999939,0.958491285,-0.055286858,-0.179980736,11.15228084,268.3905401,0.08793793,-6.886457479,107.6105541,-1,0,0,0,20.52429008,2840,59.95000076,36.88000107,930.5999756,0.09328805,250.4979704,251,0,0,0,282.5,0.036277898,7.5,-5.5286858,-0.016339
70.4,1.70E+18,0.092500001,-0.0121,-0.0188,1.139999986,14.93999958,357.3999939,0.949286242,-0.056920052,-0.168606093,11.06657828,268.3646269,0.177782102,-6.886457574,107.6105534,-1,0,0,0,20.52429008,2840,59.95000076,36.88000107,930.5999756,0.09328805,250.4979704,251,0,0,0,292.5,0.036277898,10,-5.6920052,-1.633194
70.5,1.70E+18,0.092500001,-0.0121,-0.0188,1.139999986,14.93999958,357.3999939,0.949286242,-0.053195808,-0.136312756,10.9294969,268.3347775,0.251125049,-6.886457668,107.6105526,-1,0,0,0,20.52429008,2840,59.95000076,36.88000107,931,0.09328805,250.4979704,251,0,0,0,292.5,0.036277898,10,-5.3195808,3.724244
70.6,1.70E+18,0.092500001,-0.0121,-0.0188,1.139999986,14.93999958,357.3999939,0.941103954,-0.054840617,-0.109905043,10.83232662,268.3137298,0.251040109,-6.886457806,107.6105515,-1,0,0,0,20.52429008,2840,59.95000076,36.88000107,931,0.09328805,250.4979704,251,0,0,0,292.5,0.036277898,10,-5.4840617,-1.644809
70.7,1.70E+18,0.092500001,-0.0121,-0.0188,1.139999986,14.93999958,357.3999939,0.939058383,-0.05386788,-0.075833514,10.73714834,268.3078256,0.297932933,-6.8864579,107.6105508,-1,0,0,0,20.52429008,2840,59.95000076,36.88000107,931,0.09328805,250.4979704,251,0,0,0,292.5,0.036277898,10,-5.386788,0.972737
70.8,1.70E+18,0.087800004,0.0007,-0.009699999,0.730000019,14.14999962,357.2000122,0.935989995,-0.052714735,-0.043589534,10.63945529,268.3000352,0.36810684,-6.886457994,107.61055,-1,0,0,0,20.52429008,2840,59.95000076,36.88000107,931,0.087802794,250.4979704,251,0,0,0,292.5,0.036277898,10,-5.2714735,1.153145
70.9,1.70E+18,0.087800004,0.0007,-0.009699999,0.730000019,14.14999962,357.2000122,0.92985328,-0.053648192,-0.012905142,10.54018366,268.3000352,0.357714081,-6.886458087,107.6105492,-1,0,0,0,20.52429008,2840,59.95999908,36.88000107,931,0.087802794,250.4979704,251,0,0,0,300,0.036277898,7.5,-5.3648192,-0.933457
71,1.70E+18,0.087800004,0.0007,-0.009699999,0.730000019,14.14999962,357.2000122,0.926784952,-0.055260111,0.017754638,10.44808053,268.3020033,0.289182627,-6.88645818,107.6105485,-1,0,0,0,20.52429008,2840,59.95999908,36.88000107,931,0.087802794,250.4979704,251,0,0,0,300,0.036277898,7.5,-5.5260111,-1.611919
71.1,1.70E+18,0.087800004,0.0007,-0.009699999,0.730000019,14.14999962,357.2000122,0.92473938,-0.052225087,0.045986798,10.36380706,268.3083723,0.238516718,-6.886458265,107.6105477,-1,0,0,0,20.52429008,2840,59.95999908,36.88000107,931,0.087802794,250.4979704,251,0,0,0,300,0.036277898,7.5,-5.2225087,3.035024
71.2,1.70E+18,0.087800004,0.0007,-0.009699999,0.730000019,14.14999962,357.2000122,0.91962548,-0.051180802,0.069677079,10.29138656,268.3126638,0.14167329,-6.886458357,107.6105469,-1,0,0,0,20.5243206,2826,59.95999908,36.88000107,931,0.087802794,250.4979704,251,0,0,0,300,0.036277898,7.5,-5.1180802,1.044285
71.3,1.70E+18,0.087800004,0.0007,-0.009699999,0.730000019,14.14999962,357.2000122,0.913488765,-0.051318504,0.092706685,10.21439179,268.3210282,0.218719624,-6.886458448,107.6105461,-1,0,0,0,20.5243206,2826,59.95999908,36.88000107,931,0.087802794,250.4979704,251,0,0,0,310,0.036277898,10,-5.1318504,-0.137702
71.4,1.70E+18,0.087800004,0.0007,-0.009699999,0.730000019,14.14999962,357.2000122,0.910420377,-0.050771885,0.099120249,10.1408463,268.3262218,0.027114451,-6.886458538,107.6105453,-1,0,0,0,20.5243206,2826,59.95999908,36.88000107,931,0.087802794,250.4979704,251,0,0,0,310,0.036277898,10,-5.0771885,0.546619
71.5,1.70E+18,0.087800004,0.0007,-0.009699999,0.730000019,14.14999962,357.2000122,0.905306478,-0.051136501,0.104382897,10.06407106,268.3273425,0.063963878,-6.886458629,107.6105446,-1,0,0,0,20.5243206,2826,59.95999908,36.88000107,931.2000122,0.087802794,250.4979704,251,0,0,0,310,0.036277898,10,-5.1136501,-0.364616
71.6,1.70E+18,0.087800004,0.0007,-0.009699999,0.730000019,14.14999962,357.2000122,0.903260906,-0.049397834,0.100117262,9.978338601,268.3351055,-0.01919994,-6.886458719,107.6105438,-1,0,0,0,20.5243206,2826,59.95999908,36.88000107,931.2000122,0.087802794,250.4979704,251,0,0,0,310,0.036277898,10,-4.9397834,1.738667
71.7,1.70E+18,0.087800004,0.0007,-0.009699999,0.730000019,14.14999962,357.2000122,0.906329234,-0.044970404,0.092829437,9.880878743,268.3340668,-0.039701852,-6.886458803,107.610543,-1,0,0,0,20.5243206,2826,59.95999908,36.88000107,931.2000122,0.087802794,250.4979704,251,0,0,0,310,0.036277898,10,-4.4970404,4.42743
71.8,1.70E+18,0.088500001,-0.011899999,-0.0099,1.200000048,13.17000008,357.5,0.898147006,-0.047231194,0.086733605,9.772438912,268.332126,-0.061514113,-6.886458893,107.6105422,-1,0,0,0,20.5243206,2826,59.95999908,36.88000107,931.2000122,0.089296473,250.4979704,251,0,0,0,317.5,0.036277898,7.5,-4.7231194,-2.26079
71.9,1.70E+18,0.088500001,-0.011899999,-0.0099,1.200000048,13.17000008,357.5,0.894055862,-0.049927879,0.075319882,9.658116159,268.337511,-0.136533541,-6.886458985,107.6105414,-1,0,0,0,20.5243206,2826,59.95000076,36.90000153,931.2000122,0.089296473,250.4979704,251,0,0,0,317.5,0.036277898,7.5,-4.9927879,-2.696685
72,1.70E+18,0.088500001,-0.011899999,-0.0099,1.200000048,13.17000008,357.5,0.887919147,-0.049103934,0.070384903,9.548035397,268.3489915,-0.079276654,-6.886459075,107.6105406,-1,0,0,0,20.5243206,2826,59.95000076,36.90000153,931.2000122,0.089296473,250.4979704,251,0,0,0,317.5,0.036277898,7.5,-4.9103934,0.823945
72.1,1.70E+18,0.088500001,-0.011899999,-0.0099,1.200000048,13.17000008,357.5,0.883828003,-0.049210072,0.060782278,9.439789471,268.3666223,-0.120544474,-6.886459166,107.6105398,-1,0,0,0,20.5243206,2826,59.95000076,36.90000153,931.2000122,0.089296473,250.4979704,251,0,0,0,317.5,0.036277898,7.5,-4.9210072,-0.106138
72.2,1.70E+18,0.088500001,-0.011899999,-0.0099,1.200000048,13.17000008,357.5,0.889964719,-0.044034738,0.049294553,9.336925901,268.3897201,-0.132894861,-6.886459257,107.610539,-1,0,0,0,20.51627159,2860,59.95000076,36.90000153,931.2000122,0.089296473,250.4979704,251,0,0,0,317.5,0.036277898,7.5,-4.4034738,5.175334
72.3,1.70E+18,0.088500001,-0.011899999,-0.0099,1.200000048,13.17000008,357.5,0.878714104,-0.045152444,0.036362268,9.24412574,268.4157153,-0.161737457,-6.88645934,107.6105382,-1,0,0,0,20.51627159,2860,59.95000076,36.90000153,931.2000122,0.089296473,250.4979704,251,0,0,0,327.5,0.036277898,10,-4.5152444,-1.117706
72.4,1.70E+18,0.088500001,-0.011899999,-0.0099,1.200000048,13.17000008,357.5,0.878714104,-0.045152698,0.021671741,9.162297864,268.4370636,-0.237502267,-6.886459429,107.6105373,-1,0,0,0,20.51627159,2860,59.95000076,36.90000153,931.2000122,0.089296473,250.4979704,251,0,0,0,327.5,0.036277898,10,-4.5152698,-0.000254
72.5,1.70E+18,0.088500001,-0.011899999,-0.0099,1.200000048,13.17000008,357.5,0.87462296,-0.042946383,0.001161218,9.082466269,268.4575646,-0.228564302,-6.886459518,107.6105365,-1,0,0,0,20.51627159,2860,59.95000076,36.90000153,931.5,0.089296473,250.4979704,251,0,0,0,327.5,0.036277898,10,-4.2946383,2.206315
72.6,1.70E+18,0.088500001,-0.011899999,-0.0099,1.200000048,13.17000008,357.5,0.871554573,-0.042677756,-0.014811162,9.003723788,268.4704118,-0.152498144,-6.886459605,107.6105357,-1,0,0,0,20.51627159,2860,59.95000076,36.90000153,931.5,0.089296473,250.4979704,251,0,0,0,327.5,0.036277898,10,-4.2677756,0.268627
72.7,1.70E+18,0.088500001,-0.011899999,-0.0099,1.200000048,13.17000008,357.5,0.867463429,-0.043907136,-0.033467284,8.919773208,268.4801703,-0.165109491,-6.886459692,107.6105349,-1,0,0,0,20.51627159,2860,59.95000076,36.90000153,931.5,0.089296473,250.4979704,251,0,0,0,327.5,0.036277898,10,-4.3907136,-1.22938
72.8,1.70E+18,0.068999998,0.033400003,-0.0029,1.340000033,12.18999958,357.5,0.861326714,-0.045165438,-0.044050608,8.877343053,268.4836965,-0.208857701,-6.886459732,107.6105345,-1,0,0,0,20.51627159,2860,59.95000076,36.90000153,931.5,0.076658724,250.4979704,251,0,0,0,327.5,0.036277898,10,-4.5165438,-1.258302
