Time,%time,field.velocity_x,field.velocity_y,field.velocity_z,field.dvl_roll,field.dvl_pitch,field.dvl_yaw,field.depth_data,field.depth_rate,field.roll_data,field.pitch_data,field.yaw_data,field.yaw_rate_data,field.lat,field.long,field.gps_status,field.navigasi_north,field.navigasi_east,field.navigasi_depth,field.voltage,field.current,field.humidity,field.temperature,field.pressure,field.surge,field.des_mm,field.cur_mm,field.roll_sp,field.servo_position,field.yaw_sp,field.internal_volume,field.bow_percentage,Unnamed: 33,be_rate,depth_rate,mm_rate,pitch
139,1.70E+18,0.078900002,-0.0063,0.057599999,1.210000038,-7.699999809,85.09999847,2.936556597,0.069888845,-0.286443906,-10.37130614,89.33450082,0.039416247,-6.887844238,107.6091891,-1,0,0,0,20.62581062,2580,60.11999893,36.97000122,937.0999756,0.079151123,250.4979704,251,0,0,0,645,0.036277898,,0,69.888845,0,-10.37130614
140,1.70E+18,0.095300004,0.0059,0.060900003,1.25999999,-7.610000134,84.59999847,3.014288206,0.072049417,-0.201641296,-10.28857366,89.03387474,-0.041544423,-6.887872045,107.609147,-1,0,0,0,20.6498909,1246,60.06999969,36.95000076,937.0999756,0.095482463,250.4979704,251,0,0,0,645,0.036277898,,0,72.049417,0,-10.28857366
141,1.70E+18,0.087199993,-0.0048,0.0614,1.309999943,-7.480000019,84,3.089974303,0.077068433,-0.200649215,-10.294958,88.8758465,-0.084166794,-6.887902742,107.6091,-1,0,0,0,20.64986992,1234,60.09999847,36.95000076,937.2000122,0.087332004,250.4979704,251,0,0,0,645,0.036277898,,0,77.068433,0,-10.294958
142,1.70E+18,0.087400004,-0.017200001,0.065800004,1.350000024,-7.510000229,83.59999847,3.169752259,0.077581763,-0.159512596,-10.32763824,88.84656429,0.06961912,-6.887931986,107.6090547,-1,0,0,0,20.64990044,1226,60.13999939,36.97000122,937.2000122,0.089076376,250.4979704,251,0,0,0,645,0.036277898,,0,77.581763,0,-10.32763824
143,1.70E+18,0.092800006,0.0025,0.067099996,1.399999976,-7.480000019,83.40000153,3.244414825,0.076550089,-0.197114601,-10.39784976,88.93482776,-0.104697498,-6.887961198,107.6090092,-1,0,0,0,20.63787079,1266,60.09999847,36.97999954,937.2999878,0.092833675,250.4979704,251,0,0,0,645,0.036277898,,0,76.550089,0,-10.39784976
144,1.70E+18,0.082599998,-0.0036,0.068900004,1.389999986,-7.619999886,83.19999695,3.321123619,0.074937105,-0.252042307,-10.50181269,89.0132166,0.040143981,-6.887990436,107.6089633,-1,0,0,0,20.64984131,1234,60.09999847,36.97000122,937,0.082678411,250.4979704,251,0,0,0,645,0.036277898,,0,74.937105,0,-10.50181269
145,1.70E+18,0.085699998,-0.0009,0.0682,1.320000052,-7.769999981,83,3.397832413,0.076558895,-0.228762879,-10.61909698,89.04691335,-0.147508936,-6.888019693,107.608917,-1,0,0,0,20.64593124,1240,60.06000137,36.97999954,937.2999878,0.085704723,250.4979704,251,0,0,0,645,0.036277898,,0,76.558895,0,-10.61909698
146,1.70E+18,0.078199998,0.0013,0.063900001,1.379999995,-7.769999981,150.6000061,3.476587672,0.076821983,-0.386592674,-10.71649875,89.04741904,-0.259917799,-6.888048949,107.6088704,-1,0,0,0,20.5519104,2626,60.04000092,36.97999954,937.0999756,0.078210802,250.4979704,251,0,0,0,642.5,0.036277898,,-2.5,76.821983,0,-10.71649875
147,1.70E+18,0.086999997,-0.0017,0.064800002,1.190000057,-7.840000153,150.1000061,3.554318447,0.077259369,-0.339843597,-10.79714355,88.95416017,0.16966555,-6.888078205,107.6088236,-1,0,0,0,20.52818108,2720,60.06999969,36.97999954,937.0999756,0.087016605,250.4979704,251,0,0,0,637.5,0.036277898,,-5,77.259369,0,-10.79714355
148,1.70E+18,0.085000001,-0.0072,0.065099999,1.269999981,-7.940000057,150.3000031,3.630005379,0.077719606,-0.115026219,-10.82995021,88.87548431,0.117936194,-6.888107454,107.6087764,-1,0,0,0,20.52800941,2640,60.04999924,36.97999954,937,0.085304397,250.4979704,251,0,0,0,625,0.036277898,,-12.5,77.719606,0,-10.82995021
149,1.70E+18,0.086800002,0.0032,0.067599997,1.5,-7.949999809,79.19999695,3.70364501,0.074597903,-0.052624621,-10.81831336,88.74645127,0.001977394,-6.88813673,107.6087289,-1,0,0,0,20.64188194,1280,60.04999924,36.97000122,936.5999756,0.086858968,250.4979704,251,0,0,0,620,0.036277898,,-5,74.597903,0,-10.81831336
150,1.70E+18,0.089400001,-0.0056,0.061999999,1.49000001,-8.050000191,150.3999939,3.783422966,0.075698376,-0.009367588,-10.70952415,88.67837441,0.033300047,-6.888165963,107.6086811,-1,0,0,0,20.52031136,2894,60.06999969,36.97999954,936.7000122,0.089575221,250.4979704,251,0,0,0,602.5,0.036277898,,-17.5,75.698376,0,-10.70952415
151,1.70E+18,0.068599999,-0.0149,0.063699998,1.600000024,-7.800000191,150.8999939,3.847857733,0.073454119,0.035914743,-10.48681709,88.73391835,0.018314387,-6.888195143,107.6086331,-1,0,0,0,20.52436066,2854,60.04999924,37.00999832,936,0.0701995,250.4979704,251,0,0,0,585,0.036277898,,-17.5,73.454119,0,-10.48681709
152,1.70E+18,0.084600002,-0.0072,0.056000002,1.899999976,-7.550000191,151.6000061,3.918429871,0.070320189,0.052163857,-10.13344802,88.86042978,-0.003409543,-6.888224264,107.6085848,-1,0,0,0,20.52441025,2906,59.97999954,36.99000168,935.9000244,0.084905832,250.4979704,251,0,0,0,567.5,0.036277898,,-17.5,70.320189,0,-10.13344802
153,1.70E+18,0.079700001,-0.0044,0.0515,1.74000001,-7.25,151.8000031,3.981841583,0.070130162,0.024791157,-9.60912826,89.06342345,0.040559639,-6.888253483,107.608536,-1,0,0,0,20.51638031,2860,60,36.97999954,935.4000244,0.079821364,250.4979704,251,0,0,0,550,0.036277898,,-17.5,70.130162,0,-9.60912826
154,1.70E+18,0.0757,0.011100001,0.043299999,1.789999962,-6.710000038,152.3000031,4.037072916,0.064730443,0.069157261,-8.856981328,89.22514187,-0.018171195,-6.888282738,107.6084869,-1,0,0,0,20.51234055,2920,60,36.99000168,935.2000122,0.076509477,250.4979704,251,0,0,0,532.5,0.036277898,,-17.5,64.730443,0,-8.856981328
155,1.70E+18,0.078500003,-0.0087,0.040900003,1.690000057,-6.139999866,152.5,4.082075377,0.056425896,-0.045592662,-7.883099424,89.40188748,-0.095558187,-6.888311996,107.6084374,-1,0,0,0,20.51633072,2866,59.97000122,37.00999832,934.9000244,0.078980633,250.4979704,251,0,0,0,515,0.036277898,,-17.5,56.425896,0,-7.883099424
156,1.70E+18,0.074099995,0.0019,0.034599997,1.460000038,-5.010000229,153,4.13014533,0.058334503,-0.122871787,-6.701886606,89.69192824,0.18658928,-6.888341341,107.6083875,-1,0,0,0,20.51631165,2900,59.95999908,36.99000168,934.9000244,0.07412435,250.4979704,251,0,0,0,497.5,0.036277898,,-17.5,58.334503,0,-6.701886606
157,1.70E+18,0.074500002,0.0024,0.030200001,1.379999995,-3.910000086,153.6000061,4.170034904,0.05435339,0.143435652,-5.401815199,90.01851537,0.257395567,-6.888370782,107.6083371,-1,0,0,0,20.5163517,2894,59.95000076,37.02000046,934.2000122,0.07453865,250.4979704,251,0,0,0,480,0.036277898,,-17.5,54.35339,0,-5.401815199
158,1.70E+18,0.070500001,0.0011,0.025600001,1.440000057,-2.660000086,79.59999847,4.204809446,0.048777182,0.206642382,-4.060336976,90.43629762,-0.120735589,-6.888400367,107.6082862,-1,0,0,0,20.63388252,1266,59.90999985,36.97999954,934.2999878,0.070508582,250.4979704,251,0,0,0,475,0.036277898,,-5,48.777182,0,-4.060336976
159,1.70E+18,0.069699995,0.0099,0.025899999,1.559999943,-1.480000019,155,4.23651578,0.044716265,0.071706307,-2.770513913,90.91001331,-0.107018325,-6.888430094,107.6082347,-1,0,0,0,20.51239204,2914,59.93000031,37.02000046,934,0.070399569,250.4979704,251,0,0,0,460,0.036277898,,-15,44.716265,0,-2.770513913
160,1.70E+18,0.069499999,0.0254,0.0208,1.429999948,0.100000001,155.6999969,4.269245644,0.043229248,0.011712468,-1.545234174,91.248245,-0.105478524,-6.888459979,107.6081828,-1,0,0,0,20.52425957,2894,59.88999939,37.00999832,933.5999756,0.073996013,250.4979704,251,0,0,0,450,0.036277898,,-10,43.229248,0,-1.545234174
161,1.70E+18,0.062899999,0.0093,0.022299999,1.279999971,1.220000029,146.5,4.290723343,0.035834257,-0.062643421,-0.395986705,91.40850784,0.070266082,-6.888490065,107.6081304,-1,0,0,0,20.5198307,2934,59.88999939,37.02000046,933.2000122,0.063583802,250.4979704,251,0,0,0,437.5,0.036277898,,-12.5,35.834257,0,-0.395986705
162,1.70E+18,-0.0001,0.0052,0.034900002,1.149999976,2.380000114,83.90000153,4.31629302,0.035798945,0.048301621,0.614617358,91.40195437,0.172127373,-6.888518877,107.6080801,-1,0,0,0,20.64591026,1254,59.88999939,37.02000046,933.5,0.005200961,250.4979704,251,0,0,0,435,0.036277898,,-2.5,35.798945,0,0.614617358
163,1.70E+18,0.051799998,0.0141,0.0231,1.269999981,3.470000029,156.8000031,4.343908091,0.034691323,0.147439879,1.405024367,91.26785075,0.070294037,-6.88855091,107.6080242,-1,0,0,0,20.50835228,2980,59.91999817,37.00999832,933.4000244,0.053684726,250.4979704,251,0,0,0,425,0.036277898,,-10,34.691323,0,1.405024367
164,1.70E+18,0.0502,0.016100001,0.025700001,1.320000052,4.21999979,137.1999969,4.366410275,0.028325897,0.185048571,1.926115862,91.09813696,0.039444582,-6.888581633,107.6079704,-1,0,0,0,20.54374123,2426,59.88999939,37.00999832,932.7000122,0.052718593,250.4979704,251,0,0,0,412.5,0.036277898,,-12.5,28.325897,0,1.926115862
165,1.70E+18,0.042300001,0.0244,0.0261,1.190000057,4.789999962,91.40000153,4.388910789,0.026321609,0.211004616,2.230666388,90.92845735,0.017752858,-6.888610984,107.607919,-1,0,0,0,20.63788223,1220,59.86999893,37.04000092,932.7999878,0.048832879,250.4979704,251,0,0,0,410,0.036277898,,-2.5,26.321609,0,2.230666388
166,1.70E+18,0.043499999,0.0208,0.027299998,1.409999967,5.25,122.1999969,4.417549391,0.026677534,0.214606565,2.374854769,90.75438369,0.064113191,-6.888643575,107.6078619,-1,0,0,0,20.52433968,2894,59.88000107,37.02000046,932.9000244,0.048217112,250.4979704,251,0,0,0,400,0.036277898,,-10,26.677534,0,2.374854769
167,1.70E+18,0.041900001,0.0207,0.026000001,1.379999995,5.260000229,110.3000031,4.441072721,0.024935432,0.233825975,2.414632612,90.59755817,0.090509779,-6.888674848,107.6078071,-1,0,0,0,20.53993034,2546,59.88999939,37.02000046,932.2999878,0.046734357,250.4979704,251,0,0,0,390,0.036277898,,-10,24.935432,0,2.414632612
168,1.70E+18,0.038599998,0.030999999,0.023399999,1.419999957,5.579999924,157.3000031,4.46152832,0.022425713,0.307096916,2.470401418,90.38937092,0.098119867,-6.88870631,107.6077521,-1,0,0,0,20.64986038,1234,59.86000061,37.00999832,932.5,0.049507169,250.4979704,251,0,0,0,385,0.036277898,,-5,22.425713,0,2.470401418
169,1.70E+18,0.034299999,0.022299999,0.023,1.50999999,5.690000057,101,4.48300602,0.021693897,0.358180531,2.574059187,90.14566917,0.102259312,-6.888737934,107.6076969,-1,0,0,0,20.53240204,2866,59.88999939,37.00999832,932.2999878,0.040911856,250.4979704,251,0,0,0,377.5,0.036277898,,-7.5,21.693897,0,2.574059187
170,1.70E+18,0.036699999,0.0199,0.0195,1.590000033,5.809999943,135.3000031,4.501416941,0.021801541,0.396964825,2.780664024,89.88724089,0.041628088,-6.888769725,107.6076414,-1,0,0,0,20.53586197,2766,59.86999893,37.00999832,932.4000244,0.041748053,250.4979704,251,0,0,0,367.5,0.036277898,,-10,21.801541,0,2.780664024
171,1.70E+18,0.036200002,0.023799999,0.0152,1.480000019,6.170000076,157.3000031,4.512667675,0.017878741,0.363642116,3.104647325,89.52074522,-0.014755425,-6.888801732,107.6075858,-1,0,0,0,20.63385201,1280,59.84999847,37.02000046,932,0.043322974,250.4979704,251,0,0,0,365,0.036277898,,-2.5,17.878741,0,3.104647325
172,1.70E+18,0.032200001,0.0219,0.012,1.529999971,6.679999828,88.80000305,4.532100458,0.01672828,0.332932371,3.535778042,89.16265494,0.090303094,-6.888833793,107.60753,-1,0,0,0,20.52429008,2934,59.88000107,37.00999832,931.7000122,0.038941624,250.4979704,251,0,0,0,355,0.036277898,,-10,16.72828,0,3.535778042
173,1.70E+18,0.031600002,0.0219,0.0077,1.450000048,7.369999886,142.3999939,4.540283699,0.018120699,0.417705791,4.101097584,88.91455915,0.102355737,-6.888865976,107.6074742,-1,0,0,0,20.52828979,2646,59.84999847,36.99000168,931.5999756,0.038446978,250.4979704,251,0,0,0,342.5,0.036277898,,-12.5,18.120699,0,4.101097584
174,1.70E+18,0.0307,0.02,0.0056,1.610000014,7.900000095,157.8000031,4.550511379,0.014524678,0.479253252,4.768990692,88.77975166,0.037558677,-6.888898314,107.6074182,-1,0,0,0,20.64583015,1254,59.86000061,37.00999832,931.2999878,0.036640005,250.4979704,251,0,0,0,340,0.036277898,,-2.5,14.524678,0,4.768990692
175,1.70E+18,0.029999999,0.021600001,0.003,1.620000005,8.550000191,83,4.549487133,0.010674247,0.493642898,5.501955558,88.7542963,0.031263494,-6.888930701,107.6073622,-1,0,0,0,20.52041054,2906,59.91999817,36.99000168,931.2999878,0.036967012,250.4979704,251,0,0,0,330,0.036277898,,-10,10.674247,0,5.501955558
176,1.70E+18,0.028000001,0.020299999,0.0005,1.75,9.31000042,155.3000031,4.549487133,0.007591556,0.48767573,6.276756478,88.82202464,-0.021702342,-6.888963208,107.6073062,-1,0,0,0,20.5402317,2674,59.86000061,36.99000168,931.4000244,0.034584534,250.4979704,251,0,0,0,317.5,0.036277898,,-12.5,7.591556,0,6.276756478
177,1.70E+18,0.023399999,0.026000001,-0.002,1.429999948,10.27000046,155.6000061,4.554600973,0.009286317,0.476866385,7.054314777,88.91690309,-0.032019684,-6.888995852,107.6072501,-1,0,0,0,20.64988136,1214,59.86999893,37.00999832,931.5999756,0.034979422,250.4979704,251,0,0,0,315,0.036277898,,-2.5,9.286317,0,7.054314777
178,1.70E+18,0.024799999,0.023200002,-0.0039,1.570000052,11.06000042,158.1999969,4.552556295,0.00813751,0.461409568,7.796292377,89.00315746,-0.026807769,-6.889028689,107.607194,-1,0,0,0,20.65386009,1220,59.88000107,37.00999832,930.9000244,0.033959977,250.4979704,251,0,0,0,310,0.036277898,,-5,8.13751,0,7.796292377
179,1.70E+18,0.023499999,0.016899999,-0.0037,1.440000057,11.56000042,158.6000061,4.541305561,-0.00099827,0.433725557,8.439016285,89.10406319,-0.10355138,-6.889061603,107.6071378,-1,0,0,0,20.63781166,1214,59.86999893,36.99000168,931,0.02894581,250.4979704,251,0,0,0,307.5,0.036277898,,-2.5,-0.99827,0,8.439016285
180,1.70E+18,0.023499999,0.016899999,-0.0037,1.440000057,11.56000042,158.6000061,4.541305561,-0.000530719,0.406306964,8.964127891,89.14650701,-0.007251935,-6.889094644,107.6070817,-1,0,0,0,20.64982986,1206,59.88000107,36.99000168,931.2000122,0.02894581,250.4979704,251,0,0,0,305,0.036277898,,-2.5,-0.530719,0,8.964127891
181,1.70E+18,0.029999999,0.022200001,-0.0022,1.610000014,12.56000042,82.69999695,4.537214537,0.001875752,0.436283666,9.332464379,89.14460042,0.036726009,-6.88912781,107.6070255,-1,0,0,0,20.53220177,2794,59.86000061,37.00999832,930.5999756,0.037320772,250.4979704,251,0,0,0,302.5,0.036277898,,-2.5,1.875752,0,9.332464379
182,1.70E+18,0.023,0.0188,-0.0016,1.519999981,12.76000023,83.19999695,4.532100458,-0.002402749,0.444882271,9.532826247,89.16757517,-0.094469194,-6.889161042,107.6069693,-1,0,0,0,20.56362152,2574,59.88999939,36.97999954,930.5999756,0.029705892,250.4979704,251,0,0,0,297.5,0.036277898,,-5,-2.402749,0,9.532826247
183,1.70E+18,0.0255,0.0196,0.0004,1.460000038,12.89000034,83.69999695,4.529031296,-0.002643795,0.426453188,9.590012822,89.15447505,-0.015534945,-6.88919437,107.6069132,-1,0,0,0,20.64178085,1206,59.90000153,37.00999832,930.5999756,0.032162245,250.4979704,251,0,0,0,297.5,0.036277898,,0,-2.643795,0,9.590012822
184,1.70E+18,0.023799999,0.017999999,0.0009,1.5,12.78999996,84,4.52494194,-0.003586973,0.414386905,9.522445073,89.14783958,-0.01031741,-6.889227785,107.6068572,-1,0,0,0,20.6457901,1246,59.88999939,36.99000168,930.7000122,0.02984024,250.4979704,251,0,0,0,297.5,0.036277898,,0,-3.586973,0,9.522445073
185,1.70E+18,0.0206,0.020299999,0.0012,1.460000038,12.71000004,84.40000153,4.520849962,-0.005060936,0.355930498,9.35704076,89.13150714,-0.101789445,-6.889261286,107.6068011,-1,0,0,0,20.65380096,1226,59.88999939,37.00999832,930.5,0.028921445,250.4979704,251,0,0,0,297.5,0.036277898,,0,-5.060936,0,9.35704076
186,1.70E+18,0.025,0.020399999,0.0017,1.440000057,12.43999958,84.80000305,4.518803616,-0.004915327,0.27633776,9.134620713,89.15049787,-0.117575852,-6.889294731,107.6067451,-1,0,0,0,20.64981079,1234,59.91999817,36.99000168,930.4000244,0.032267011,250.4979704,251,0,0,0,297.5,0.036277898,,0,-4.915327,0,9.134620713
187,1.70E+18,0.018200001,0.019100001,0.0023,1.399999976,12.25,85.19999695,4.516758699,-0.004167242,0.28096684,8.861333511,89.15532926,0.019841023,-6.889328153,107.6066892,-1,0,0,0,20.64185143,1194,59.88999939,36.99000168,930.7000122,0.026382761,250.4979704,251,0,0,0,297.5,0.036277898,,0,-4.167242,0,8.861333511
188,1.70E+18,0.023399999,0.018299999,0.0011,1.50999999,11.94999981,85.40000153,4.506531019,-0.008428097,0.273132937,8.606328896,89.14822909,-0.111491692,-6.889361593,107.6066333,-1,0,0,0,20.64980125,1234,59.90000153,37.00999832,930.5999756,0.029706059,250.4979704,251,0,0,0,297.5,0.036277898,,0,-8.428097,0,8.606328896
189,1.70E+18,0.024799999,0.0207,-0.0012,1.450000048,11.68000031,85.69999695,4.503461857,-0.005175707,0.221098789,8.415248838,89.15839074,-0.115595587,-6.889394912,107.6065775,-1,0,0,0,20.64978981,1226,59.88999939,36.97999954,930.7000122,0.032303714,250.4979704,251,0,0,0,297.5,0.036277898,,0,-5.175707,0,8.415248838
190,1.70E+18,0.0264,0.017100001,-0.0035,1.269999981,11.59000015,86.09999847,4.497325916,-0.006045168,0.209764935,8.278873886,89.15406504,0.071981115,-6.889428198,107.6065218,-1,0,0,0,20.65380096,1200,59.86000061,36.99000168,930.5999756,0.031454253,250.4979704,251,0,0,0,297.5,0.036277898,,0,-6.045168,0,8.278873886
191,1.70E+18,0.027000001,0.0195,-0.005,1.409999967,11.53999996,86.5,4.485052366,-0.008270519,0.219177799,8.239052478,89.16399433,-0.000837916,-6.889461477,107.6064661,-1,0,0,0,20.6458416,1200,59.90000153,36.99000168,930.9000244,0.033305406,250.4979704,251,0,0,0,297.5,0.036277898,,0,-8.270519,0,8.239052478
192,1.70E+18,0.029899999,0.017999999,-0.007,1.25,11.52999973,158.8000031,4.48300602,-0.00748419,0.155614957,8.293632869,89.22421932,-0.073786541,-6.889494709,107.6064105,-1,0,0,0,20.64582062,1220,59.93000031,36.97000122,930.7999878,0.034899999,250.4979704,251,0,0,0,292.5,0.036277898,,-5,-7.48419,0,8.293632869
193,1.70E+18,0.031100001,0.034200002,-0.0082,1.429999948,11.73999977,159.1999969,4.470733423,-0.009224067,0.194980179,8.478134681,89.28104799,0.019765494,-6.889527706,107.6063554,-1,0,0,0,20.5281601,2906,59.93000031,36.97999954,930.5999756,0.046226077,250.4979704,251,0,0,0,277.5,0.036277898,,-15,-9.224067,0,8.478134681
194,1.70E+18,0.0359,0.015699999,-0.015800001,1.419999957,12.06999969,159.3000031,4.46152832,-0.00856023,0.265597686,8.812454096,89.33614773,0.038840271,-6.889560544,107.6063007,-1,0,0,0,20.5281601,2820,59.93999863,36.97999954,930.2999878,0.039182905,250.4979704,251,0,0,0,265,0.036277898,,-12.5,-8.56023,0,8.812454096
195,1.70E+18,0.024600001,0.017999999,-0.0165,1.419999957,12.40999985,159.3999939,4.43902709,-0.012388541,0.234981183,9.297762232,89.38127718,-0.077407803,-6.889593308,107.6062463,-1,0,0,0,20.53222084,2760,59.90000153,36.97000122,929.9000244,0.030482126,250.4979704,251,0,0,0,257.5,0.036277898,,-7.5,-12.388541,0,9.297762232
196,1.70E+18,0.02,0.019200001,-0.0211,1.460000038,13.05000019,159.5,4.420617123,-0.015673729,0.225249233,9.941618818,89.48030366,-0.043144121,-6.889626043,107.606192,-1,0,0,0,20.5282402,2820,59.93000031,36.99000168,929.9000244,0.027724358,250.4979704,251,0,0,0,245,0.036277898,,-12.5,-15.673729,0,9.941618818
197,1.70E+18,0.029999999,0.016100001,-0.0255,1.24000001,13.82999992,159.5,4.395047445,-0.015850935,0.234861648,10.74204807,89.51982267,0.078286622,-6.889658699,107.606138,-1,0,0,0,20.52819061,2806,59.95000076,37.00999832,929.5,0.034047173,250.4979704,251,0,0,0,230,0.036277898,,-15,-15.850935,0,10.74204807
198,1.70E+18,0.024700001,0.0148,-0.032000002,1.580000043,14.80000019,160,4.363341112,-0.020370629,0.269382623,11.71512873,89.52895243,-0.017118674,-6.889691341,107.606084,-1,0,0,0,20.52020073,2800,59.86999893,36.97999954,929.0999756,0.028794618,250.4979704,251,0,0,0,215,0.036277898,,-15,-20.370629,0,11.71512873
199,1.70E+18,0.0307,0.032700002,-0.033299997,1.220000029,15.69999981,159.6999969,4.332657595,-0.021181667,0.154863095,12.84159075,89.52660849,-0.143292132,-6.889723967,107.6060302,-1,0,0,0,20.52828026,2806,59.86999893,37.00999832,928.7999878,0.044852872,250.4979704,251,0,0,0,200,0.036277898,,-15,-21.181667,0,12.84159075
200,1.70E+18,0.034299999,0.0153,-0.041900001,1.190000057,17.02000046,159.8999939,4.291746159,-0.025939189,0.073179394,14.04582913,89.52342401,-0.105091828,-6.889756487,107.6059766,-1,0,0,0,20.51628113,2886,59.88000107,36.97999954,928.5999756,0.037557689,250.4979704,251,0,0,0,185,0.036277898,,-15,-25.939189,0,14.04582913
201,1.70E+18,0.037900001,0.016700001,-0.046799999,1.340000033,18.23999977,160.1000061,4.240607042,-0.035656795,0.030036043,15.30024789,89.49863835,-0.092413933,-6.889788966,107.6059232,-1,0,0,0,20.52425957,2860,59.86999893,36.97999954,928.2999878,0.041416182,250.4979704,251,0,0,0,167.5,0.036277898,,-17.5,-35.656795,0,15.30024789
202,1.70E+18,0.141199991,0.0143,-0.058200002,1.049999952,19.77000046,160,4.189467688,-0.040509671,0.008241279,16.57805397,89.49122383,-0.030938526,-6.889821367,107.60587,-1,0,0,0,20.52023125,2866,59.86000061,36.97999954,928.0999756,0.141922259,250.4979704,251,0,0,0,152.5,0.036277898,,-15,-40.509671,0,16.57805397
203,1.70E+18,0.141199991,0.0143,-0.058200002,1.049999952,19.77000046,160,4.135259409,-0.042407289,-0.015510538,17.7686968,89.43807851,0.062978637,-6.889853688,107.6058172,-1,0,0,0,20.52829933,2854,59.84000015,36.97999954,927.7000122,0.141922259,250.4979704,251,0,0,0,137.5,0.036277898,,-15,-42.407289,0,17.7686968
204,1.70E+18,0.055099998,0.01,-0.052999999,1.080000043,22.15999985,160.1000061,4.076961298,-0.045951504,0.08785353,18.8638325,89.38763248,0.034485806,-6.889884263,107.6057672,-1,0,0,0,20.52421951,2826,59.83000183,36.99000168,927.5,0.056000087,250.4979704,251,0,0,0,122.5,0.036277898,,-15,-45.951504,0,18.8638325
205,1.70E+18,0.055,0.058699999,-0.066300005,1.00999999,23.14999962,160,4.010480423,-0.053826861,0.14460482,19.83345789,89.31183359,-0.03261251,-6.889917957,107.605712,-1,0,0,0,20.52421951,2860,59.81999969,36.95000076,927.2999878,0.080440598,250.4979704,251,0,0,0,107.5,0.036277898,,-15,-53.826861,0,19.83345789
206,1.70E+18,0.055,0.058699999,-0.066300005,1.00999999,23.14999962,160,3.942976732,-0.059441801,0.165758488,20.69573342,89.22054282,-0.013476769,-6.88994995,107.6056598,-1,0,0,0,20.52832031,2900,59.81999969,36.97000122,926.9000244,0.080440598,250.4979704,251,0,0,0,92.5,0.036277898,,-15,-59.441801,0,20.69573342
207,1.70E+18,0.105999999,0.0105,-0.056599997,1.080000043,24.87999916,160,3.871381779,-0.062998131,0.098038643,21.43004366,89.16815603,-0.153743364,-6.889981835,107.6056075,-1,0,0,0,20.52820969,2840,59.81999969,36.95000076,926.7999878,0.106518776,250.4979704,251,0,0,0,77.5,0.036277898,,-15,-62.998131,0,21.43004366
208,1.70E+18,0.105999999,0.0105,-0.056599997,1.080000043,24.87999916,160,3.799786825,-0.066806741,-0.04165648,22.09803158,89.17011045,-0.263545428,-6.890013628,107.6055549,-1,0,0,0,20.51640129,2880,59.83000183,36.95000076,926.5999756,0.106518776,250.4979704,251,0,0,0,67.5,0.036277898,,-10,-66.806741,0,22.09803158
209,1.70E+18,0.105999999,0.0105,-0.056599997,1.080000043,24.87999916,160,3.718986769,-0.070918754,-0.155221208,22.67378398,89.2066295,-0.093577055,-6.89004529,107.6055022,-1,0,0,0,20.52425957,2806,59.81000137,36.93999863,926.7000122,0.106518776,250.4979704,251,0,0,0,57.5,0.036277898,,-10,-70.918754,0,22.67378398
210,1.70E+18,0.105999999,0.0105,-0.056599997,1.080000043,24.87999916,160,3.632050056,-0.079476431,-0.153147822,23.188136,89.24814394,-0.045825433,-6.890076837,107.6054498,-1,0,0,0,20.65384102,1206,59.83000183,36.93999863,926.7000122,0.106518776,250.4979704,251,0,0,0,55,0.036277898,,-2.5,-79.476431,0,23.188136
211,1.70E+18,0.105999999,0.0105,-0.056599997,1.080000043,24.87999916,160,3.548182507,-0.081717819,-0.002602685,23.61456794,89.27422117,0.120637889,-6.89010819,107.6053978,-1,0,0,0,20.64590073,1246,59.79000092,36.91999817,926.4000244,0.106518776,250.4979704,251,0,0,0,55,0.036277898,,0,-81.717819,0,23.61456794
212,1.70E+18,0.069699995,-0.0009,-0.0568,0.949999988,27.46999931,94.30000305,3.454085608,-0.083886109,-0.082964284,23.92022359,89.26959478,-0.302944564,-6.890139386,107.605346,-1,0,0,0,20.64982986,1240,59.86000061,36.90999985,926.5,0.069705806,250.4979704,251,0,0,0,55,0.036277898,,0,-83.886109,0,23.92022359
213,1.70E+18,0.076199993,-0.0051,-0.057999998,0.720000029,27.73999977,94.59999847,3.362035055,-0.091561064,-0.249131784,24.12220076,89.18534267,-0.039517423,-6.890170462,107.6052946,-1,0,0,0,20.64586067,1226,59.84999847,36.91999817,926.5,0.076370472,250.4979704,251,0,0,0,55,0.036277898,,0,-91.561064,0,24.12220076
214,1.70E+18,0.131899998,-0.044400003,-0.047400001,0.730000019,27.87999916,94.59999847,3.262824912,-0.094177552,-0.18805977,24.20119267,89.07675591,-0.026697686,-6.890201339,107.6052434,-1,0,0,0,20.64586067,1260,59.88999939,36.91999817,926.5,0.139172446,250.4979704,251,0,0,0,55,0.036277898,,0,-94.177552,0,24.20119267
215,1.70E+18,0.0779,0.0068,-0.050900001,0.769999981,27.87000084,94.69999695,3.1656604,-0.098046653,-0.248101291,24.14766979,88.99454706,0.014618123,-6.890232024,107.6051922,-1,0,0,0,20.64982033,1194,59.90000153,36.91999817,926.5999756,0.078196227,250.4979704,251,0,0,0,55,0.036277898,,0,-98.046653,0,24.14766979
