Time,%time,field.velocity_x,field.velocity_y,field.velocity_z,field.dvl_roll,field.dvl_pitch,field.dvl_yaw,field.depth_data,field.depth_rate,field.roll_data,field.pitch_data,field.yaw_data,field.yaw_rate_data,field.lat,field.long,field.gps_status,field.navigasi_north,field.navigasi_east,field.navigasi_depth,field.voltage,field.current,field.humidity,field.temperature,field.pressure,field.surge,field.des_mm,field.cur_mm,field.roll_sp,field.servo_position,field.yaw_sp,field.internal_volume,field.bow_percentage,Unnamed: 33,be_rate,depth_rate,mm_rate,pitch
62,1.70E+18,0.012,-0.0028,-0.064300001,0.449999988,22.12999916,357.2000122,1.522045569,-0.104599439,-0.573508447,18.43261016,270.6804154,0.063152916,-6.886449921,107.6106009,-1,0,0,0,20.53218269,2820,59.79999924,36.90000153,928.0999756,0.012322338,250.4979704,251,0,0,0,142.5,0.036277898,,17.5,-104.599439,0,18.43261016
63,1.70E+18,-0.052700002,-0.0088,-0.080600001,1.019999981,21.12999916,357.6000061,1.43306331,-0.099006005,0.072503623,17.42673736,270.8694616,0.464447127,-6.886450824,107.6105968,-1,0,0,0,20.54018211,2900,59.79000092,36.86999893,928.2999878,0.053429675,250.4979704,251,0,0,0,160,0.036277898,,17.5,-99.006005,0,17.42673736
64,1.70E+18,0.112400003,0.011100001,-0.021200001,1.230000019,20.25,357.7999878,1.352263336,-0.093141556,0.319825503,16.44670261,270.814683,-0.103950174,-6.886451725,107.6105923,-1,0,0,0,20.53617096,2766,59.81999969,36.86999893,928.7999878,0.11294676,250.4979704,251,0,0,0,177.5,0.036277898,,17.5,-93.141556,0,16.44670261
65,1.70E+18,0.114,-0.040599998,-0.038799997,1.149999976,19.27000046,357.7000122,1.270440568,-0.089462906,0.083464916,15.4773369,270.5608538,-0.369437401,-6.886452643,107.6105874,-1,0,0,0,20.53217125,2806,59.84000015,36.86999893,929.2000122,0.121013883,250.4979704,251,0,0,0,195,0.036277898,,17.5,-89.462906,0,15.4773369
66,1.70E+18,0.119400002,0.0266,-0.025,0.970000029,18.05999947,357.5,1.197822858,-0.085139699,-0.029658934,14.57900018,270.2621958,0.123668335,-6.886453577,107.610582,-1,0,0,0,20.53218269,2806,59.88999939,36.86999893,929.4000244,0.122327104,250.4979704,251,0,0,0,212.5,0.036277898,,17.5,-85.139699,0,14.57900018
67,1.70E+18,0.093599997,-0.0009,-0.0276,1.080000043,17.51000023,357.6000061,1.135433007,-0.075710028,0.092623961,13.73836939,269.8134161,0.113243569,-6.886454501,107.6105762,-1,0,0,0,20.53621101,2774,59.90999985,36.86000061,930,0.093604324,250.4979704,251,0,0,0,230,0.036277898,,17.5,-75.710028,0,13.73836939
68,1.70E+18,0.104999997,-0.0027,-0.0221,1.149999976,16.55999947,357.6000061,1.078157057,-0.067777447,0.005267475,12.94012349,269.2860221,-0.028117184,-6.886455417,107.6105699,-1,0,0,0,20.53222084,2760,59.90999985,36.86000061,930.0999756,0.105034705,250.4979704,251,0,0,0,247.5,0.036277898,,17.5,-67.777447,0,12.94012349
69,1.70E+18,0.100199997,-0.044,-0.0209,0.790000021,15.84000015,357.2999878,1.022926707,-0.063075624,-0.103555624,12.13061829,268.7686598,-0.009592302,-6.886456327,107.6105631,-1,0,0,0,20.5361824,2786,59.95000076,36.86999893,930.2999878,0.109435092,250.4979704,251,0,0,0,265,0.036277898,,17.5,-63.075624,0,12.13061829
70,1.70E+18,0.092500001,-0.0121,-0.0188,1.139999986,14.93999958,357.3999939,0.970764716,-0.060472924,-0.191094539,11.35009461,268.4620201,-0.006188496,-6.886457246,107.610556,-1,0,0,0,20.5362606,2800,59.95000076,36.88000107,930.5999756,0.09328805,250.4979704,251,0,0,0,282.5,0.036277898,,17.5,-60.472924,0,11.35009461
71,1.70E+18,0.087800004,0.0007,-0.009699999,0.730000019,14.14999962,357.2000122,0.926784952,-0.055260111,0.017754638,10.44808053,268.3020033,0.289182627,-6.88645818,107.6105485,-1,0,0,0,20.52429008,2840,59.95999908,36.88000107,931,0.087802794,250.4979704,251,0,0,0,300,0.036277898,,17.5,-55.260111,0,10.44808053
72,1.70E+18,0.088500001,-0.011899999,-0.0099,1.200000048,13.17000008,357.5,0.887919147,-0.049103934,0.070384903,9.548035397,268.3489915,-0.079276654,-6.886459075,107.6105406,-1,0,0,0,20.5243206,2826,59.95000076,36.90000153,931.2000122,0.089296473,250.4979704,251,0,0,0,317.5,0.036277898,,17.5,-49.103934,0,9.548035397
73,1.70E+18,0.068999998,0.033400003,-0.0029,1.340000033,12.18999958,357.5,0.858258386,-0.042033598,-0.077543949,8.630496966,268.5137099,-0.073721428,-6.886459943,107.6105324,-1,0,0,0,20.51627159,2860,59.93999863,36.86999893,931.5,0.076658724,250.4979704,251,0,0,0,337.5,0.036277898,,20,-42.033598,0,8.630496966
74,1.70E+18,0.079900004,-0.0057,-0.0007,1.090000033,11.32999992,281.8999939,0.836779912,-0.033611253,0.00892226,7.704424156,268.7142093,0.057460028,-6.886460771,107.610524,-1,0,0,0,20.53223228,2814,59.95999908,36.86000061,931.9000244,0.080103063,250.4979704,251,0,0,0,345,0.036277898,,7.5,-33.611253,0,7.704424156
75,1.70E+18,0.0603,-0.055,0.017000001,1.24000001,10.10999966,357.3999939,0.818369765,-0.026391057,0.116251204,6.750194985,268.9101438,0.057574305,-6.886461498,107.6105153,-1,0,0,0,20.52032089,2974,59.97000122,36.86999893,931.7999878,0.081615501,250.4979704,251,0,0,0,360,0.036277898,,15,-26.391057,0,6.750194985
76,1.70E+18,0.071900003,-0.009699999,-0.0035,1.200000048,9.359999657,357.3999939,0.800982435,-0.026962779,0.050032091,5.960625258,269.042826,-0.155406491,-6.886462123,107.6105065,-1,0,0,0,20.63785172,1214,59.97999954,36.86000061,932,0.072551364,250.4979704,251,0,0,0,365,0.036277898,,5,-26.962779,0,5.960625258
77,1.70E+18,0.0392,-0.0025,0.0065,1.129999995,8.5,357.2999878,0.791777391,-0.01804132,-0.004901392,5.20315064,269.1377591,0.071117465,-6.886462657,107.6104975,-1,0,0,0,20.64585114,1240,59.95999908,36.86999893,932.2000122,0.039279639,250.4979704,251,0,0,0,370,0.036277898,,5,-18.04132,0,5.20315064
78,1.70E+18,0.0009,-0.016700001,-0.006,1.080000043,7.989999771,357.2999878,0.778481205,-0.017568469,0.069719803,4.635957396,269.1521098,0.072395492,-6.886463059,107.6104884,-1,0,0,0,20.65384102,1194,60,36.86999893,932.2000122,0.016724235,250.4979704,251,0,0,0,375,0.036277898,,5,-17.568469,0,4.635957396
79,1.70E+18,0.052900001,-0.0071,-0.015699999,1.360000014,7.559999943,284.3999939,0.769276102,-0.014942992,0.098707654,4.368742323,269.1901869,-0.148931057,-6.886463341,107.6104792,-1,0,0,0,20.6538105,1206,59.97000122,36.88000107,932,0.05337434,250.4979704,251,0,0,0,375,0.036277898,,0,-14.942992,0,4.368742323
80,1.70E+18,0.016700001,-0.0187,0.0052,1.179999948,7.210000038,284.5,0.763139446,-0.010003375,0.04288801,4.132209073,269.1661324,-0.05696633,-6.886463258,107.6105395,-1,0,0,0,20.65386963,1246,60,36.88000107,932.0999756,0.025071499,250.4979704,251,0,0,0,375,0.036277898,,0,-10.003375,0,4.132209073
81,1.70E+18,0.033,-0.043400001,0.0034,1.149999976,7.190000057,284.6000061,0.752911587,-0.008560959,0.087518354,4.130495534,269.1455495,0.086821929,-6.886463911,107.610573,-1,0,0,0,20.64981079,1174,59.97999954,36.88000107,932.0999756,0.054521189,250.4979704,251,0,0,0,375,0.036277898,,0,-8.560959,0,4.130495534
82,1.70E+18,0.031399999,-0.041999999,-0.011899999,1.24000001,7.239999771,284.5,0.742683728,-0.005792175,0.121559832,4.298572233,269.0470082,-0.012334524,-6.886464857,107.610594,-1,0,0,0,20.65786934,1220,59.97999954,36.88000107,932.2000122,0.05244006,250.4979704,251,0,0,0,375,0.036277898,,0,-5.792175,0,4.298572233
83,1.70E+18,0.0352,0.222000003,0.0063,1.389999986,7.539999962,284.2000122,0.736547012,-0.005488052,0.112953112,4.464660338,268.9964392,0.048846312,-6.886466077,107.6106081,-1,0,0,0,20.65385056,1226,59.95999908,36.90000153,932,0.224773311,250.4979704,251,0,0,0,375,0.036277898,,0,-5.488052,0,4.464660338
84,1.70E+18,0.038400002,-0.081300005,-0.0017,1.269999981,7.699999809,284.2000122,0.729387541,-0.006623192,0.154567206,4.756488523,268.9712366,0.173974756,-6.886465659,107.6106046,-1,0,0,0,20.64988136,1206,59.95999908,36.86999893,932.2000122,0.089912463,250.4979704,251,0,0,0,375,0.036277898,,0,-6.623192,0,4.756488523
85,1.70E+18,0.0286,0.091800004,-0.026000001,1.210000038,7.929999828,284.2000122,0.724273582,-0.002555188,0.119966336,4.991206157,268.9293054,-0.025293986,-6.886465122,107.6106011,-1,0,0,0,20.64586067,1206,59.95999908,36.86999893,932,0.096151967,250.4979704,251,0,0,0,375,0.036277898,,0,-2.555188,0,4.991206157
86,1.70E+18,0.0139,-0.053099997,-0.010199999,0.800000012,8.06000042,282.2999878,0.718136926,-0.001245333,-2.529538575,5.191306637,263.8544702,-2.278472279,-6.886463667,107.6105976,-1,0,0,0,20.0179615,9286,59.93999863,36.90000153,932.2000122,0.054889158,250.4979704,251,0,0,0,375,0.036277898,,0,-1.245333,0,5.191306637
87,1.70E+18,-0.0055,-0.156000003,-0.0107,-2.150000095,7.940000057,271.7000122,0.720182498,-0.003381259,-3.919208363,4.598337706,252.2376419,1.12831831,-6.886461394,107.610594,-1,0,0,0,20.07307053,8720,59.93999863,36.88000107,932.0999756,0.156096928,250.4979704,251,0,0,0,375,0.036277898,,0,-3.381259,0,4.598337706
88,1.70E+18,-0.0348,-0.211100012,0.002,-2.329999924,7.809999943,255.8000031,0.724273582,-0.000634114,-3.184154321,4.354898195,237.8994887,2.241601729,-6.88645876,107.6105889,-1,0,0,0,20.05713081,8706,59.93000031,36.86999893,932.0999756,0.213949188,250.4979704,251,0,0,0,375,0.036277898,,0,-0.634114,0,4.354898195
89,1.70E+18,0.0023,-0.241399989,-0.0288,-1.460000038,8.109999657,238,0.731433113,0.005206134,-1.49705051,4.510730695,222.3689176,3.250881318,-6.88645676,107.6105825,-1,0,0,0,20.06513023,8646,59.95000076,36.88000107,932.0999756,0.241410945,250.4979704,251,0,0,0,375,0.036277898,,0,5.206134,0,4.510730695
90,1.70E+18,-0.126499996,-0.179199994,-0.021200001,-0.150000006,8.56000042,205.3999939,0.741660972,0.012564898,-0.008477638,4.919492088,206.5588638,2.975070149,-6.886455839,107.610574,-1,0,0,0,20.05316162,8840,59.93000031,36.86999893,932.0999756,0.219351058,250.4979704,251,0,0,0,372.5,0.036277898,,-2.5,12.564898,0,4.919492088
91,1.70E+18,-0.087800004,-0.209000006,-0.0103,1.139999986,9.279999733,205,0.747797627,0.015150039,1.205152067,5.899009621,190.6754576,2.037106995,-6.886456483,107.6105635,-1,0,0,0,19.95141029,10292,59.93999863,36.90000153,931.9000244,0.22669328,250.4979704,251,0,0,0,365,0.036277898,,-7.5,15.150039,0,5.899009621
92,1.70E+18,0.070500001,-0.231600001,0.0056,1.149999976,10.68999958,191.8999939,0.7447293,0.013414269,0.316980514,7.687592867,174.8367707,0.401239703,-6.886459159,107.610551,-1,0,0,0,19.93584061,10586,59.90999985,36.88000107,931.5999756,0.242092567,250.4979704,251,0,0,0,352.5,0.036277898,,-12.5,13.414269,0,7.687592867
93,1.70E+18,-0.132300004,-0.233999997,-0.037,-0.360000014,12.34000015,184.1000061,0.742683728,0.01109988,0.012010564,9.280908734,159.3613199,3.029089113,-6.886464219,107.610537,-1,0,0,0,20.04508209,8772,59.95999908,36.88000107,931.7000122,0.268810881,250.4979704,251,0,0,0,350,0.036277898,,-2.5,11.09988,0,9.280908734
94,1.70E+18,-0.152399987,-0.279500008,-0.031500001,-0.479999989,13.64999962,158.8000031,0.740638156,0.009036746,-0.56368758,10.41854633,144.460183,1.284999037,-6.886472113,107.6105216,-1,0,0,0,19.93157959,10346,59.95999908,36.90000153,931.2999878,0.318348881,250.4979704,251,0,0,0,340,0.036277898,,-10,9.036746,0,10.41854633
95,1.70E+18,-0.718800008,-0.222000003,-0.153999999,-1.99000001,14.47999954,170.6000061,0.7396154,0.006589158,-1.912285615,11.13537182,129.5718114,2.334157586,-6.886483303,107.6105053,-1,0,0,0,19.95127106,10398,59.93000031,36.90000153,931.2000122,0.752301438,250.4979704,251,0,0,0,330,0.036277898,,-10,6.589158,0,11.13537182
96,1.70E+18,-0.117699996,-0.249699995,-0.0495,-2.700000048,14.84000015,138,0.752911587,0.010046063,-1.527581032,11.27714023,113.7898302,3.96015049,-6.886498197,107.6104886,-1,0,0,0,20.05710983,8740,59.93000031,36.90000153,931.0999756,0.276049591,250.4979704,251,0,0,0,325,0.036277898,,-5,10.046063,0,11.27714023
97,1.70E+18,-0.112000003,-0.0414,-0.0062,-2.359999895,14.72000027,146.1999969,0.766207774,0.011256231,-0.713328149,11.01817637,97.37559261,5.143409559,-6.886515894,107.6104728,-1,0,0,0,19.93556976,10252,59.93999863,36.88000107,931.2000122,0.119406703,250.4979704,251,0,0,0,315,0.036277898,,-10,11.256231,0,11.01817637
98,1.70E+18,-0.082900003,-0.045599997,-0.035999998,-1.110000014,14.30000019,154.3000031,0.781549532,0.01257332,2.336569012,10.85274216,85.69012022,4.610568665,-6.886538582,107.6104562,-1,0,0,0,20.54383087,2574,59.93000031,36.86999893,931.0999756,0.094613795,250.4979704,251,0,0,0,302.5,0.036277898,,-12.5,12.57332,0,10.85274216
99,1.70E+18,-0.092199996,-0.085099995,-0.0007,2.019999981,13.84000015,90.09999847,0.800982435,0.014547654,4.471834393,10.31791993,81.94783387,-0.471833293,-6.886562306,107.6104409,-1,0,0,0,20.27673149,6020,59.91999817,36.86000061,930.5,0.125470508,250.4979704,251,0,0,0,300,0.036277898,,-2.5,14.547654,0,10.31791993
100,1.70E+18,-0.133899987,-0.0108,-0.0139,2.910000086,12.60999966,29.39999962,0.822460909,0.012710028,2.482032083,9.075411376,83.8940994,-2.260628115,-6.886586838,107.6104266,-1,0,0,0,20.15914154,7266,59.95999908,36.88000107,930.7999878,0.13433483,250.4979704,251,0,0,0,317.5,0.036277898,,17.5,12.710028,0,9.075411376
101,1.70E+18,-0.126000002,0.021,-0.0021,1.269999981,11.35999966,29.20000076,0.838825483,0.007570091,1.661655179,7.835119488,86.65020071,0.072385795,-6.886616596,107.6104109,-1,0,0,0,20.43404198,4000,60,36.84000015,931.2000122,0.127738015,250.4979704,251,0,0,0,335,0.036277898,,17.5,7.570091,0,7.835119488
102,1.70E+18,-0.136299998,0.141100004,-0.020500001,1.929999948,10.03999996,30.29999924,0.855190058,0.006287698,1.736794403,6.755797299,88.87299003,-0.507589424,-6.886647316,107.6103957,-1,0,0,0,20.50836182,2914,60.00999832,36.86000061,931.7999878,0.196180785,250.4979704,251,0,0,0,352.5,0.036277898,,17.5,6.287698,0,6.755797299
103,1.70E+18,-0.115999997,0.0153,-0.006,1.389999986,9.199999809,30.60000038,0.869509001,0.007172576,0.937236758,5.980529128,90.11621612,-0.706139786,-6.886680054,107.6103798,-1,0,0,0,20.51625061,2834,60.04999924,36.84000015,932,0.117004655,250.4979704,251,0,0,0,370,0.036277898,,17.5,7.172576,0,5.980529128
104,1.70E+18,-0.148699999,0.0151,-0.0043,1.00999999,8.279999733,30.79999924,0.881782432,0.007631273,0.423074561,5.425440847,91.00532911,0.146575689,-6.886714401,107.610363,-1,0,0,0,20.5122509,2846,60.09000015,36.86000061,932.5,0.14946471,250.4979704,251,0,0,0,387.5,0.036277898,,17.5,7.631273,0,5.425440847
105,1.70E+18,-0.100400001,-0.0063,-0.0073,1.309999943,7.550000191,31.20000076,0.89712419,0.009719716,0.586138053,5.048390597,91.51961621,0.025183321,-6.886749885,107.610345,-1,0,0,0,20.52031136,2820,60.09000015,36.84000015,932.7000122,0.100597466,250.4979704,251,0,0,0,405,0.036277898,,17.5,9.719716,0,5.048390597
106,1.70E+18,-0.1105,-0.004,0.0065,1.480000019,7.340000153,31.39999962,0.908374805,0.010368209,0.351504719,4.736373237,91.72090831,-0.26312046,-6.886786166,107.6103259,-1,0,0,0,20.53223228,2840,60.06999969,36.86999893,933.0999756,0.110572375,250.4979704,251,0,0,0,422.5,0.036277898,,17.5,10.368209,0,4.736373237
107,1.70E+18,-0.192699999,-0.0295,-0.0121,1.00999999,6.789999962,31.29999924,0.933944423,0.015246368,-0.063002075,4.310443997,91.51108781,-0.168678968,-6.886822974,107.6103055,-1,0,0,0,20.52033997,2894,60.09000015,36.84000015,933.5,0.194944965,250.4979704,251,0,0,0,440,0.036277898,,17.5,15.246368,0,4.310443997
108,1.70E+18,-0.066599995,-0.0056,0.0133,0.920000017,6.380000114,31.29999924,0.955422897,0.016145498,0.031290839,3.640959502,91.11075189,0.318639731,-6.88685996,107.6102837,-1,0,0,0,20.52429008,2866,60.08000183,36.86999893,934,0.066835016,250.4979704,251,0,0,0,457.5,0.036277898,,17.5,16.145498,0,3.640959502
109,1.70E+18,-0.105699994,0.011100001,0.021799998,1.320000052,5.460000038,31.60000038,0.983038087,0.017900741,-0.081588157,2.752682135,90.70520872,-0.540885707,-6.88689692,107.6102607,-1,0,0,0,20.52018166,2786,60.11000061,36.86000061,934.2999878,0.106281224,250.4979704,251,0,0,0,477.5,0.036277898,,20,17.900741,0,2.752682135
110,1.70E+18,-0.093699999,-0.0115,0.034000002,0.899999976,4.639999866,31.60000038,1.018835564,0.02285341,-0.529982879,1.557632557,90.29089114,-0.305546611,-6.886933717,107.6102365,-1,0,0,0,20.52819061,2774,60.11999893,36.86000061,934.5999756,0.094403071,250.4979704,251,0,0,0,492.5,0.036277898,,15,22.85341,0,1.557632557
111,1.70E+18,-0.085599996,0.012,0.038799997,1.25999999,3.329999924,32,1.062815298,0.028637735,-0.524820855,0.128804306,89.85655779,0.034565537,-6.886970275,107.610211,-1,0,0,0,20.52818108,2780,60.15999985,36.86999893,934.7000122,0.086437025,250.4979704,251,0,0,0,505,0.036277898,,12.5,28.637735,0,0.128804306
112,1.70E+18,-0.071099997,0.021799998,0.060800001,1.200000048,1.840000033,32.40000153,1.106795032,0.030502941,-0.565894583,-1.545065682,89.37477838,-0.225294346,-6.887006412,107.6101845,-1,0,0,0,20.51624107,2806,60.16999817,36.86000061,935,0.074366992,250.4979704,251,0,0,0,517.5,0.036277898,,12.5,30.502941,0,-1.545065682
113,1.70E+18,-0.079400003,-0.0055,0.059999999,1.24000001,0.289999992,32.79999924,1.163048197,0.035386998,-0.804593567,-3.251426515,88.9940072,-0.280931284,-6.887042077,107.610157,-1,0,0,0,20.51618195,2840,60.11999893,36.88000107,935.0999756,0.079590266,250.4979704,251,0,0,0,532.5,0.036277898,,15,35.386998,0,-3.251426515
114,1.70E+18,-0.086099997,0.029100001,0.062600002,1.00999999,-1.440000057,33.29999924,1.221346904,0.041128967,-0.793141325,-4.933504067,88.82427292,0.035795838,-6.887077287,107.6101284,-1,0,0,0,20.52825928,2840,60.15999985,36.86999893,935.2999878,0.09088465,250.4979704,251,0,0,0,547.5,0.036277898,,15,41.128967,0,-4.933504067
115,1.70E+18,-0.065099999,0.059,0.061900001,1.120000005,-3.049999952,34.09999847,1.27248614,0.042046744,-0.785716774,-6.74008673,89.03012989,-0.117050475,-6.88711198,107.6100992,-1,0,0,0,20.52818108,2900,60.16999817,36.88000107,935.7999878,0.087857896,250.4979704,251,0,0,0,562.5,0.036277898,,15,42.046744,0,-6.74008673
116,1.70E+18,0.0211,-0.119400002,0.0502,1.409999967,-5.070000172,35.20000076,1.34612662,0.046803832,-0.229033289,-8.536969875,89.56137129,0.651104103,-6.887146173,107.6100698,-1,0,0,0,20.5243206,2886,60.18999863,36.86999893,936.0999756,0.121250033,250.4979704,251,0,0,0,577.5,0.036277898,,15,46.803832,0,-8.536969875
117,1.70E+18,0.023799999,0.0678,0.079000004,1.549999952,-6.539999962,36.40000153,1.408516486,0.054859325,-0.366571404,-9.73212719,90.29265422,-0.418315802,-6.887179875,107.6100394,-1,0,0,0,20.51642036,2906,60.20000076,36.88000107,936.7000122,0.071855967,250.4979704,251,0,0,0,592.5,0.036277898,,15,54.859325,0,-9.73212719
118,1.70E+18,0.075300001,0.027799999,0.054200001,1.399999976,-7.510000229,37,1.477043048,0.057627417,-0.803053379,-10.40551626,91.04611236,0.016341321,-6.887213084,107.6100079,-1,0,0,0,20.52429008,2846,60.20000076,36.88000107,936.7999878,0.080267864,250.4979704,251,0,0,0,607.5,0.036277898,,15,57.627417,0,-10.40551626
119,1.70E+18,0.050299998,-0.0092,0.054400001,1.289999962,-8.420000076,37.59999847,1.543524046,0.061232764,-0.719243637,-10.77063239,91.61413247,-0.03268733,-6.887245736,107.6099755,-1,0,0,0,20.52829933,2860,60.20999908,36.86999893,937,0.051134429,250.4979704,251,0,0,0,622.5,0.036277898,,15,61.232764,0,-10.77063239
120,1.70E+18,0.051799998,0.035400003,0.061299998,1.25,-8.449999809,37.70000076,1.600799982,0.059662186,-0.86472171,-10.90981598,91.58646301,-0.391537436,-6.887277954,107.609942,-1,0,0,0,20.51234055,2894,60.20000076,36.88000107,937.2000122,0.062740736,250.4979704,251,0,0,0,637.5,0.036277898,,15,59.662186,0,-10.90981598
121,1.70E+18,0.052700002,0.0089,0.053099997,0.819999993,-8.659999847,37.5,1.669326548,0.061786577,-1.053020631,-11.02748551,91.29942906,-0.152397561,-6.887309749,107.6099076,-1,0,0,0,20.51639175,2874,60.18999863,36.86999893,937.5,0.053446236,250.4979704,251,0,0,0,645,0.036277898,,7.5,61.786577,0,-11.02748551
122,1.70E+18,0.053799998,-0.0003,0.053400002,0.879999995,-8.539999962,88.30000305,1.734784756,0.065964743,-0.877957056,-11.15032385,90.78432876,-0.020212457,-6.887341062,107.6098723,-1,0,0,0,20.62989998,1300,60.22000122,36.90000153,937.4000244,0.053800834,250.4979704,251,0,0,0,645,0.036277898,,0,65.964743,0,-11.15032385
123,1.70E+18,0.044599999,0.0276,0.0603,1.090000033,-8.569999695,87.90000153,1.802288551,0.067643248,-0.693884429,-11.18525493,90.25498712,-0.063558944,-6.887371971,107.6098364,-1,0,0,0,20.63006973,1246,60.22000122,36.88000107,937.5999756,0.052449212,250.4979704,251,0,0,0,645,0.036277898,,0,67.643248,0,-11.18525493
124,1.70E+18,0.041000001,0.084300004,0.082400002,1.200000048,-8.539999962,87.30000305,1.866723974,0.065258786,-0.542414203,-11.11593434,89.56843045,-0.263946611,-6.887402545,107.6097998,-1,0,0,0,20.62615013,1394,60.24000168,36.90999985,937.2999878,0.093741617,250.4979704,251,0,0,0,645,0.036277898,,0,65.258786,0,-11.11593434
125,1.70E+18,0.073100001,-0.082900003,0.0471,1.220000029,-8.369999886,86.59999847,1.945478369,0.073089965,-0.534740757,-10.97831225,88.98080458,-0.017956651,-6.887431331,107.6097644,-1,0,0,0,20.63793182,1266,60.22999954,36.90999985,937.4000244,0.110526108,250.4979704,251,0,0,0,645,0.036277898,,0,73.089965,0,-10.97831225
126,1.70E+18,0.071400002,0.056499999,0.0403,1.200000048,-8.31000042,85.90000153,2.010936577,0.073439293,-0.135517369,-10.81100904,88.54319791,0.272286205,-6.887462805,107.6097248,-1,0,0,0,20.61017227,1520,60.22000122,36.93999863,937.4000244,0.091050591,250.4979704,251,0,0,0,645,0.036277898,,0,73.439293,0,-10.81100904
127,1.70E+18,0.083900005,0.0148,0.057700001,1.659999967,-8.119999886,85.69999695,2.075372834,0.065950893,0.159083584,-10.74588688,88.37768682,0.057603055,-6.887492535,107.6096865,-1,0,0,0,20.63404274,1340,60.20999908,36.90999985,936.9000244,0.085195368,250.4979704,251,0,0,0,645,0.036277898,,0,65.950893,0,-10.74588688
128,1.70E+18,0.079300001,-0.0306,0.0449,1.779999971,-8.039999962,85.59999847,2.15514924,0.074434198,0.151591524,-10.76907859,88.50870163,-0.035129404,-6.887522114,107.6096476,-1,0,0,0,20.63402176,1446,60.20000076,36.91999817,937.2999878,0.084999119,250.4979704,251,0,0,0,645,0.036277898,,0,74.434198,0,-10.76907859
129,1.70E+18,0.057099998,-0.240800008,0.056400001,1.75999999,-8.06000042,85.5,2.221630235,0.067896031,0.177881844,-10.8553304,88.71942417,-0.087714775,-6.887551534,107.6096083,-1,0,0,0,20.62994003,1366,60.15999985,36.93999863,937,0.24747738,250.4979704,251,0,0,0,645,0.036277898,,0,67.896031,0,-10.8553304
130,1.70E+18,0.083800003,-0.047400001,0.065899998,1.799999952,-8.130000114,85.69999695,2.291179557,0.067020535,0.080824143,-11.01455453,88.99226462,-0.17708902,-6.887580869,107.6095686,-1,0,0,0,20.63791084,1274,60.15999985,36.95000076,937.0999756,0.096276688,250.4979704,251,0,0,0,645,0.036277898,,0,67.020535,0,-11.01455453
131,1.70E+18,0.083800003,-0.047400001,0.065899998,1.799999952,-8.130000114,85.69999695,2.366866429,0.071359441,-0.086207921,-11.15211854,89.28627573,-0.145761683,-6.887610149,107.6095283,-1,0,0,0,20.62989044,1306,60.15999985,36.93999863,937.2000122,0.096276688,250.4979704,251,0,0,0,645,0.036277898,,0,71.359441,0,-11.15211854
132,1.70E+18,0.065400004,-0.039000001,0.065400004,1.49000001,-8.520000458,85.90000153,2.442550857,0.070433579,-0.039749431,-11.28250721,89.50528066,-0.007390586,-6.887639435,107.6094876,-1,0,0,0,20.64985085,1226,60.18000031,36.93999863,937.0999756,0.076145654,250.4979704,251,0,0,0,645,0.036277898,,0,70.433579,0,-11.28250721
133,1.70E+18,0.100400001,0.0013,0.069699995,1.539999962,-8.579999924,86,2.514145811,0.074647583,-0.092998777,-11.34267582,89.77648103,-0.208041907,-6.887668676,107.6094464,-1,0,0,0,20.64589119,1234,60.15999985,36.93999863,937.0999756,0.100408417,250.4979704,251,0,0,0,645,0.036277898,,0,74.647583,0,-11.34267582
134,1.70E+18,0.065800004,-0.114599995,0.081199996,1.519999981,-8.590000153,86.09999847,2.583695908,0.070326313,-0.273164543,-11.33243559,89.92702642,-0.245825551,-6.887697922,107.6094047,-1,0,0,0,20.64582062,1234,60.15999985,36.93999863,937.2000122,0.132146886,250.4979704,251,0,0,0,645,0.036277898,,0,70.326313,0,-11.33243559
135,1.70E+18,0.080199994,0.046,0.0528,1.340000033,-8.600000381,86.09999847,2.653246064,0.070127115,-0.472406198,-11.19409511,89.99655201,-0.262092769,-6.887727205,107.6093624,-1,0,0,0,20.63788223,1226,60.09999847,36.95000076,937.2000122,0.092455606,250.4979704,251,0,0,0,645,0.036277898,,0,70.127115,0,-11.19409511
136,1.70E+18,0.070300005,0.0028,0.0623,1.149999976,-8.380000114,86,2.724841018,0.072020859,-0.571266315,-10.97241822,89.99965449,-0.070873583,-6.887756452,107.6093198,-1,0,0,0,20.6458416,1206,60.11000061,36.97000122,937.2000122,0.070355744,250.4979704,251,0,0,0,645,0.036277898,,0,72.020859,0,-10.97241822
137,1.70E+18,0.082900003,-0.0055,0.059500001,1.00999999,-8.180000305,85.80000305,2.794389625,0.072578706,-0.491603906,-10.72428058,89.86975357,0.061790169,-6.88778568,107.6092767,-1,0,0,0,20.64585114,1246,60.13999939,36.95000076,937.2000122,0.083082251,250.4979704,251,0,0,0,645,0.036277898,,0,72.578706,0,-10.72428058
138,1.70E+18,0.083300002,0.082699999,0.076699995,1.129999995,-7.920000076,85.5,2.872120399,0.075703949,-0.397419904,-10.50275317,89.65301741,0.01971298,-6.887814935,107.6092331,-1,0,0,0,20.64588165,1240,60.15000153,36.97000122,937.2000122,0.117380493,250.4979704,251,0,0,0,645,0.036277898,,0,75.703949,0,-10.50275317
