Time,field.velocity_x,field.velocity_y,field.velocity_z,field.dvl_roll,field.dvl_pitch,field.dvl_yaw,field.depth_data,field.depth_rate,field.roll_data,field.pitch_data,field.yaw_data,field.yaw_rate_data,field.lat,field.long,field.gps_status,field.navigasi_north,field.navigasi_east,field.navigasi_depth,field.voltage,field.current,field.humidity,field.temperature,field.pressure,field.surge,field.des_mm,field.cur_mm,field.roll_sp,field.servo_position,field.yaw_sp,field.internal_volume,field.bow_percentage,be_rate,depth_rate,mm_rate,pitch
69,-0.0254,-0.0187,-0.0003,4.650000095,4.889999866,233.1000061,3.696486254,0.008273385,4.313646418,1.541841799,1.896619678,-0.010848804,-6.886596259,107.6107561,-1,-0.120703807,5.300563963,3.716297003,21.10089111,3260,61.40000153,35.29999924,-1.9921875,0.031541243,130.7832103,130,0,0,0,145,-0.094756499,-15,8.273385,0,1.541841799
70,-0.0276,-0.021200001,-0.0092,4.96999979,4.909999847,231.8999939,3.699553986,0.005077853,4.434168576,2.107854529,1.684044684,0.213687706,-6.886598496,107.6107576,-1,-0.061998313,5.355315201,3.733556179,21.10881996,3226,61.40000153,35.29999924,-2.1875,0.034802299,129.2691129,130,0,0,0,127.5,-0.084951051,-17.5,5.077853,0,2.107854529
71,-0.0243,-0.023,-0.019100001,4.900000095,6.070000172,224,3.685234089,0.000430777,4.537980743,2.931761229,1.384260952,0.050611266,-6.886600754,107.6107592,-1,-0.034126822,5.302149315,3.711043711,21.07289124,3374,61.29999924,35.29999924,-2.08984375,0.03345878,127.1374175,128,0,0,0,110,-0.064338088,-17.5,0.430777,-2,2.931761229
72,-0.031200001,-0.0306,-0.025899999,5.059999943,7.599999905,228,3.668870468,-0.007125286,4.47340955,3.994906452,1.189964806,0.013190832,-6.886603042,107.6107609,-1,0.022897619,5.347822564,3.747674627,21.09293175,3334,61.29999924,35.29999924,-2.578125,0.043701259,123.0488122,124,0,0,0,95,-0.052283231,-15,-7.125286,-4,3.994906452
73,-0.0272,-0.031600002,-0.0341,5.050000191,8.489999771,222.1000061,3.648414631,-0.009606801,4.523759482,5.281137148,0.934944708,0.26862075,-6.886605304,107.6107628,-1,0.072488007,5.354804299,3.785253878,21.10484123,3286,61.29999924,35.29999924,-1.69921875,0.041694126,117.1418732,118,0,0,0,77.5,-0.036623776,-17.5,-9.606801,-6,5.281137148
74,-0.031600002,-0.035500001,-0.041900001,5.079999924,9.899999619,221.3000031,3.621822376,-0.011803526,4.711186525,6.69517724,0.63412573,0.11524962,-6.886607492,107.6107648,-1,0.075739157,5.388538083,3.77001983,21.088871,3320,61.29999924,35.29999924,-2.3828125,0.047526942,110.3186411,111,0,0,0,62.5,-0.025887279,-15,-11.803526,-7,6.69517724
75,-0.031500001,-0.038699999,-0.043499999,5.039999962,11.38000011,1.600000024,3.591138859,-0.016356934,4.713363044,8.117555243,0.249841523,-0.059002839,-6.886609587,107.6107669,-1,0.117702644,5.414601752,3.767858779,21.2304306,1620,61.29999924,35.29999924,-2.28515625,0.049899298,101.0760919,102,0,0,0,55,-0.012620255,-7.5,-16.356934,-9,8.117555243
76,-0.0266,-0.043099999,-0.043200001,4.820000172,12.71000004,1.5,3.556364079,-0.020915693,4.594054287,9.340833896,359.978281,0.054813576,-6.886611566,107.6107691,-1,0.064604377,5.444144532,3.797764391,21.23044014,1614,61.29999924,35.29999924,-2.1875,0.050647507,93.99674256,94,0,0,0,55,0.020810608,0,-20.915693,-8,9.340833896
77,-0.028000001,-0.038599998,-0.038200002,4.940000057,13.89000034,1.399999976,3.52363493,-0.024512883,4.63934219,10.24077396,359.4640076,0.164236439,-6.8866134,107.6107715,-1,0.034754855,5.441750916,3.771856743,21.23048019,1626,61.20000076,35.20000076,-1.796875,0.047686055,88.4657982,89,0,0,0,55,0.043142986,0,-24.512883,-5,10.24077396
78,-0.0239,-0.036200002,-0.0337,4.869999886,14.10999966,1.200000048,3.499088187,-0.023258613,4.616406313,10.59756158,358.9899707,0.007714266,-6.886615065,107.610774,-1,-0.033438424,5.411875428,3.786176527,21.22646141,1640,61.20000076,35.20000076,-0.625,0.043377992,87.81841928,88,0,0,0,55,0.070346393,0,-23.258613,-1,10.59756158
79,-0.022600001,-0.037599999,-0.0285,4.840000153,14.11999989,0.300000012,3.474541326,-0.023051271,4.531348682,10.54767334,358.5358608,0.103707426,-6.88660455,107.6107559,-1,-0.152771942,5.332444793,3.808015588,21.226511,1666,61.20000076,35.20000076,-2.48046875,0.043869351,89.79601575,89,0,0,0,55,0.087131217,0,-23.051271,1,10.54767334
80,-0.024700001,-0.034200002,-0.023600001,4.800000191,13.80000019,359.7000122,3.442834992,-0.029923292,4.644163333,10.18253842,358.2317358,0.285275966,-6.886600095,107.6107454,-1,-0.266435661,5.277442884,3.754841391,21.22654152,1686,61.20000076,35.29999924,-2.28515625,0.042186848,94.37207744,94,0,0,0,55,0.104081407,0,-29.923292,5,10.18253842
81,-0.0176,-0.033799998,-0.021799998,5.110000134,13.17000008,0.300000012,3.420334477,-0.031197438,4.820836767,9.613701682,357.9999656,0.166375146,-6.886600457,107.6107471,-1,-0.358606653,5.154476592,3.731647917,21.23054123,1686,61.20000076,35.29999924,-2.48046875,0.038107741,101.2517687,101,0,0,0,55,0.107983425,0,-31.197438,7,9.613701682
82,-0.0184,-0.0284,-0.0221,5.110000134,12.72000027,359.3999939,3.395786901,-0.030923599,4.796570891,9.010565983,357.8755111,-0.073234129,-6.886600532,107.6107489,-1,-0.456140605,5.05378423,3.673986059,21.22650146,1666,61.20000076,35.29999924,-1.89453125,0.033839622,109.1920337,109,0,0,0,55,0.110734656,0,-30.923599,8,9.010565983
83,-0.0153,-0.025899999,-0.027000001,5.190000057,12.34000015,359.6000061,3.367148895,-0.03157305,4.696029909,8.521057713,357.8550649,-0.029876433,-6.88660033,107.6107509,-1,-0.559377325,4.979561959,3.623630746,21.22649002,1646,61.20000076,35.20000076,-2.1875,0.030081555,116.8045083,116,0,0,0,55,0.104513295,0,-31.57305,7,8.521057713
84,-0.014,-0.022299999,-0.0328,5.130000114,11.97000027,0.100000001,3.341579337,-0.030352142,4.649391078,8.263955166,357.9473738,-0.034076664,-6.886599871,107.6107529,-1,-0.593527492,4.909324547,3.625708773,21.21072006,1806,61.20000076,35.20000076,-1.89453125,0.0263304,121.9427447,121,0,0,0,55,0.097963922,0,-30.352142,5,8.263955166
85,-0.010899999,0.065300003,-0.056200001,4.960000038,11.98999977,359.6000061,3.311917801,-0.028549219,4.61448264,8.310793027,358.1146344,-0.048794308,-6.88660434,107.6107425,-1,-0.683363173,4.882916784,3.569074995,21.23046112,1660,61.20000076,35.20000076,-1.89453125,0.066203477,124.2322442,124,0,0,0,55,0.085390002,0,-28.549219,3,8.310793027
86,-0.012,-0.0148,-0.045400001,4.960000038,12.15999985,0.400000006,3.271006365,-0.033670038,4.625836755,8.644557208,358.4118436,0.00099046,-6.886603643,107.6107441,-1,-0.759814126,4.830687747,3.538237025,21.23048973,1660,61.10000229,35.20000076,-2.7734375,0.019053609,123.7339829,124,0,0,0,55,0.064286314,0,-33.670038,0,8.644557208
87,-0.0095,-0.012800001,-0.050299998,4.900000095,12.64999962,1.200000048,3.224981089,-0.036620632,4.643782783,9.219850894,358.8598033,-0.135826165,-6.886602733,107.6107458,-1,-0.809416499,4.85813102,3.508503109,21.23447037,1640,61.10000229,35.20000076,-1.9921875,0.015940201,122.621992,123,0,0,0,55,0.038885619,0,-36.620632,-1,9.219850894
88,-0.0075,-0.010100001,-0.053400002,4.929999828,13.18999958,2.400000095,3.181002159,-0.039824054,4.54091238,9.849591715,359.3585506,-0.251781453,-6.886601635,107.6107475,-1,-0.934869161,4.866448224,3.457324199,21.23445129,1620,61.10000229,35.20000076,-2.578125,0.012580143,119.6519301,120,0,0,0,55,0.023760011,0,-39.824054,-3,9.849591715
89,-0.0032,-0.0557,-0.065099999,4.849999905,13.94999981,3.099999905,3.127816577,-0.041568317,4.480710028,10.50802961,360.0074744,-0.085927321,-6.886600346,107.6107492,-1,-1.116336889,4.844065126,3.464198809,21.23046112,1634,61.20000076,35.20000076,-2.08984375,0.055791846,116.9249531,117,0,0,0,55,0.026560279,0,-41.568317,-3,10.50802961
90,-0.0017,-0.0027,-0.054200001,4.869999886,14.39999962,3.700000048,3.081791182,-0.044560246,4.471731888,11.02743938,0.482841187,-0.133540802,-6.886598849,107.610751,-1,-1.236317912,4.798281417,3.411812764,21.21844101,1646,61.20000076,35.20000076,-1.9921875,0.003190611,113.3086096,114,0,0,0,55,-0.053752646,0,-44.560246,-3,11.02743938
91,-0.0001,-0.0063,-0.050700001,4.889999866,14.89000034,3.900000095,3.029629965,-0.045401983,4.436491591,11.36950048,1.060640261,-0.147997075,-6.886597156,107.6107527,-1,-1.3081805,4.788932906,3.36619509,21.22656059,1700,61.20000076,35.20000076,-1.89453125,0.006300794,112.208461,113,0,0,0,55,-0.076959923,0,-45.401983,-1,11.36950048
92,0.004,-0.0064,-0.0462,4.670000076,14.96000004,4.699999809,2.987695832,-0.045312654,4.435572892,11.43364713,1.659666265,-0.104812122,-6.886608337,107.6107434,-1,-1.417767388,4.770630036,3.337567817,21.21453094,1706,61.10000229,35.20000076,-1.69921875,0.007547185,113.0605654,113,0,0,0,55,-0.108025134,0,-45.312654,0,11.43364713
93,0.0052,-0.0087,-0.0416,4.659999847,15.01000023,4.099999905,2.942693372,-0.041431636,4.45870609,11.2663516,2.120760525,-0.113764248,-6.886615947,107.6107376,-1,-1.467802823,4.778194592,3.285945135,21.22253037,1686,61.10000229,35.20000076,-3.06640625,0.010135581,115.1503954,115,0,0,0,55,-0.130148202,0,-41.431636,2,11.2663516
94,0.0052,-0.0087,-0.0416,4.659999847,15.01000023,4.099999905,2.89564528,-0.047994033,4.429873625,10.90756258,2.517090434,-0.034703141,-6.886621585,107.6107336,-1,-1.558890901,4.83850698,3.292889229,21.23051071,1700,61.10000229,35.20000076,-1.69921875,0.010135581,118.5267071,118,0,0,0,55,-0.145509988,0,-47.994033,3,10.90756258
95,0.007900001,-0.0143,-0.0363,4.610000134,14.18000031,6.099999905,2.853711028,-0.04782493,4.393211501,10.49878709,2.688272601,-0.119583371,-6.886620249,107.6107346,-1,-1.581584676,4.820943818,3.206220014,21.23051071,1660,61.10000229,35.20000076,-2.28515625,0.016337075,123.2108066,123,0,0,0,55,-0.138456285,0,-47.82493,5,10.49878709
96,0.0083,-0.017200001,-0.0359,4.570000172,13.73999977,5.400000095,2.817913671,-0.042488381,4.285713859,10.08412954,2.72356052,-0.140980688,-6.886618754,107.6107356,-1,-1.644310429,4.800201787,3.136798949,21.22254181,1680,61.10000229,35.20000076,-1.69921875,0.019097906,129.278933,129,0,0,0,55,-0.145930767,0,-42.488381,6,10.08412954
97,0.0099,-0.0188,-0.0385,4.550000191,13.47000027,4.300000191,2.770866294,-0.04435372,4.212733429,9.790983739,2.622409208,0.011036906,-6.886624883,107.6107323,-1,-1.744889871,4.788319779,3.083393052,21.21051025,1700,61.10000229,35.20000076,-1.89453125,0.021247353,133.6269465,133,0,0,0,55,-0.13734819,0,-44.35372,4,9.790983739
98,0.0099,-0.0188,-0.0385,4.550000191,13.47000027,4.300000191,2.729954977,-0.045763366,4.216132318,9.687554684,2.459055845,0.047774846,-6.886629873,107.6107299,-1,-1.711442375,4.718341427,3.051438941,21.23442078,1620,61.20000076,35.29999924,-1.6015625,0.021247353,137.0465654,137,0,0,0,55,-0.125039443,0,-45.763366,4,9.687554684
99,0.011899999,-0.026700001,-0.044299997,4.550000191,13.30000019,5.300000191,2.679837723,-0.04459168,4.245914234,9.786586283,2.278483597,-0.005657361,-6.886634084,107.6107281,-1,-1.762261355,4.728173088,2.972040688,21.22240067,1626,61.20000076,35.29999924,-1.40625,0.029231833,138.0785571,138,0,0,0,55,-0.112907343,0,-44.59168,1,9.786586283
100,0.011899999,-0.026700001,-0.044299997,4.550000191,13.30000019,5.300000191,2.632790465,-0.047162477,4.199985249,10.02397374,2.239691509,0.025898167,-6.886637757,107.6107269,-1,-1.770422207,4.711654507,2.966000271,21.23046112,1654,61.20000076,35.29999924,-1.89453125,0.029231833,138.1323585,138,0,0,0,55,-0.108189695,0,-47.162477,0,10.02397374
101,0.011899999,-0.026700001,-0.044299997,4.550000191,13.30000019,5.300000191,2.58165123,-0.046483286,4.193480038,10.39746707,2.15487455,0.061017125,-6.886636147,107.6107274,-1,-1.863945737,4.661590875,2.965442932,21.22648048,1660,61.10000229,35.20000076,-2.67578125,0.029231833,137.4686482,138,0,0,0,55,-0.103060454,0,-46.483286,0,10.39746707
102,0.011899999,-0.026700001,-0.044299997,4.550000191,13.30000019,5.300000191,2.530511994,-0.047727566,4.204292586,10.84445123,2.086060513,0.060223073,-6.886634282,107.6107279,-1,-1.870379585,4.590918329,2.895767422,21.23044014,1626,61.10000229,35.20000076,-1.89453125,0.029231833,136.1256551,137,0,0,0,55,-0.102556214,0,-47.727566,-1,10.84445123
103,0.0526,-0.068099998,-0.038200002,4.480000019,14.77000046,5.699999809,2.470166881,-0.052108012,4.185069946,11.27359271,2.012799476,0.077045206,-6.886632172,107.6107284,-1,-1.997753054,4.471870247,2.81252884,21.23447037,1640,61.10000229,35.20000076,-2.578125,0.086048647,135.6264496,136,0,0,0,55,-0.09606304,0,-52.108012,-1,11.27359271
104,0.0144,0.064499997,-0.080499999,4.559999943,15.14999962,4.300000191,2.419027646,-0.052372757,4.213584646,11.6133295,1.970169864,0.138551191,-6.8866298,107.6107288,-1,-2.149506694,4.424412171,2.774540903,21.2344799,1634,61.10000229,35.20000076,-2.28515625,0.066087893,135.4877041,136,0,0,0,55,-0.09751334,0,-52.372757,0,11.6133295
105,0.134399995,-0.056900002,-0.0195,4.590000153,15.35000038,3.900000095,2.359706123,-0.051943164,4.282903092,11.84438131,1.95001806,0.184837448,-6.886635951,107.6107279,-1,-2.405718511,4.371605596,2.730412821,21.23046112,1660,61.10000229,35.20000076,-2.08984375,0.145948515,136.0731752,136,0,0,0,55,-0.111110806,0,-51.943164,0,11.84438131
106,0.128899992,0.0091,-0.034700003,4.579999924,15.55000019,5.099999905,2.307544131,-0.051819969,4.339505817,11.96938079,1.890606277,0.033878942,-6.886641354,107.6107273,-1,-2.466308414,4.322422933,2.671964147,21.23445129,1634,61.10000229,35.20000076,-1.796875,0.12922081,136.3699308,136,0,0,0,55,-0.093310252,0,-51.819969,0,11.96938079
107,0.065899998,-0.0515,-0.0309,4.630000114,15.65999985,3.5,2.253335733,-0.053620487,4.350103106,12.0051114,1.871818,0.025077293,-6.886645906,107.6107269,-1,-2.474423917,4.412316415,2.627080956,21.22643089,1646,61.10000229,35.20000076,-2.3828125,0.083636474,136.6567544,136,0,0,0,55,-0.092131875,0,-53.620487,0,12.0051114
108,0.104900002,-0.0132,-0.0394,4.659999847,15.57999992,4.800000191,2.197082598,-0.054957125,4.32349414,11.9545176,1.750299304,0.04077593,-6.886649812,107.6107266,-1,-2.466553668,4.403729071,2.6047771,21.21852112,1686,61.10000229,35.20000076,-2.1875,0.105727246,138.1462406,138,0,0,0,55,-0.081507541,0,-54.957125,2,11.9545176
109,0.0779,0.0141,-0.070599996,4.639999866,15.56999969,3.299999952,2.139807422,-0.057416562,4.295685868,11.87650546,1.578620202,0.127033402,-6.886653237,107.6107263,-1,-2.384338699,4.420454211,2.530115671,21.226511,1660,61.10000229,35.20000076,-1.50390625,0.079165775,140.4842048,140,0,0,0,55,-0.069694318,0,-57.416562,2,11.87650546
110,0.052200001,-0.029899999,-0.0451,4.590000153,15.43999958,3.400000095,2.084576268,-0.05692175,4.318414173,11.81268341,1.411834103,0.119621811,-6.886656286,107.6107261,-1,-2.37046511,4.391612627,2.455178551,21.22647095,1654,61.20000076,35.20000076,-1.796875,0.060156879,142.1752503,142,0,0,0,55,-0.063031211,0,-56.92175,2,11.81268341
111,0.011899999,-0.101199999,-0.049800001,4.639999866,15.48999977,3.700000048,2.034461458,-0.05397895,4.34401432,11.79687375,1.191165073,0.093524835,-6.886659054,107.610726,-1,-2.29397291,4.370937705,2.424915075,21.16504097,1666,61.20000076,35.20000076,-2.7734375,0.101897252,144.2580305,144,0,0,0,55,-0.047928032,0,-53.97895,2,11.79687375
112,0.0383,0.0513,-0.0638,4.599999905,15.51000023,2,1.973094363,-0.058933835,4.336359347,11.8546634,0.933506651,0.152443475,-6.88666159,107.6107258,-1,-2.260115642,4.365129912,2.387462778,21.23443031,1620,61.20000076,35.20000076,-2.1875,0.064020153,145.8401679,145,0,0,0,55,-0.037658401,0,-58.933835,1,11.8546634
113,0.0148,-0.042300001,-0.054400001,4.639999866,15.61999989,1.399999976,1.91274928,-0.060187496,4.39561054,12.00726913,0.687669862,0.089962199,-6.886663928,107.6107257,-1,-2.277970647,4.351788202,2.31627716,21.23842049,1620,61,35.20000076,-2.3828125,0.044814396,145.2081558,145,0,0,0,55,-0.026514661,0,-60.187496,0,12.00726913
114,0.059299998,-0.035400003,-0.061299998,4.710000038,15.82999992,1.100000024,1.844221909,-0.063019834,4.442239121,12.21795323,0.48704666,0.143974509,-6.886661219,107.6107259,-1,-2.397684112,4.256141621,2.243027427,21.23841095,1606,61,35.20000076,-1.40625,0.069062653,145.0034971,145,0,0,0,55,-0.016617507,0,-63.019834,0,12.21795323
115,0.059099998,-0.0052,-0.051099997,4.730000019,16.02000046,11.89999962,1.785923977,-0.061360475,4.445925023,12.48182195,0.342455174,0.092392838,-6.886663749,107.6107258,-1,-2.501608365,4.309967877,2.2137566,21.08503151,3320,61,35.20000076,-2.3828125,0.059328322,144.6816983,145,0,0,0,57.5,-0.012709714,2.5,-61.360475,0,12.48182195
116,0.076699995,0.038799997,-0.057599999,4.679999828,16.43000031,11.80000019,1.720465769,-0.06073533,4.414121199,12.724233,0.17862866,0.036367386,-6.886666403,107.6107257,-1,-2.612627439,4.272454472,2.141999611,21.11283112,3146,61.10000229,35.20000076,-1.9921875,0.085955389,144.6261849,145,0,0,0,62.5,-0.002417295,5,-60.73533,0,12.724233
117,0.252600014,-0.023399999,-0.0188,4.559999943,16.54999924,11.60000038,1.657053132,-0.062543958,4.373229898,12.94542384,0.04510223,0.021171675,-6.886668654,107.6107257,-1,-2.700699322,4.250634219,2.075400775,21.11674118,3226,61.10000229,35.20000076,-2.1875,0.253681547,144.405264,145,0,0,0,67.5,-0.006665318,5,-62.543958,0,12.94542384
118,0.030999999,-0.040400002,-0.059799999,4.659999847,16.77000046,0.400000006,1.588526566,-0.067098655,4.367930826,13.02270734,360.1183982,0.160432843,-6.886670944,107.6107257,-1,-2.755378533,4.25919826,2.039883317,21.22650146,1654,61.10000229,35.20000076,-1.50390625,0.050923081,145.4287473,145,0,0,0,77.5,-0.002482584,10,-67.098655,0,13.02270734
119,0.134000003,0.028299998,-0.041900001,4.519999981,16.93000031,11.30000019,1.529205061,-0.063960597,4.407018043,12.96565402,360.0720934,0.13302701,-6.886667794,107.6107257,-1,-2.766811793,4.338311639,1.938849926,21.10099983,3326,61.10000229,35.20000076,-2.28515625,0.136955799,146.0763996,146,0,0,0,92.5,-0.001346995,15,-63.960597,1,12.96565402
120,0.0284,0.0127,-0.064900003,4.670000076,16.62000084,11.39999962,1.468860772,-0.061073363,4.452234621,12.74734783,359.9968412,0.081642326,-6.886664662,107.6107258,-1,-2.695897889,4.359529107,1.873406527,21.10505104,3246,61.10000229,35.20000076,-2.28515625,0.031110288,149.1901263,149,0,0,0,100,0.009451708,7.5,-61.073363,3,12.74734783
121,0.059500001,-0.023,-0.0385,4.739999771,16.23999977,11.39999962,1.415675972,-0.055765674,4.48322225,12.34982822,359.8960312,0.127610605,-6.88666112,107.6107258,-1,-2.754947443,4.41740089,1.800813199,21.10881042,3286,61.10000229,35.20000076,-2.578125,0.063790675,153.6499833,153,0,0,0,117.5,0.011101352,17.5,-55.765674,4,12.34982822
122,0.110800005,0.029999999,-0.037299998,4.820000172,15.48999977,359.2000122,1.365559537,-0.05319744,4.437236032,11.83128376,359.714666,-0.046808358,-6.886657314,107.6107259,-1,-2.691932616,4.531249977,1.751926238,21.23039055,1600,61.10000229,35.20000076,-2.578125,0.114789552,158.1948257,158,0,0,0,127.5,0.020600131,10,-53.19744,5,11.83128376
123,0.091300003,-0.0231,-0.039999999,4.889999866,15.32999992,11.30000019,1.316465874,-0.054186951,4.307255671,11.29317711,359.5548132,-0.045374395,-6.886653222,107.610726,-1,-2.68417662,4.512839633,1.670281906,21.10885048,3254,61.10000229,35.20000076,-1.89453125,0.094176964,164.6469945,164,0,0,0,145,0.026554976,17.5,-54.186951,6,11.29317711
124,0.046999998,0.025600001,-0.032599997,4.610000134,14.68000031,11,1.264303852,-0.05547636,4.242938178,10.73164384,359.3554345,0.011994639,-6.886648732,107.6107261,-1,-2.71596011,4.551657441,1.628784187,21.10090065,3214,61.10000229,35.20000076,-1.69921875,0.053519715,170.8865244,170,0,0,0,162.5,0.041985366,17.5,-55.47636,6,10.73164384
125,0.052200001,-0.0108,-0.022799999,4.630000114,14.14999962,11,1.230551977,-0.047693234,4.200937689,10.19829682,359.1149172,0.019294477,-6.886644489,107.6107262,-1,-2.69208481,4.51246874,1.556550934,21.10093117,3240,61,35.20000076,-2.28515625,0.053305535,177.0253137,177,0,0,0,182.5,0.053047683,20,-47.693234,7,10.19829682
126,0.047200002,-0.0077,-0.028899999,4.5,13.60999966,10.80000019,1.189640571,-0.041385721,4.140935648,9.810223891,358.8472567,0.072085922,-6.886639532,107.6107262,-1,-2.618444072,4.51163979,1.528494006,21.10873032,3226,61,35.20000076,-2.7734375,0.04782395,179.7244663,180,0,0,0,190,0.069459386,7.5,-41.385721,3,9.810223891
127,0.038599998,-0.031600002,-0.0184,4.539999962,13.31000042,356.5,1.151797552,-0.038864098,4.156624009,9.527150043,358.5414644,0.165148852,-6.886634495,107.6107263,-1,-2.60101199,4.524190235,1.480295698,21.22649002,1680,61,35.20000076,-1.6015625,0.049885068,179.2117372,180,0,0,0,182.5,0.074185543,-7.5,-38.864098,0,9.527150043
128,0.034599997,0.0099,-0.031100001,4.550000191,13.10999966,227.5,1.113954533,-0.039312154,4.223708704,9.525981489,358.3172932,0.112566424,-6.886643388,107.6107262,-1,-2.646937997,4.528668726,1.427798127,21.10101128,3374,61.10000229,35.20000076,-1.9921875,0.035988468,176.7193833,177,0,0,0,170,0.089810006,-12.5,-39.312154,-3,9.525981489
129,0.0535,-0.027100001,-0.0286,4.519999981,13.06999969,248.1999969,1.081225414,-0.035009105,4.22249872,9.646311877,358.1723377,0.053177573,-6.88664969,107.6107262,-1,-2.694843918,4.517569722,1.367631828,21.09709167,3294,61.10000229,35.20000076,-1.69921875,0.059972161,172.1824797,173,0,0,0,165,0.095499709,-5,-35.009105,-4,9.646311877
130,0.039999999,-0.0088,-0.027100001,4.78000021,13.02999973,237.5,1.04235961,-0.034128994,4.236550847,9.931221415,358.0690949,0.08041002,-6.886645523,107.6107262,-1,-2.633951529,4.472407974,1.343593665,21.10898018,3306,61.10000229,35.20000076,-2.08984375,0.040956561,165.9235458,166,0,0,0,147.5,0.102095552,-17.5,-34.128994,-7,9.931221415
131,0.055,-0.010100001,-0.0253,4.670000076,13.71000004,258.2999878,1.003493805,-0.037342206,4.286585577,10.3346453,358.0016331,0.024785268,-6.886641186,107.6107262,-1,-2.685453111,4.421829187,1.293140063,21.10894012,3166,61.10000229,35.20000076,-2.28515625,0.055919674,157.2713802,158,0,0,0,142.5,0.100478709,-5,-37.342206,-8,10.3346453
132,0.039999999,-0.0045,-0.0186,4.769999981,14.38000011,355.7000122,0.966673572,-0.034833536,4.293221482,10.70945753,358.0176511,-0.052558811,-6.886636917,107.6107262,-1,-2.704262716,4.382227589,1.277625921,21.21448135,1666,61.10000229,35.20000076,-1.9921875,0.040252328,149.5934595,150,0,0,0,132.5,0.095071919,-10,-34.833536,-8,10.70945753
133,0.061900001,0.0103,-0.030299999,4.889999866,13.93999958,233.8999939,0.92985328,-0.033823609,4.257566468,11.03498203,358.0278743,0.031685419,-6.886632282,107.6107261,-1,-2.789643546,4.339126159,1.219211359,21.10098076,3314,61.10000229,35.20000076,-1.9921875,0.062751097,142.7669394,143,0,0,0,120,0.095402665,-12.5,-33.823609,-7,11.03498203
134,0.049900003,0.028200001,-0.032900002,4.559999943,14.64999962,297.7999878,0.894055862,-0.034149665,4.310047218,11.19133261,358.1099055,0.134935054,-6.886640432,107.6107263,-1,-2.801242397,4.326424399,1.210443939,21.13248062,2954,61.10000229,35.20000076,-2.08984375,0.057317103,136.8948784,137,0,0,0,115,0.090899289,-5,-34.149665,-6,11.19133261
135,0.0274,-0.016299998,-0.0239,4.75,14.69999981,299.1000061,0.854167242,-0.036649521,4.333845417,11.15673296,358.1523835,0.037857803,-6.886636179,107.6107262,-1,-2.745897887,4.360651861,1.171643793,21.11282158,3240,61.10000229,35.20000076,-2.48046875,0.031881812,131.8654396,132,0,0,0,110,0.091828667,-5,-36.649521,-5,11.15673296
136,0.0147,0.0104,-0.0288,4.489999771,14.65999985,316.8999939,0.820415337,-0.035551865,4.327145874,10.9026321,358.2293577,0.007743857,-6.886642673,107.6107264,-1,-2.729008395,4.242364014,1.154831876,21.08522224,3512,61.10000229,35.20000076,-1.796875,0.018006943,129.9536785,130,0,0,0,105,0.084718935,-5,-35.551865,-2,10.9026321
137,0.025600001,0.035599999,-0.032400001,4.639999866,14.03999996,333.7999878,0.788709064,-0.0354283,4.356139357,10.48975386,358.3397076,0.052034938,-6.886639112,107.6107263,-1,-2.740754436,4.192613089,1.099327216,21.08528137,3340,61.10000229,35.20000076,-0.8203125,0.043848831,129.766087,130,0,0,0,102.5,0.078585051,-2.5,-35.4283,0,10.48975386
138,0.043000001,0.056299999,-0.031500001,4.710000038,13.77999973,355,0.745752056,-0.041606512,4.409501649,9.922382938,358.5490634,-0.008075719,-6.886635503,107.6107262,-1,-2.811998742,4.13192528,1.057954651,21.22251129,1666,61.10000229,35.20000076,-2.87109375,0.070842713,130.3057092,130,0,0,0,100,0.063784719,-2.5,-41.606512,0,9.922382938
139,0.057,-0.0031,-0.0317,4.710000038,13.17000008,355.5,0.71200021,-0.043524064,4.410226871,9.336668784,358.7194674,0.027717768,-6.886631877,107.610726,-1,-2.837747715,4.157369703,1.046336542,21.23046112,1634,61.10000229,35.20000076,-1.89453125,0.057084236,130.6731556,130,0,0,0,100,0.059489086,0,-43.524064,0,9.336668784
140,0.093000002,-0.037799999,-0.02,4.769999981,12.60000038,355.2000122,0.681316633,-0.040662184,4.443245803,8.744384073,358.9860892,0.036215885,-6.88662822,107.6107258,-1,-2.814305376,4.233566904,0.968843417,21.21449089,1706,61,35.20000076,-1.89453125,0.100388447,130.3494074,130,0,0,0,100,0.03244422,0,-40.662184,0,8.744384073
141,0.0438,-0.0294,-0.021600001,4.869999886,12.13000011,355.5,0.635291357,-0.045568276,4.45127919,8.233841817,359.2031807,-0.035030289,-6.886624496,107.6107256,-1,-2.763904912,4.30538465,0.932983664,21.22245216,1620,61,35.20000076,-2.7734375,0.052752251,130.3759323,130,0,0,0,100,0.032228276,0,-45.568276,0,8.233841817
142,0.068900004,-0.0144,-0.032299999,4.889999866,11.57999992,355.3999939,0.59949388,-0.04461953,4.407557048,7.885148666,359.3663683,-0.066617324,-6.88662072,107.6107254,-1,-2.775632396,4.298801021,0.86144271,21.21441269,1680,61,35.20000076,-2.3828125,0.07038871,129.7560963,130,0,0,0,100,0.023719011,0,-44.61953,0,7.885148666
